<><><><><><><><> 
Begin: 29-Sep-2014 12:51:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s33 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.664 1.664 
0.534 1.367 1.367 
0.568 1.258 1.258 
0.251 3.992 5.995 
0.567 2.079 2.079 
0.451 1.444 1.444 
0.233 1.050 1.050 
0.318 1.051 1.051 
0.418 0.941 0.941 
0.584 0.798 0.798 
0.583 0.766 0.766 
0.267 1.106 1.106 
0.584 1.061 1.061 
0.584 1.400 1.400 
0.400 1.992 1.992 
0.518 0.919 0.919 
0.267 1.083 1.083 
0.368 1.673 1.673 
0.567 1.214 1.214 
0.517 0.985 0.985 
0.584 1.882 1.882 
0.467 1.445 1.445 
0.216 2.232 2.232 
0.550 1.543 1.543 
0.583 0.975 0.975 
0.467 1.455 1.455 
0.500 0.919 0.919 
0.501 1.795 1.795 
0.367 1.203 1.203 
0.467 1.105 1.105 
0.267 1.401 1.401 
0.484 1.160 1.160 
0.217 1.738 1.738 
0.318 2.089 2.089 
0.217 0.929 0.929 
0.233 1.554 1.554 
0.534 1.443 1.443 
0.483 0.843 0.843 
0.334 1.706 1.706 
0.584 1.203 1.203 
0.216 0.929 0.929 
0.383 0.952 0.952 
0.351 1.105 1.105 
0.500 1.958 1.958 
0.518 1.104 1.104 
0.284 1.127 1.127 
0.399 1.510 1.510 
0.384 1.728 1.728 
0.467 2.800 2.800 
0.484 0.908 0.908 
0.501 0.744 0.744 
0.316 1.816 1.816 
0.467 0.920 0.920 
0.467 2.495 2.495 
0.267 2.625 2.625 
0.251 1.094 1.094 
0.401 1.531 1.531 
0.583 0.875 0.875 
0.333 1.379 1.379 
0.434 0.974 0.974 
0.292 1.094 1.094 
0.500 3.140 3.140 
0.300 0.733 0.733 
0.400 0.919 0.919 
0.484 1.751 1.751 
0.567 2.363 2.363 
0.584 2.395 2.395 
0.418 2.067 2.067 
0.251 0.864 0.864 
0.267 1.214 1.214 
0.299 2.571 2.571 
0.534 2.254 2.254 
0.300 1.062 1.062 
0.533 2.111 2.111 
0.300 1.673 1.673 
0.567 2.078 2.078 
0.350 1.446 1.446 
0.283 1.883 1.883 
0.301 0.887 0.887 
0.451 0.788 0.788 
0.384 1.280 1.280 
0.350 1.674 1.674 
0.534 3.850 3.850 
0.433 2.526 2.526 
0.417 0.864 0.864 
0.567 1.521 1.521 
0.317 1.159 1.159 
0.501 1.258 1.258 
0.501 1.684 1.684 
0.351 2.188 2.188 
0.434 1.586 1.586 
0.234 1.247 1.247 
0.217 1.401 1.401 
0.418 1.367 1.367 
0.517 1.663 1.663 
0.584 0.886 0.886 
0.251 0.930 0.930 
0.434 1.869 1.869 
0.384 0.776 0.776 
0.200 1.017 1.017 
0.334 1.368 1.368 
0.267 1.039 1.039 
0.517 0.985 0.985 
0.334 0.984 0.984 
