<><><><><><><><> 
Begin: 29-Sep-2014 12:21:34 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s33 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.207 3.207 
0.534 1.269 1.269 
0.567 2.942 2.942 
0.250 1.160 1.160 
0.568 1.347 1.347 
0.451 0.941 0.941 
0.250 1.258 1.258 
0.317 1.762 1.762 
0.417 1.292 1.292 
0.584 1.345 1.345 
0.585 0.941 0.941 
0.267 0.875 0.875 
0.584 2.811 2.811 
0.584 1.257 1.257 
0.401 2.649 2.649 
0.517 1.215 1.215 
0.266 1.848 1.848 
0.367 2.189 2.189 
0.568 1.772 1.772 
0.518 1.193 1.193 
0.584 1.674 1.674 
0.468 0.918 0.918 
0.217 1.094 1.094 
0.550 1.105 1.105 
0.584 0.734 0.734 
0.467 1.653 1.653 
0.501 1.466 1.466 
0.501 3.991 5.996 
0.367 0.777 0.777 
0.468 1.805 1.805 
0.267 1.159 1.159 
0.483 1.138 1.138 
0.216 1.444 1.444 
0.317 1.106 1.106 
0.217 2.168 2.168 
0.234 0.963 0.963 
0.534 2.221 2.221 
0.485 1.148 1.148 
0.334 2.723 2.723 
0.584 1.510 1.510 
0.218 1.869 1.869 
0.384 1.182 1.182 
0.349 1.553 1.553 
0.517 1.532 1.532 
0.518 1.750 1.750 
0.284 1.039 1.039 
0.400 1.510 1.510 
0.384 1.421 1.421 
0.467 1.782 1.782 
0.484 1.028 1.028 
0.501 2.430 2.430 
0.318 1.215 1.215 
0.467 1.882 1.882 
0.466 1.313 1.313 
0.267 1.849 1.849 
0.250 2.451 2.451 
0.400 1.051 1.051 
0.584 1.554 1.554 
0.334 2.604 2.604 
0.434 1.554 1.554 
0.285 1.355 1.355 
0.500 1.248 1.248 
0.300 1.367 1.367 
0.400 1.500 1.500 
0.484 2.734 2.734 
0.551 1.433 1.433 
0.584 0.700 0.700 
0.418 1.335 1.335 
0.251 2.067 2.067 
0.266 2.122 2.122 
0.301 1.094 1.094 
0.533 2.463 2.463 
0.301 2.133 2.133 
0.534 2.800 2.800 
0.300 1.334 1.334 
0.567 1.138 1.138 
0.334 1.072 1.072 
0.284 2.866 2.866 
0.300 1.061 1.061 
0.451 1.347 1.347 
0.383 1.816 1.816 
0.350 2.308 2.308 
0.534 2.584 2.584 
0.434 1.050 1.050 
0.417 0.723 0.723 
0.567 1.324 1.324 
0.317 1.028 1.028 
0.501 0.886 0.886 
0.500 0.897 0.897 
0.350 2.374 2.374 
0.434 1.968 1.968 
0.234 1.083 1.083 
0.217 0.766 0.766 
0.418 1.608 1.608 
0.517 1.203 1.203 
0.583 1.720 1.720 
0.251 1.062 1.062 
0.434 1.083 1.083 
0.383 2.143 2.143 
0.200 1.139 1.139 
0.334 0.689 0.689 
0.267 2.330 2.330 
0.518 1.588 1.588 
0.334 1.478 1.478 
