1,44,1,1,1,0.67731
0,65,2,2,1,0.50809
1,46,1,1,1,0.38789
0,43,1,2,0,0.31148
0,89,2,2,1,0.49713
0,83,2,2,1,0.39863
1,54,1,1,1,0.38793
0,102,2,2,1,0.37661
1,115,2,1,0,0.31134
0,87,2,2,1,0.43177
1,62,2,2,1,0.42084
0,15,1,1,1,0.36568
1,84,2,2,1,0.39855
0,96,2,1,0,0.34394
1,38,1,1,1,0.39869
0,104,2,2,1,0.32249
1,12,1,2,0,0.34413
1,82,2,2,1,0.37809
0,39,1,2,0,0.43131
0,54,1,1,1,0.48634
1,37,1,1,1,0.3277
1,60,1,1,1,0.40998
1,83,2,1,0,0.48641
1,57,1,1,1,0.43164
0,91,2,2,1,0.3231
1,108,2,1,0,0.38763
0,34,1,1,1,0.43165
0,73,2,1,0,0.45341
1,26,1,1,1,0.33319
1,116,2,1,0,0.38786
0,114,2,2,1,0.34396
0,11,1,2,0,0.38818
1,48,1,1,1,0.49157
1,65,2,1,0,0.37685
0,47,1,1,1,0.39875
0,120,2,1,0,0.38256
0,76,2,2,1,0.49153
0,3,1,2,0,0.40964
0,18,1,2,0,0.34392
0,97,2,2,1,0.44205
1,68,2,1,0,0.42043
1,112,2,1,0,0.3767
0,50,1,2,0,0.46519
1,68,2,2,1,0.61775
1,6,1,2,0,0.39881
1,82,2,1,0,0.43149
1,51,1,1,1,0.426
0,29,1,2,0,0.4097
1,64,2,1,0,0.26233
1,14,1,1,1,0.40967
0,11,1,2,0,0.27309
1,103,2,1,0,0.36602
1,14,1,2,0,0.39859
0,93,2,1,0,0.45365
1,31,1,1,1,0.44775
1,51,1,2,0,0.48611
0,63,2,2,1,0.47458
1,58,1,2,0,0.50783
1,30,1,1,1,0.62777
1,60,1,1,1,0.36568
1,8,1,1,1,0.40994
1,86,2,1,0,0.42075
0,36,1,2,0,0.46398
0,110,2,2,1,0.49726
0,74,2,2,1,0.38789
0,73,2,2,1,0.32196
0,113,2,2,1,0.36608
1,1,1,1,1,0.35491
1,78,2,1,0,0.35483
1,29,1,1,1,0.35494
0,80,2,2,1,0.47032
1,98,2,2,1,0.48614
0,86,2,2,1,0.31126
0,117,2,2,1,0.34408
0,23,1,2,0,0.3439
0,66,2,2,1,0.4707
1,118,2,2,1,0.51858
1,22,1,2,0,0.39902
1,92,2,2,1,0.36593
1,87,2,2,1,0.36578
1,25,1,2,0,0.42576
0,2,1,1,1,0.45887
0,7,1,1,1,0.36578
1,32,1,1,1,0.36619
0,107,2,1,0,0.35518
1,13,1,2,0,0.40955
0,3,1,1,1,0.66081
0,84,2,1,0,0.39351
1,91,2,2,1,0.70494
1,102,2,2,1,0.51878
0,113,2,2,1,0.38826
1,35,1,1,1,0.38777
1,116,2,1,0,0.38754
1,99,2,1,0,0.39785
1,26,1,1,1,0.34388
0,44,1,2,0,0.54104
0,100,2,2,1,0.38773
1,43,1,1,1,0.42107
0,95,2,2,1,0.31139
1,56,1,1,1,0.35494
1,101,2,1,0,0.38229
1,85,2,2,1,0.47431
1,59,1,1,1,0.27309
1,5,1,1,1,0.42057
0,36,1,2,0,0.28416
1,103,2,1,0,0.37692
1,27,1,1,1,0.36133
1,88,2,1,0,0.34929
1,32,1,2,0,0.50803
1,70,2,1,0,0.34391
0,35,1,1,1,0.42055
1,55,1,2,0,0.3659
0,90,2,1,0,0.39858
0,19,1,1,1,0.60664
1,61,2,1,0,0.4425
0,92,2,1,0,0.32221
1,20,1,1,1,0.78146
0,101,2,2,1,0.50793
1,42,1,2,0,0.4096
0,67,2,2,1,0.40977
0,57,1,2,0,0.35596
1,6,1,1,1,0.55221
1,118,2,1,0,0.39893
0,119,2,2,1,0.54702
1,75,2,1,0,0.51929
0,72,2,NaN,NaN,NaN
0,41,1,1,1,0.58477
1,61,2,2,1,0.47518
1,59,1,1,1,0.48618
1,7,1,1,1,0.55196
1,1,1,1,1,0.40967
0,18,1,1,1,0.48611
0,108,2,1,0,0.39867
1,21,1,1,1,0.33309
0,77,2,1,0,0.40944
0,28,1,2,0,0.44243
1,69,2,2,1,0.65043
0,33,1,2,0,0.53563
0,105,2,1,0,0.46423
1,30,1,1,1,0.4861
1,106,2,2,1,0.74872
0,109,2,2,1,0.43155
0,15,1,2,0,0.38778
1,23,1,1,1,0.49711
1,24,1,1,1,0.45328
0,4,1,1,1,0.55184
0,110,2,1,0,0.44265
1,72,2,2,1,0.59554
1,21,1,2,0,0.44242
0,107,2,1,0,0.35443
1,85,2,1,0,0.43065
0,53,1,1,1,0.52993
1,28,1,1,1,0.51925
1,56,1,1,1,0.42057
1,79,2,2,1,0.54211
0,39,1,1,1,0.49712
1,27,1,1,1,0.56267
0,111,2,2,1,0.6291
1,97,2,2,1,0.47548
1,40,1,2,0,0.48627
0,100,2,1,0,0.54118
0,50,1,1,1,0.51366
0,115,2,2,1,0.58512
0,34,1,2,0,0.44265
0,94,2,2,1,0.38776
0,95,2,2,1,0.41518
1,45,1,1,1,0.42062
0,22,1,2,0,0.45359
0,77,2,1,0,0.55094
0,64,2,1,0,0.51385
0,52,1,1,1,0.65587
0,94,2,2,1,0.60643
1,117,2,1,0,0.38824
1,114,2,2,1,0.67202
0,104,2,2,1,0.49166
1,41,1,1,1,0.55185
0,53,1,1,1,0.51882
0,98,2,2,1,0.52972
0,52,1,1,1,0.51871
0,16,1,1,1,0.51904
0,2,1,1,1,0.42616
0,71,2,2,1,0.45923
0,105,2,2,1,0.53548
1,37,1,2,0,0.53
1,111,2,2,1,0.39913
0,25,1,2,0,0.48092
1,74,2,2,1,0.53005
1,47,1,1,1,0.60693
0,17,1,2,0,0.48059
0,79,2,1,0,0.60637
1,48,1,1,1,0.47558
0,46,1,1,1,0.46421
1,31,1,2,0,0.552
0,62,2,1,0,0.53962
1,75,2,2,1,0.69399
0,55,1,2,0,0.44278
0,38,1,1,1,0.50799
1,76,2,2,1,0.44349
1,12,1,2,0,0.61676
1,71,2,2,1,0.55714
0,10,1,1,1,0.5034
0,69,2,1,0,0.46542
0,120,2,1,0,0.48596
0,81,2,2,1,0.57391
1,49,1,1,1,0.40979
0,78,2,2,1,0.57372
1,20,1,1,1,0.56317
1,93,2,1,0,0.64489
1,24,1,1,1,0.46964
1,67,2,2,1,0.63947
0,5,1,2,0,0.46418
1,66,2,2,1,0.52992
1,80,2,2,1,0.51915
1,17,1,2,0,0.43172
0,106,2,1,0,0.40319
1,16,1,1,1,0.37689
0,89,2,2,1,0.50765
0,40,1,2,0,0.45351
0,45,1,1,1,0.49762
0,49,1,1,1,0.40935
1,112,2,2,1,0.50768
0,8,1,1,1,0.4861
1,9,1,2,0,0.36579
0,4,1,1,1,0.59555
0,58,1,1,1,0.49135
1,119,2,2,1,0.66685
1,81,2,1,0,0.43195
1,10,1,1,1,0.42045
0,99,2,2,1,0.57344
1,90,2,2,1,0.74922
0,9,1,1,1,0.44242
0,96,2,1,0,0.44246
0,13,1,2,0,0.52918
0,33,1,1,1,0.65058
0,109,2,1,0,0.44239
1,42,1,2,0,0.72177
0,19,1,1,1,0.46467
0,70,2,2,1,0.57399
1,63,2,2,1,0.47511
0,88,2,2,1,0.55182
