74,113,1,2.348
82,102,2,1.5656
89,103,2,1.598
68,88,1,0.97873
109,94,1,2.3594
80,116,1,2.9325
104,101,1,2.6848
103,97,1,1.5432
120,74,2,1.1084
95,108,1,1.1975
103,88,1,1.4775
113,72,2,0.96719
97,88,2,1.8356
101,105,1,1.1313
93,100,2,1.2718
114,76,2,1.576
86,87,1,2.3299
104,115,1,1.4678
116,89,2,2.4905
113,85,1,2.577
68,91,1,1.4138
108,110,2,1.2402
115,76,2,1.1855
96,68,2,0.97873
73,85,1,1.7293
108,80,2,2.2708
71,90,1,1.7484
107,98,1,2.2372
91,101,2,3.0978
86,116,1,2.064
64,88,1,2.8478
118,84,2,1.7499
66,63,1,1.4787
95,112,1,2.2946
108,89,1,4.1681
73,84,1,1.9885
77,87,1,1.2827
76,65,2,2.3687
71,83,1,1.4794
102,61,2,2.011
114,69,2,2.6005
79,102,2,2.3696
104,95,1,1.2609
93,84,2,3.0433
88,69,2,3.587
103,111,1,2.4774
117,99,1,3.2928
118,64,2,1.5221
62,83,1,2.2176
99,104,2,1.3911
71,77,1,1.7065
94,95,2,1.5328
101,107,1,1.7292
84,117,1,2.1235
105,111,2,1.4111
82,76,2,1.8281
77,104,1,1.4874
84,87,2,2.976
70,104,1,1.2912
92,67,NaN,NaN
63,106,2,3.2289
112,118,2,1.9919
78,61,2,3.556
84,95,1,3.2381
111,63,1,2.4617
72,90,1,2.922
101,95,1,1.2905
120,79,2,1.4322
86,115,1,1.3024
116,100,2,1.1158
105,92,1,3.2935
81,111,1,2.2426
64,63,1,1.7295
90,89,2,2.791
79,97,1,3.2376
108,77,2,1.5876
79,107,2,1.7186
67,69,2,1.2365
99,75,2,2.7343
98,114,2,1.9908
118,99,1,1.4225
73,114,1,2.0787
98,119,2,2.4512
115,102,2,1.4992
62,108,1,2.582
72,64,2,3.8969
66,69,1,1.7407
75,62,2,2.047
63,114,2,1.1055
68,103,1,1.17
102,94,1,1.5219
112,70,2,1.1379
74,117,1,0.96296
118,103,2,2.2543
114,106,1,1.1929
119,94,1,1.8057
113,77,2,1.161
88,83,1,2.1454
109,116,1,1.3355
80,115,1,1.0501
75,95,1,0.94107
101,63,1,1.3027
96,71,2,1.4112
83,95,1,1.6307
77,62,1,2.211
117,73,1,2.2326
64,77,NaN,NaN
91,105,1,1.094
117,87,2,0.96257
81,96,1,0.92995
73,77,2,3.1625
69,65,2,1.3689
63,81,2,1.4338
71,99,1,1.4001
80,106,2,1.5106
91,114,2,2.2549
113,66,2,1.4543
116,77,2,1.2357
75,115,1,1.5313
61,106,1,1.786
91,67,1,2.8233
61,97,1,2.9218
106,87,2,3.37
99,69,2,1.7176
90,64,2,1.6093
85,76,2,1.6314
99,112,2,1.9917
77,65,1,3.2171
101,69,2,1.7297
118,76,2,2.4186
105,99,2,1.0836
88,61,2,1.7957
84,97,2,1.4333
107,70,2,1.5869
120,97,2,3.4907
78,107,1,2.4517
104,102,1,1.8725
86,109,2,1.1157
76,81,1,1.1051
90,70,2,0.95197
73,62,1,1.292
90,102,2,1.2034
94,65,2,2.4955
118,107,2,1.5428
86,105,1,1.9258
104,71,2,1.7403
102,97,1,1.8937
95,72,2,1.6314
63,85,2,2.0577
106,70,2,1.446
89,62,1,1.8393
66,99,1,1.3353
84,94,1,2.1986
68,107,1,1.2909
100,101,1,2.5706
87,95,2,3.0417
108,114,2,1.7076
119,73,1,2.0023
104,65,1,1.346
108,106,2,1.4442
78,64,1,2.6263
110,82,1,3.7985
91,79,2,3.0099
119,80,1,2.1018
73,79,1,0.97369
120,100,2,0.99614
81,71,1,1.3019
110,103,1,1.2141
71,87,1,1.0073
75,118,1,1.3904
85,105,1,2.9434
61,98,1,1.5536
106,101,2,2.4184
118,70,2,2.0796
108,68,2,1.5876
93,69,2,2.4413
88,98,1,1.4765
112,90,1,1.5981
93,62,2,1.4125
113,92,2,3.4394
100,85,1,1.0511
65,87,1,1.1377
106,82,1,1.2946
61,109,1,1.8596
119,101,1,1.488
63,97,1,1.5542
85,116,2,1.4661
113,107,2,1.9815
67,105,1,1.6087
104,90,1,1.3349
72,79,1,1.2149
98,62,2,1.2804
87,102,2,2.2002
98,70,2,1.391
107,93,1,1.2149
87,97,2,1.3025
119,70,2,1.3244
67,68,2,1.4015
111,71,2,1.423
85,84,2,2.7239
99,92,1,1.1383
101,78,2,1.4224
118,93,1,0.90771
117,61,2,0.91914
62,82,1,1.5111
102,85,1,1.5871
61,63,1,1.9914
77,115,1,0.79844
117,91,1,1.2263
66,79,1,0.95208
120,73,2,1.0501
106,62,2,1.0729
63,108,NaN,NaN
85,65,2,1.2029
70,115,1,0.93009
84,80,1,1.5978
66,106,1,1.1819
110,118,1,2.0796
115,109,2,1.1053
81,97,1,1.6855
99,77,2,1.4438
93,108,2,1.4984
68,97,2,1.4659
120,80,2,1.4777
75,112,1,1.5975
119,78,2,1.3135
75,103,1,1.9811
113,95,2,1.073
82,98,NaN,NaN
118,105,1,2.5489
99,87,1,2.0244
85,119,2,1.204
62,68,2,0.86438
118,63,1,1.4236
120,110,2,1.4446
96,69,2,1.1276
87,104,2,1.7179
105,71,2,1.2469
83,81,2,1.379
88,99,1,1.3242
86,107,2,1.1165
72,84,1,1.0721
71,63,1,1.3679
69,118,1,1.5318
92,85,2,1.9151
79,80,1,3.3723
69,63,1,1.3896
118,67,NaN,NaN
92,110,2,2.2642
81,91,1,1.6199
108,112,1,1.6852
69,83,1,1.6528
90,82,2,1.0613
100,106,2,1.4332
92,65,2,1.7399
101,118,1,2.1344
96,117,2,3.1733
62,84,1,1.5538
65,63,1,1.6523
107,103,2,2.0471
73,99,1,2.5605
91,75,2,0.9518
83,67,2,1.2697
76,96,1,2.2428
112,115,1,1.3347
85,88,2,3.7199
66,86,1,1.784
112,105,1,1.379
95,64,2,1.4005
