<><><><><><><><> 
Begin: 29-Sep-2014 16:19:39 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s46 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.348 2.348 
0.534 1.566 1.566 
0.568 1.598 1.598 
0.251 0.979 0.979 
0.567 2.359 2.359 
0.450 2.933 2.933 
0.233 2.685 2.685 
0.317 1.543 1.543 
0.418 1.108 1.108 
0.583 1.197 1.197 
0.584 1.477 1.477 
0.267 0.967 0.967 
0.584 1.836 1.836 
0.584 1.131 1.131 
0.401 1.272 1.272 
0.517 1.576 1.576 
0.267 2.330 2.330 
0.367 1.468 1.468 
0.567 2.490 2.490 
0.517 2.577 2.577 
0.585 1.414 1.414 
0.468 1.240 1.240 
0.217 1.186 1.186 
0.534 0.979 0.979 
0.583 1.729 1.729 
0.467 2.271 2.271 
0.501 1.748 1.748 
0.501 2.237 2.237 
0.367 3.098 3.098 
0.468 2.064 2.064 
0.267 2.848 2.848 
0.484 1.750 1.750 
0.217 1.479 1.479 
0.317 2.295 2.295 
0.217 3.999 4.168 
0.234 1.988 1.988 
0.534 1.283 1.283 
0.484 2.369 2.369 
0.334 1.479 1.479 
0.584 2.011 2.011 
0.217 2.600 2.600 
0.384 2.370 2.370 
0.350 1.261 1.261 
0.500 3.043 3.043 
0.518 3.587 3.587 
0.283 2.477 2.477 
0.400 3.293 3.293 
0.383 1.522 1.522 
0.467 2.218 2.218 
0.483 1.391 1.391 
0.500 1.706 1.706 
0.317 1.533 1.533 
0.483 1.729 1.729 
0.468 2.123 2.123 
0.267 1.411 1.411 
0.250 1.828 1.828 
0.401 1.487 1.487 
0.585 2.976 2.976 
0.334 1.291 1.291 
0.434 3.993 5.996 
0.284 3.229 3.229 
0.501 1.992 1.992 
0.300 3.556 3.556 
0.399 3.238 3.238 
0.484 2.462 2.462 
0.567 2.922 2.922 
0.583 1.291 1.291 
0.417 1.432 1.432 
0.266 1.302 1.302 
0.267 1.116 1.116 
0.300 3.294 3.294 
0.534 2.243 2.243 
0.300 1.729 1.729 
0.533 2.791 2.791 
0.301 3.238 3.238 
0.567 1.588 1.588 
0.349 1.719 1.719 
0.283 1.237 1.237 
0.300 2.734 2.734 
0.451 1.991 1.991 
0.400 1.423 1.423 
0.350 2.079 2.079 
0.534 2.451 2.451 
0.434 1.499 1.499 
0.417 2.582 2.582 
0.568 3.897 3.897 
0.317 1.741 1.741 
0.500 2.047 2.047 
0.501 1.106 1.106 
0.350 1.170 1.170 
0.434 1.522 1.522 
0.234 1.138 1.138 
0.233 0.963 0.963 
0.417 2.254 2.254 
0.517 1.193 1.193 
0.584 1.806 1.806 
0.250 1.161 1.161 
0.434 2.145 2.145 
0.384 1.335 1.335 
0.200 1.050 1.050 
0.334 0.941 0.941 
0.267 1.303 1.303 
0.517 1.411 1.411 
0.333 1.631 1.631 
