1,21,1,3,2.4769
1,26,1,3,1.3188
0,67,2,7,2.0071
1,56,1,1,1.4215
1,12,1,4,1.9955
1,104,2,6,1.7279
1,4,1,1,1.8101
0,100,2,6,1.5445
1,76,2,5,1.5532
1,41,1,3,3.2851
1,110,2,5,1.7421
0,3,1,2,1.2316
1,62,2,6,1.171
0,111,2,5,1.6737
1,87,2,4,2.9506
1,92,2,5,1.3463
0,63,2,5,1.2374
0,61,2,6,1.2943
1,71,2,6,1.6639
1,10,1,1,1.2484
0,117,2,5,2.8148
0,70,2,7,1.7876
0,36,1,2,2.1103
1,78,2,7,1.9411
0,85,2,6,1.3145
0,32,1,3,2.3441
1,66,2,5,3.395
1,15,1,1,2.8417
1,92,2,7,2.0791
1,8,1,1,1.1117
0,32,1,2,1.7458
0,18,1,1,0.88653
1,63,2,5,2.0282
1,88,2,5,1.4975
0,59,1,1,1.6374
0,53,1,1,1.0739
0,11,1,4,3.157
1,82,2,5,1.2704
0,49,1,4,1.6841
1,64,2,6,1.5902
1,81,2,6,3.2161
1,12,1,2,1.8824
0,93,2,6,2.4018
0,19,1,1,0.96999
1,52,1,1,1.689
0,79,2,5,2.3162
0,119,2,5,1.2355
1,109,2,5,1.5356
1,116,2,4,3.2776
1,25,1,2,2.3259
0,116,2,6,2.7599
1,42,1,1,1.8351
0,101,2,4,2.9957
0,72,2,7,2.6173
1,74,2,4,2.3047
0,67,2,5,4.3289
0,108,2,5,2.0375
1,2,1,3,1.1882
0,117,2,5,1.7274
0,74,2,6,1.6923
0,37,1,3,2.4859
0,120,2,4,2.5567
1,16,1,1,1.9859
1,83,2,6,2.9203
1,101,2,4,1.324
1,41,1,1,1.4766
1,86,2,5,1.8571
0,2,1,1,1.3636
0,21,1,2,2.4361
0,114,2,7,2.8987
1,46,1,1,0.94118
0,80,2,6,2.3185
1,85,2,6,2.4929
0,78,2,7,1.3885
1,23,1,1,1.2158
0,31,1,3,2.236
0,33,1,2,2.6443
1,44,1,1,0.76505
0,22,1,1,2.3601
0,45,1,1,1.1267
0,113,2,5,2.0641
0,16,1,1,1.5351
0,36,1,1,2.8053
0,115,2,6,1.5878
1,30,1,1,1.743
0,109,2,7,2.1348
0,115,2,7,1.3419
1,50,1,1,0.89069
0,81,2,4,2.3893
1,1,1,1,2.8393
0,97,2,7,2.2792
0,50,1,1,0.96776
0,102,2,5,1.8779
0,55,1,1,1.5046
0,51,1,1,1.1137
1,96,2,6,2.0675
1,120,2,3,3.0682
0,100,2,5,3.1111
0,77,2,5,1.1585
0,103,2,6,1.6244
1,8,1,2,1.5734
1,54,1,1,0.92455
