<><><><><><><><> 
Begin: 27-Nov-2014 14:08:24 
0.417 0.876 0.876 
0.284 1.028 1.028 
0.450 1.979 1.979 
0.300 1.378 1.378 
0.468 2.463 2.463 
0.484 1.915 1.915 
0.500 1.871 1.871 
0.384 3.218 3.218 
0.234 1.127 1.127 
0.300 1.247 1.247 
0.567 1.094 1.094 
0.268 2.037 2.037 
0.535 1.083 1.083 
0.417 1.652 1.652 
0.601 2.254 2.254 
0.234 1.335 1.335 
0.384 1.368 1.368 
0.250 3.162 3.162 
0.584 1.115 1.115 
0.199 1.061 1.061 
0.517 3.852 3.852 
0.534 3.523 3.523 
0.551 1.422 1.422 
0.234 2.188 2.188 
0.367 1.084 1.084 
0.300 1.039 1.039 
0.517 2.200 2.200 
0.384 1.608 1.608 
0.567 2.954 2.954 
0.284 2.594 2.594 
0.301 1.314 1.314 
0.267 3.993 4.256 
0.250 1.170 1.170 
0.552 1.379 1.379 
0.434 1.192 1.192 
0.417 1.859 1.859 
0.267 1.040 1.040 
0.551 1.280 1.280 
0.450 3.282 3.282 
0.350 2.702 2.702 
0.401 0.755 0.755 
0.366 1.335 1.335 
0.234 1.509 1.509 
0.300 3.394 3.394 
0.250 1.313 1.313 
0.284 0.986 0.986 
0.300 1.367 1.367 
0.367 1.379 1.379 
0.217 1.193 1.193 
0.567 3.062 3.062 
0.584 1.380 1.380 
0.400 3.993 4.157 
0.401 0.997 0.997 
0.334 1.029 1.029 
0.567 1.992 1.992 
0.350 1.816 1.816 
0.250 1.257 1.257 
0.517 0.963 0.963 
0.350 1.314 1.314 
0.300 2.812 2.812 
0.367 2.801 2.801 
0.234 1.663 1.663 
0.250 1.893 1.893 
0.584 2.518 2.518 
0.584 2.200 2.200 
0.434 0.985 0.985 
0.234 0.973 0.973 
0.300 1.291 1.291 
0.350 0.842 0.842 
0.534 1.761 1.761 
0.201 1.006 1.006 
0.217 0.996 0.996 
0.266 0.799 0.799 
0.467 0.558 0.558 
0.501 2.101 2.101 
0.467 0.766 0.766 
0.384 1.378 1.378 
0.417 1.115 1.115 
0.317 1.904 1.904 
0.501 1.072 1.072 
0.284 0.962 0.962 
0.484 1.816 1.816 
0.284 1.017 1.017 
0.350 1.609 1.609 
0.451 2.669 2.669 
0.517 0.952 0.952 
0.233 1.237 1.237 
0.567 0.754 0.754 
0.516 0.984 0.984 
0.400 1.007 1.007 
0.384 1.062 1.062 
0.384 1.269 1.269 
0.334 0.985 0.985 
0.399 1.302 1.302 
0.400 1.105 1.105 
0.534 1.652 1.652 
0.518 2.483 2.483 
0.467 1.126 1.126 
0.350 2.266 2.266 
0.534 1.870 1.870 
0.417 0.909 0.909 
0.350 1.116 1.116 
0.584 1.040 1.040 
0.550 0.986 0.986 
0.417 0.973 0.973 
0.451 1.729 1.729 
0.434 0.908 0.908 
0.283 1.050 1.050 
0.317 1.444 1.444 
0.384 1.958 1.958 
0.300 2.111 2.111 
0.534 1.150 1.150 
0.284 0.931 0.931 
0.300 1.837 1.837 
0.267 1.379 1.379 
0.300 2.559 2.559 
0.384 1.160 1.160 
0.334 1.400 1.400 
0.567 1.991 1.991 
0.367 1.970 1.970 
0.283 1.214 1.214 
0.567 1.554 1.554 
0.600 2.122 2.122 
0.384 2.955 2.955 
0.250 1.706 1.706 
0.299 3.905 3.905 
0.368 1.181 1.181 
0.434 1.006 1.006 
0.300 1.007 1.007 
0.451 3.840 3.840 
0.484 1.411 1.411 
0.284 2.648 2.648 
0.250 1.050 1.050 
0.317 0.821 0.821 
0.334 0.963 0.963 
0.367 0.973 0.973 
0.400 1.115 1.115 
0.234 0.887 0.887 
0.300 1.324 1.324 
0.517 1.083 1.083 
0.218 1.684 1.684 
0.567 1.215 1.215 
0.500 1.150 1.150 
0.400 1.062 1.062 
0.434 2.921 2.921 
0.300 2.297 2.297 
0.384 2.921 2.921 
0.584 1.280 1.280 
0.417 1.127 1.127 
0.417 1.652 1.652 
0.300 3.393 3.393 
0.399 0.973 0.973 
0.450 1.466 1.466 
0.467 1.160 1.160 
0.367 1.412 1.412 
0.350 0.832 0.832 
0.601 1.072 1.072 
0.217 1.291 1.291 
0.552 0.909 0.909 
0.568 0.832 0.832 
0.517 1.434 1.434 
0.233 1.445 1.445 
0.300 1.083 1.083 
0.334 1.991 1.991 
0.467 1.357 1.357 
0.250 1.094 1.094 
0.483 1.138 1.138 
0.249 1.259 1.259 
0.467 1.083 1.083 
0.401 0.864 0.864 
0.517 1.138 1.138 
0.484 1.695 1.695 
0.567 1.566 1.566 
0.551 1.838 1.838 
0.334 0.974 0.974 
0.483 0.985 0.985 
0.284 1.411 1.411 
0.216 1.105 1.105 
0.500 1.127 1.127 
0.400 1.117 1.117 
0.400 1.509 1.509 
0.567 1.203 1.203 
0.449 1.444 1.444 
0.450 1.236 1.236 
0.551 0.865 0.865 
0.518 1.039 1.039 
0.434 1.028 1.028 
0.284 1.192 1.192 
0.299 0.942 0.942 
0.551 0.919 0.919 
0.217 1.170 1.170 
<><><><><><><><> 
RT (mean):  1.54 
Consistency:  0.11 
Self Consistency:  1.00 
<><><><><><><><> 
End: 27-Nov-2014 14:18:17 
