<><><><><><><><> 
Begin: 27-Nov-2014 15:13:22 
0.417 1.117 1.117 
0.267 0.712 0.712 
0.450 1.358 1.358 
0.300 0.888 0.888 
0.468 1.533 1.533 
0.484 1.172 1.172 
0.501 1.107 1.107 
0.384 0.701 0.701 
0.234 1.183 1.183 
0.300 0.800 0.800 
0.568 0.854 0.854 
0.267 1.009 1.009 
0.534 0.822 0.822 
0.418 0.854 0.854 
0.601 1.140 1.140 
0.234 1.315 1.315 
0.384 1.051 1.051 
0.250 1.118 1.118 
0.585 3.571 3.571 
0.200 1.085 1.085 
0.517 0.865 0.865 
0.533 2.914 2.914 
0.552 0.636 0.636 
0.234 0.889 0.889 
0.368 0.833 0.833 
0.300 0.996 0.996 
0.517 0.899 0.899 
0.367 0.789 0.789 
0.568 1.336 1.336 
0.268 1.107 1.107 
0.300 1.052 1.052 
0.266 0.822 0.822 
0.251 1.545 1.545 
0.552 0.909 0.909 
0.434 1.523 1.523 
0.417 1.347 1.347 
0.266 2.114 2.114 
0.550 0.996 0.996 
0.450 1.314 1.314 
0.350 0.943 0.943 
0.401 0.943 0.943 
0.368 0.898 0.898 
0.234 0.635 0.635 
0.301 0.614 0.614 
0.250 1.325 1.325 
0.284 0.854 0.854 
0.300 2.389 2.389 
0.366 0.843 0.843 
0.217 1.018 1.018 
0.568 0.943 0.943 
0.584 1.489 1.489 
0.400 1.502 1.502 
0.401 0.680 0.680 
0.333 0.866 0.866 
0.568 0.800 0.800 
0.351 0.866 0.866 
0.249 1.084 1.084 
0.517 0.856 0.856 
0.351 1.370 1.370 
0.300 1.074 1.074 
0.367 0.811 0.811 
0.234 0.833 0.833 
0.251 0.910 0.910 
0.585 0.844 0.844 
0.585 0.734 0.734 
0.435 1.239 1.239 
0.233 0.997 0.997 
0.300 1.283 1.283 
0.350 0.975 0.975 
0.534 1.139 1.139 
0.201 0.767 0.767 
0.217 0.953 0.953 
0.284 3.089 3.089 
0.467 0.767 0.767 
0.500 0.921 0.921 
0.467 0.778 0.778 
0.384 0.580 0.580 
0.418 0.898 0.898 
0.318 0.997 0.997 
0.501 0.821 0.821 
0.284 1.084 1.084 
0.484 0.953 0.953 
0.283 0.931 0.931 
0.351 0.668 0.668 
0.450 0.888 0.888 
0.518 1.051 1.051 
0.233 1.292 1.292 
0.584 1.358 1.358 
0.517 1.841 1.841 
0.400 0.996 0.996 
0.383 1.457 1.457 
0.384 1.435 1.435 
0.317 0.876 0.876 
0.400 0.832 0.832 
0.401 0.843 0.843 
0.534 1.182 1.182 
0.517 0.810 0.810 
0.466 0.876 0.876 
0.350 0.887 0.887 
0.533 0.898 0.898 
0.417 0.734 0.734 
0.350 0.712 0.712 
0.583 0.821 0.821 
0.550 0.559 0.559 
0.417 0.876 0.876 
0.451 0.833 0.833 
0.434 1.095 1.095 
0.284 0.778 0.778 
0.317 1.578 1.578 
0.384 3.209 3.209 
0.300 0.843 0.843 
0.534 0.767 0.767 
0.285 1.195 1.195 
0.300 0.910 0.910 
0.283 1.019 1.019 
0.300 0.899 0.899 
0.384 1.150 1.150 
0.334 0.702 0.702 
0.568 1.040 1.040 
0.367 0.613 0.613 
0.284 1.128 1.128 
0.567 0.712 0.712 
0.601 0.624 0.624 
0.384 0.953 0.953 
0.250 1.238 1.238 
0.300 0.810 0.810 
0.368 1.106 1.106 
0.434 0.800 0.800 
0.300 0.997 0.997 
0.450 0.898 0.898 
0.484 0.603 0.603 
0.283 0.801 0.801 
0.251 1.162 1.162 
0.318 1.950 1.950 
0.334 1.270 1.270 
0.367 1.183 1.183 
0.401 1.294 1.294 
0.234 1.040 1.040 
0.301 0.833 0.833 
0.517 1.642 1.642 
0.216 0.963 0.963 
0.567 1.019 1.019 
0.501 1.183 1.183 
0.401 0.964 0.964 
0.434 0.920 0.920 
0.300 2.235 2.235 
0.383 1.128 1.128 
0.584 0.690 0.690 
0.418 3.396 3.396 
0.417 0.964 0.964 
0.300 1.162 1.162 
0.399 1.326 1.326 
0.450 0.986 0.986 
0.483 3.987 4.125 
0.367 1.544 1.544 
0.350 0.975 0.975 
0.600 0.811 0.811 
0.217 1.063 1.063 
0.550 1.863 1.863 
0.567 0.898 0.898 
0.517 1.084 1.084 
0.250 1.260 1.260 
0.300 0.854 0.854 
0.335 0.854 0.854 
0.467 1.654 1.654 
0.250 1.259 1.259 
0.484 1.523 1.523 
0.250 3.987 5.989 
0.468 0.997 0.997 
0.401 1.019 1.019 
0.517 1.096 1.096 
0.483 0.832 0.832 
0.568 0.833 0.833 
0.551 2.719 2.719 
0.334 0.942 0.942 
0.484 1.041 1.041 
0.284 0.778 0.778 
0.217 1.162 1.162 
0.501 0.899 0.899 
0.402 1.698 1.698 
0.400 0.854 0.854 
0.567 1.412 1.412 
0.449 0.975 0.975 
0.450 0.909 0.909 
0.552 0.844 0.844 
0.517 0.964 0.964 
0.434 1.544 1.544 
0.283 1.709 1.709 
0.300 0.855 0.855 
0.551 0.668 0.668 
0.216 0.908 0.908 
<><><><><><><><> 
RT (mean):  1.17 
Consistency:  0.03 
Self Consistency:  0.83 
<><><><><><><><> 
End: 27-Nov-2014 15:21:25 
