<><><><><><><><> 
Begin: 27-Nov-2014 14:43:11 
0.418 1.972 1.972 
0.267 0.986 0.986 
0.451 0.920 0.920 
0.301 0.734 0.734 
0.468 1.062 1.062 
0.483 1.106 1.106 
0.500 0.888 0.888 
0.384 1.161 1.161 
0.234 1.183 1.183 
0.300 1.107 1.107 
0.566 1.183 1.183 
0.266 1.414 1.414 
0.534 1.216 1.216 
0.417 1.052 1.052 
0.601 1.052 1.052 
0.234 1.545 1.545 
0.383 1.129 1.129 
0.250 0.985 0.985 
0.584 0.832 0.832 
0.201 1.085 1.085 
0.517 1.216 1.216 
0.534 0.942 0.942 
0.551 1.369 1.369 
0.234 0.942 0.942 
0.367 1.424 1.424 
0.300 1.335 1.335 
0.517 1.457 1.457 
0.366 1.117 1.117 
0.567 0.899 0.899 
0.267 1.326 1.326 
0.300 2.071 2.071 
0.266 1.041 1.041 
0.250 0.975 0.975 
0.551 0.931 0.931 
0.434 0.899 0.899 
0.416 2.652 2.652 
0.267 1.185 1.185 
0.551 0.866 0.866 
0.449 2.848 2.848 
0.350 1.380 1.380 
0.400 0.965 0.965 
0.367 0.909 0.909 
0.233 1.052 1.052 
0.300 0.811 0.811 
0.250 1.984 1.984 
0.284 0.811 0.811 
0.299 2.114 2.114 
0.368 2.246 2.246 
0.216 0.580 0.580 
0.568 0.865 0.865 
0.584 1.063 1.063 
0.401 2.499 2.499 
0.400 1.359 1.359 
0.334 1.338 1.338 
0.567 1.073 1.073 
0.350 1.809 1.809 
0.250 1.117 1.117 
0.517 1.172 1.172 
0.351 1.326 1.326 
0.300 1.972 1.972 
0.367 1.676 1.676 
0.233 1.633 1.633 
0.250 3.233 3.233 
0.584 2.684 2.684 
0.584 1.863 1.863 
0.433 1.227 1.227 
0.234 0.899 0.899 
0.300 0.953 0.953 
0.350 1.479 1.479 
0.534 2.991 2.991 
0.216 1.830 1.830 
0.217 1.107 1.107 
0.270 1.260 1.260 
0.467 2.684 2.684 
0.500 1.567 1.567 
0.467 1.019 1.019 
0.384 1.663 1.663 
0.418 1.775 1.775 
0.317 1.642 1.642 
0.500 1.774 1.774 
0.283 1.172 1.172 
0.483 2.509 2.509 
0.284 1.457 1.457 
0.350 0.745 0.745 
0.450 1.863 1.863 
0.517 1.161 1.161 
0.234 0.865 0.865 
0.567 1.281 1.281 
0.517 0.756 0.756 
0.400 1.347 1.347 
0.384 0.745 0.745 
0.384 1.610 1.610 
0.333 1.008 1.008 
0.400 0.910 0.910 
0.400 0.855 0.855 
0.534 1.457 1.457 
0.518 1.018 1.018 
0.467 0.887 0.887 
0.350 0.854 0.854 
0.533 0.854 0.854 
0.418 0.811 0.811 
0.349 0.833 0.833 
0.584 2.047 2.047 
0.551 1.030 1.030 
0.418 1.534 1.534 
0.451 1.314 1.314 
0.434 1.632 1.632 
0.284 0.953 0.953 
0.317 1.029 1.029 
0.384 0.975 0.975 
0.300 0.964 0.964 
0.534 0.887 0.887 
0.284 0.865 0.865 
0.300 0.778 0.778 
0.267 1.117 1.117 
0.299 0.822 0.822 
0.383 1.205 1.205 
0.333 1.927 1.927 
0.568 0.854 0.854 
0.367 1.785 1.785 
0.284 1.128 1.128 
0.568 0.964 0.964 
0.600 1.106 1.106 
0.383 1.249 1.249 
0.250 0.953 0.953 
0.299 1.095 1.095 
0.367 0.800 0.800 
0.434 0.888 0.888 
0.301 0.975 0.975 
0.450 0.941 0.941 
0.484 0.788 0.788 
0.283 1.182 1.182 
0.250 0.920 0.920 
0.317 1.392 1.392 
0.334 0.910 0.910 
0.367 0.952 0.952 
0.400 0.865 0.865 
0.233 1.019 1.019 
0.301 1.490 1.490 
0.518 1.271 1.271 
0.217 1.008 1.008 
0.567 1.031 1.031 
0.500 1.260 1.260 
0.400 1.008 1.008 
0.433 0.823 0.823 
0.300 0.910 0.910 
0.383 1.162 1.162 
0.583 0.887 0.887 
0.418 1.007 1.007 
0.417 1.009 1.009 
0.300 1.906 1.906 
0.401 0.964 0.964 
0.452 1.369 1.369 
0.467 1.271 1.271 
0.367 1.403 1.403 
0.350 1.281 1.281 
0.601 0.887 0.887 
0.217 1.588 1.588 
0.552 1.840 1.840 
0.567 0.800 0.800 
0.518 1.216 1.216 
0.234 1.216 1.216 
0.301 0.854 0.854 
0.333 1.148 1.148 
0.467 0.876 0.876 
0.250 1.556 1.556 
0.484 1.293 1.293 
0.250 1.040 1.040 
0.468 0.910 0.910 
0.400 2.212 2.212 
0.518 0.975 0.975 
0.484 1.643 1.643 
0.568 1.193 1.193 
0.551 1.128 1.128 
0.333 1.052 1.052 
0.484 1.534 1.534 
0.285 0.920 0.920 
0.217 0.788 0.788 
0.501 0.975 0.975 
0.400 1.150 1.150 
0.400 0.975 0.975 
0.567 1.949 1.949 
0.450 2.257 2.257 
0.451 1.248 1.248 
0.550 0.921 0.921 
0.518 2.146 2.146 
0.434 1.084 1.084 
0.268 1.139 1.139 
0.300 1.753 1.753 
0.551 1.051 1.051 
0.217 0.909 0.909 
<><><><><><><><> 
RT (mean):  1.34 
Consistency:  0.01 
Self Consistency:  0.89 
<><><><><><><><> 
End: 27-Nov-2014 14:52:12 
