329.86,223.82,326.47,339.98,389.59,279.86,458.18,235.14,453.1,335.24
303.79,203.77,298.62,313.07,370.03,260.98,420.65,216.88,419.73,302.7
316.25,212.88,318.55,326.44,381.03,268.57,440.9,216.3,439.47,322.44
324.02,217.11,332.88,346.91,392.91,266.08,456.55,217.14,462.11,319.5
317.29,193.22,316.25,301.1,373.77,256.16,431.21,195.82,432.95,291.97
304.36,224.38,304.97,339.51,367.62,285.42,428.53,236.57,426.49,328.75
347.91,175.48,349.3,281.32,409.14,223.39,445.99,175.47,449.07,279.26
298.79,216.57,298.39,341.86,363.49,278.95,415.76,223.42,410.86,336.98
309.41,201.36,312.92,318.75,378.05,265.26,428.37,208.39,427.55,306.91
287.9,187.57,290.07,294.62,341.43,239.1,395.03,193.3,400.11,284.16
314.2,200.34,319.02,304,391.82,247.13,418.62,205.46,419.31,294.67
285,199.3,287.39,312.39,358.62,254.52,407.93,205.46,412.71,304.66
