<><><><><><><><> 
Begin: 03-Jun-2014 14:23:12 
0.267 0.896 0.896 
0.434 1.126 1.126 
0.334 1.083 1.083 
0.300 0.984 0.984 
0.401 0.744 0.744 
0.200 1.215 1.215 
0.434 0.700 0.700 
0.500 0.842 0.842 
0.234 0.820 0.820 
0.566 1.170 1.170 
0.467 1.094 1.094 
0.351 0.744 0.744 
0.233 1.017 1.017 
0.334 0.700 0.700 
0.568 0.854 0.854 
0.333 0.886 0.886 
<><><><><><><><> 
RT (mean):  0.96 
Consistency:  0.09 
<><><><><><><><> 
End: 03-Jun-2014 14:30:01 
