<><><><><><><><> 
Begin: 03-Jun-2014 14:23:12 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s02 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.867 0.867 
0.417 0.820 0.820 
0.267 0.766 0.766 
0.567 0.591 0.591 
0.233 0.831 0.831 
0.400 0.689 0.689 
0.484 0.875 0.875 
0.250 0.799 0.799 
0.250 0.919 0.919 
0.401 0.853 0.853 
0.450 0.842 0.842 
0.301 0.646 0.646 
0.318 0.941 0.941 
0.366 0.766 0.766 
0.400 0.733 0.733 
0.601 1.204 1.204 
0.551 0.711 0.711 
0.334 0.974 0.974 
0.301 0.908 0.908 
0.484 0.831 0.831 
0.400 0.941 0.941 
0.451 0.874 0.874 
0.284 0.985 0.985 
0.451 0.886 0.886 
0.433 0.919 0.919 
0.368 1.007 1.007 
0.450 1.049 1.049 
0.601 0.908 0.908 
0.200 1.017 1.017 
0.267 1.137 1.137 
0.517 0.974 0.974 
0.233 1.148 1.148 
0.201 1.280 1.280 
0.217 0.940 0.940 
0.350 0.908 0.908 
0.351 0.842 0.842 
0.484 0.984 0.984 
0.518 0.864 0.864 
0.383 1.061 1.061 
0.600 0.897 0.897 
0.250 0.743 0.743 
0.417 0.766 0.766 
0.418 1.028 1.028 
0.533 0.963 0.963 
0.268 0.896 0.896 
0.383 0.885 0.885 
0.267 0.929 0.929 
0.484 0.853 0.853 
0.467 1.007 1.007 
0.267 0.985 0.985 
0.533 0.908 0.908 
0.484 0.962 0.962 
0.350 0.984 0.984 
0.301 0.952 0.952 
0.566 0.875 0.875 
0.333 1.039 1.039 
0.350 1.127 1.127 
0.534 0.754 0.754 
0.500 0.896 0.896 
0.300 0.973 0.973 
0.501 0.951 0.951 
0.518 0.886 0.886 
0.284 1.116 1.116 
0.416 1.072 1.072 
0.367 0.907 0.907 
0.451 0.832 0.832 
0.384 0.985 0.985 
0.318 0.897 0.897 
0.251 1.061 1.061 
0.316 1.039 1.039 
0.568 0.918 0.918 
0.451 0.974 0.974 
0.384 1.060 1.060 
0.434 0.864 0.864 
0.484 0.951 0.951 
0.234 0.974 0.974 
0.567 0.842 0.842 
0.451 1.301 1.301 
0.250 1.170 1.170 
0.484 0.951 0.951 
0.367 1.115 1.115 
0.550 0.952 0.952 
0.550 0.776 0.776 
0.300 1.247 1.247 
0.317 0.886 0.886 
0.233 0.809 0.809 
0.484 0.875 0.875 
0.401 1.018 1.018 
0.551 0.930 0.930 
0.351 1.072 1.072 
0.384 1.072 1.072 
0.333 0.865 0.865 
0.483 0.951 0.951 
0.417 1.148 1.148 
0.418 0.710 0.710 
0.584 0.907 0.907 
0.450 0.929 0.929 
0.350 1.006 1.006 
0.467 0.722 0.722 
0.533 0.809 0.809 
0.450 1.170 1.170 
0.467 0.973 0.973 
0.367 1.005 1.005 
0.384 0.962 0.962 
0.400 0.887 0.887 
0.300 0.841 0.841 
0.550 0.896 0.896 
0.301 0.940 0.940 
0.435 0.787 0.787 
0.217 0.985 0.985 
0.267 0.886 0.886 
0.484 0.875 0.875 
0.417 0.700 0.700 
0.434 1.085 1.085 
0.534 0.898 0.898 
0.434 0.787 0.787 
0.317 0.941 0.941 
0.467 0.754 0.754 
0.250 0.800 0.800 
0.517 0.952 0.952 
0.317 0.994 0.994 
0.601 0.952 0.952 
0.218 0.940 0.940 
0.551 0.908 0.908 
0.251 1.148 1.148 
0.400 0.863 0.863 
0.200 0.930 0.930 
0.500 0.995 0.995 
0.316 0.799 0.799 
0.384 0.842 0.842 
0.584 0.864 0.864 
0.251 0.710 0.710 
0.250 0.962 0.962 
0.450 0.853 0.853 
0.283 0.896 0.896 
0.451 0.897 0.897 
0.418 0.951 0.951 
0.367 0.810 0.810 
0.533 0.842 0.842 
0.584 0.667 0.667 
0.450 0.919 0.919 
0.234 1.160 1.160 
0.284 1.181 1.181 
0.317 0.842 0.842 
0.401 0.776 0.776 
0.600 0.798 0.798 
0.367 1.017 1.017 
0.301 1.028 1.028 
0.517 0.800 0.800 
0.434 0.963 0.963 
0.267 1.148 1.148 
0.400 0.831 0.831 
0.400 1.094 1.094 
0.584 1.104 1.104 
0.417 0.733 0.733 
0.316 1.083 1.083 
0.384 1.017 1.017 
0.234 1.137 1.137 
0.400 1.082 1.082 
0.317 0.864 0.864 
0.367 1.029 1.029 
0.400 0.875 0.875 
0.601 0.788 0.788 
0.333 1.006 1.006 
0.384 0.886 0.886 
0.517 0.897 0.897 
0.233 1.137 1.137 
0.434 0.907 0.907 
0.216 1.105 1.105 
0.417 0.930 0.930 
0.367 0.874 0.874 
0.266 0.842 0.842 
0.434 0.897 0.897 
0.318 0.930 0.930 
0.418 0.634 0.634 
0.518 0.897 0.897 
0.417 1.137 1.137 
0.434 0.952 0.952 
0.200 1.028 1.028 
0.483 0.930 0.930 
0.534 0.852 0.852 
0.250 1.258 1.258 
0.534 0.678 0.678 
0.467 0.952 0.952 
0.517 0.788 0.788 
0.384 0.689 0.689 
0.368 1.006 1.006 
0.284 1.148 1.148 
0.518 1.051 1.051 
0.418 0.733 0.733 
0.534 0.907 0.907 
0.434 0.875 0.875 
0.517 0.853 0.853 
0.334 1.311 1.311 
0.400 0.919 0.919 
0.233 1.006 1.006 
0.501 1.137 1.137 
0.468 1.148 1.148 
0.217 0.973 0.973 
0.334 0.875 0.875 
0.400 0.918 0.918 
0.318 0.755 0.755 
0.417 0.919 0.919 
0.418 0.973 0.973 
0.467 1.018 1.018 
0.384 1.378 1.378 
0.267 1.149 1.149 
0.534 1.072 1.072 
0.267 0.897 0.897 
0.284 1.565 1.565 
0.383 1.016 1.016 
0.418 1.072 1.072 
0.418 1.378 1.378 
0.484 0.907 0.907 
0.517 1.159 1.159 
0.317 1.214 1.214 
0.384 1.095 1.095 
0.317 0.886 0.886 
0.250 0.886 0.886 
0.318 1.061 1.061 
0.250 0.864 0.864 
0.233 1.050 1.050 
0.250 1.389 1.389 
0.501 1.018 1.018 
0.550 1.017 1.017 
0.517 0.974 0.974 
0.267 0.853 0.853 
0.266 0.984 0.984 
0.401 0.799 0.799 
0.451 0.832 0.832 
0.467 0.777 0.777 
0.517 0.907 0.907 
0.367 0.886 0.886 
0.416 0.832 0.832 
0.317 0.800 0.800 
0.250 1.104 1.104 
0.333 1.148 1.148 
0.249 0.820 0.820 
0.266 1.171 1.171 
0.350 1.093 1.093 
0.551 1.082 1.082 
0.501 0.984 0.984 
0.567 0.952 0.952 
0.251 1.171 1.171 
0.249 0.941 0.941 
0.251 1.072 1.072 
0.584 0.962 0.962 
0.484 1.050 1.050 
0.483 0.678 0.678 
0.266 1.334 1.334 
0.517 1.192 1.192 
0.250 0.951 0.951 
0.434 1.192 1.192 
0.484 0.765 0.765 
0.400 0.885 0.885 
0.367 0.940 0.940 
0.534 0.951 0.951 
0.367 0.897 0.897 
0.450 1.104 1.104 
0.234 1.214 1.214 
0.250 0.995 0.995 
0.383 1.181 1.181 
0.234 1.006 1.006 
0.600 0.886 0.886 
0.217 1.356 1.356 
0.399 0.996 0.996 
0.349 1.192 1.192 
0.367 1.039 1.039 
0.368 1.159 1.159 
0.217 1.422 1.422 
0.534 0.810 0.810 
0.367 1.116 1.116 
0.501 1.258 1.258 
0.267 0.973 0.973 
0.585 1.073 1.073 
0.401 1.171 1.171 
0.316 1.203 1.203 
0.483 1.050 1.050 
0.418 1.181 1.181 
