<><><><><><><><> 
Begin: 21-Oct-2014 16:23:49 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s49 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 0.875 0.875 
0.533 0.722 0.722 
0.567 0.635 0.635 
0.251 0.722 0.722 
0.567 0.668 0.668 
0.452 0.984 0.984 
0.235 0.789 0.789 
0.317 0.558 0.558 
0.417 0.678 0.678 
0.583 0.623 0.623 
0.584 0.580 0.580 
0.267 0.734 0.734 
0.585 0.646 0.646 
0.584 0.657 0.657 
0.400 0.700 0.700 
0.517 0.799 0.799 
0.267 0.799 0.799 
0.367 0.788 0.788 
0.567 0.995 0.995 
0.517 0.645 0.645 
0.583 0.744 0.744 
0.468 0.634 0.634 
0.216 0.853 0.853 
0.550 0.514 0.514 
0.583 0.896 0.896 
0.467 0.711 0.711 
0.500 0.569 0.569 
0.501 0.930 0.930 
0.367 0.645 0.645 
0.467 0.788 0.788 
0.266 0.722 0.722 
0.484 0.755 0.755 
0.217 1.039 1.039 
0.317 1.203 1.203 
0.217 0.645 0.645 
0.234 1.007 1.007 
0.534 0.766 0.766 
0.484 0.765 0.765 
0.334 0.624 0.624 
0.584 0.536 0.536 
0.217 0.755 0.755 
0.383 0.690 0.690 
0.350 0.591 0.591 
0.517 0.624 0.624 
0.517 0.482 0.482 
0.283 0.656 0.656 
0.400 0.788 0.788 
0.384 0.492 0.492 
0.466 0.722 0.722 
0.484 0.536 0.536 
0.501 0.722 0.722 
0.317 0.646 0.646 
0.468 1.017 1.017 
0.468 0.788 0.788 
0.266 1.270 1.270 
0.250 0.602 0.602 
0.400 0.679 0.679 
0.584 0.689 0.689 
0.334 0.788 0.788 
0.434 0.984 0.984 
0.284 1.225 1.225 
0.501 0.503 0.503 
0.301 0.766 0.766 
0.401 1.007 1.007 
0.484 0.689 0.689 
0.551 0.613 0.613 
0.584 0.734 0.734 
0.418 0.940 0.940 
0.251 0.591 0.591 
0.267 0.689 0.689 
0.300 0.580 0.580 
0.533 0.809 0.809 
0.300 0.941 0.941 
0.533 0.985 0.985 
0.300 0.964 0.964 
0.567 0.733 0.733 
0.350 0.787 0.787 
0.284 1.039 1.039 
0.300 0.787 0.787 
0.451 0.634 0.634 
0.384 0.842 0.842 
0.350 0.886 0.886 
0.534 0.733 0.733 
0.434 0.678 0.678 
0.416 0.842 0.842 
0.567 0.657 0.657 
0.318 0.810 0.810 
0.501 1.422 1.422 
0.501 0.645 0.645 
0.350 0.854 0.854 
0.434 0.580 0.580 
0.234 1.006 1.006 
0.218 0.909 0.909 
0.417 0.656 0.656 
0.517 0.591 0.591 
0.584 0.744 0.744 
0.251 0.842 0.842 
0.434 0.679 0.679 
0.384 0.668 0.668 
0.200 0.854 0.854 
0.334 0.766 0.766 
0.268 0.777 0.777 
0.517 0.722 0.722 
0.334 0.678 0.678 
