<><><><><><><><> 
Begin: 21-Oct-2014 16:17:02 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s49 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.999 1.122 1.122 
0.533 0.687 0.687 
0.568 0.634 0.634 
0.250 0.843 0.843 
0.567 0.514 0.514 
0.451 0.765 0.765 
0.235 0.711 0.711 
0.316 0.678 0.678 
0.418 0.646 0.646 
0.584 0.810 0.810 
0.585 1.008 1.008 
0.267 0.832 0.832 
0.583 0.744 0.744 
0.583 0.776 0.776 
0.401 0.832 0.832 
0.518 0.930 0.930 
0.267 0.624 0.624 
0.368 0.678 0.678 
0.567 0.863 0.863 
0.517 1.013 1.013 
0.583 0.842 0.842 
0.468 0.754 0.754 
0.217 0.722 0.722 
0.550 0.996 0.996 
0.583 0.755 0.755 
0.467 1.105 1.105 
0.502 0.580 0.580 
0.500 0.809 0.809 
0.366 0.799 0.799 
0.467 0.711 0.711 
0.267 0.657 0.657 
0.483 0.623 0.623 
0.217 0.711 0.711 
0.318 0.919 0.919 
0.217 0.875 0.875 
0.250 0.722 0.722 
0.534 0.580 0.580 
0.484 0.787 0.787 
0.334 0.777 0.777 
0.585 0.756 0.756 
0.217 0.809 0.809 
0.384 0.788 0.788 
0.350 0.700 0.700 
0.501 0.820 0.820 
0.517 0.832 0.832 
0.283 0.832 0.832 
0.400 0.755 0.755 
0.383 0.908 0.908 
0.467 0.613 0.613 
0.484 0.712 0.712 
0.501 0.623 0.623 
0.318 0.722 0.722 
0.467 0.668 0.668 
0.468 0.864 0.864 
0.267 0.733 0.733 
0.251 0.711 0.711 
0.401 0.679 0.679 
0.584 0.919 0.919 
0.334 0.723 0.723 
0.434 1.773 1.773 
0.300 0.689 0.689 
0.501 0.624 0.624 
0.301 0.710 0.710 
0.401 0.667 0.667 
0.484 0.908 0.908 
0.551 1.028 1.028 
0.584 0.613 0.613 
0.418 1.561 1.561 
0.250 0.942 0.942 
0.267 1.050 1.050 
0.300 0.920 0.920 
0.534 0.766 0.766 
0.301 0.810 0.810 
0.534 0.787 0.787 
0.300 0.809 0.809 
0.567 0.800 0.800 
0.335 0.963 0.963 
0.284 0.677 0.677 
0.301 0.787 0.787 
0.450 0.766 0.766 
0.383 0.897 0.897 
0.350 0.591 0.591 
0.534 0.777 0.777 
0.434 0.886 0.886 
0.417 0.700 0.700 
0.568 0.482 0.482 
0.317 0.689 0.689 
0.501 1.225 1.225 
0.501 0.908 0.908 
0.350 0.887 0.887 
0.434 0.656 0.656 
0.234 0.700 0.700 
0.218 0.656 0.656 
0.417 0.514 0.514 
0.518 0.503 0.503 
0.583 1.127 1.127 
0.250 1.455 1.455 
0.433 0.755 0.755 
0.384 0.755 0.755 
0.216 0.645 0.645 
0.333 0.756 0.756 
0.267 0.547 0.547 
0.518 0.853 0.853 
0.334 0.646 0.646 
