<><><><><><><><> 
Begin: 21-Oct-2014 15:41:00 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s49 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.004 1.422 1.422 
0.532 1.409 1.409 
0.567 1.224 1.224 
0.250 0.929 0.929 
0.567 0.875 0.875 
0.451 1.300 1.300 
0.233 1.203 1.203 
0.318 1.006 1.006 
0.417 1.071 1.071 
0.584 0.940 0.940 
0.584 0.929 0.929 
0.267 1.070 1.070 
0.584 1.279 1.279 
0.584 0.765 0.765 
0.401 1.213 1.213 
0.517 0.940 0.940 
0.267 0.930 0.930 
0.367 1.126 1.126 
0.567 1.103 1.103 
0.517 1.071 1.071 
0.584 1.115 1.115 
0.468 1.344 1.344 
0.217 1.192 1.192 
0.534 0.743 0.743 
0.584 1.682 1.682 
0.467 0.722 0.722 
0.501 1.279 1.279 
0.501 1.092 1.092 
0.367 1.202 1.202 
0.467 1.082 1.082 
0.267 1.016 1.016 
0.484 1.290 1.290 
0.217 1.224 1.224 
0.316 1.278 1.278 
0.217 1.017 1.017 
0.249 0.886 0.886 
0.534 0.743 0.743 
0.484 0.743 0.743 
0.334 0.699 0.699 
0.584 0.819 0.819 
0.216 1.137 1.137 
0.384 0.754 0.754 
0.351 0.634 0.634 
0.501 0.809 0.809 
0.517 1.181 1.181 
0.284 0.873 0.873 
0.400 1.017 1.017 
0.384 1.367 1.367 
0.467 0.558 0.558 
0.484 0.819 0.819 
0.501 1.334 1.334 
0.316 0.831 0.831 
0.483 0.632 0.632 
0.467 0.602 0.602 
0.268 0.908 0.908 
0.250 0.984 0.984 
0.399 1.060 1.060 
0.584 0.721 0.721 
0.334 0.809 0.809 
0.434 0.765 0.765 
0.300 0.798 0.798 
0.500 0.994 0.994 
0.300 3.225 3.225 
0.400 1.300 1.300 
0.484 1.181 1.181 
0.567 0.699 0.699 
0.584 0.831 0.831 
0.417 1.115 1.115 
0.251 1.104 1.104 
0.267 0.984 0.984 
0.300 0.787 0.787 
0.534 0.885 0.885 
0.301 0.974 0.974 
0.534 0.885 0.885 
0.300 0.962 0.962 
0.567 0.733 0.733 
0.350 0.930 0.930 
0.284 1.092 1.092 
0.300 0.972 0.972 
0.450 0.831 0.831 
0.384 0.930 0.930 
0.350 0.754 0.754 
0.534 1.061 1.061 
0.434 0.907 0.907 
0.417 0.819 0.819 
0.567 1.202 1.202 
0.318 1.345 1.345 
0.501 0.896 0.896 
0.501 0.635 0.635 
0.350 1.410 1.410 
0.434 0.645 0.645 
0.234 0.776 0.776 
0.217 1.104 1.104 
0.417 1.115 1.115 
0.517 0.667 0.667 
0.584 0.744 0.744 
0.250 1.444 1.444 
0.434 0.972 0.972 
0.384 0.732 0.732 
0.201 0.951 0.951 
0.333 0.853 0.853 
0.284 0.918 0.918 
0.517 1.529 1.529 
0.334 1.180 1.180 
