<><><><><><><><> 
Begin: 18-Sep-2014 14:25:54 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s13 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.616 2.616 
0.534 3.316 3.316 
0.567 2.211 2.211 
0.251 2.605 2.605 
0.567 2.297 2.297 
0.451 1.357 1.357 
0.250 3.085 3.085 
0.317 1.937 1.937 
0.417 1.850 1.850 
0.584 3.669 3.669 
0.584 2.299 2.299 
0.268 3.995 5.997 
0.584 1.696 1.696 
0.585 1.938 1.938 
0.400 2.144 2.144 
0.518 3.064 3.064 
0.266 1.434 1.434 
0.367 1.641 1.641 
0.567 1.553 1.553 
0.517 0.930 0.930 
0.583 1.707 1.707 
0.467 1.609 1.609 
0.217 1.641 1.641 
0.550 2.112 2.112 
0.584 2.167 2.167 
0.467 1.991 1.991 
0.501 1.948 1.948 
0.501 1.455 1.455 
0.366 2.792 2.792 
0.468 1.171 1.171 
0.267 1.204 1.204 
0.483 1.083 1.083 
0.217 1.959 1.959 
0.318 2.879 2.879 
0.216 1.783 1.783 
0.250 1.641 1.641 
0.533 1.685 1.685 
0.484 1.838 1.838 
0.333 1.872 1.872 
0.585 2.826 2.826 
0.216 2.059 2.059 
0.383 1.335 1.335 
0.350 1.040 1.040 
0.500 1.313 1.313 
0.517 2.498 2.498 
0.283 2.474 2.474 
0.400 1.718 1.718 
0.384 3.988 5.988 
0.467 1.226 1.226 
0.484 3.255 3.255 
0.501 2.036 2.036 
0.318 1.204 1.204 
0.467 2.123 2.123 
0.467 2.419 2.419 
0.268 1.159 1.159 
0.250 2.683 2.683 
0.400 2.879 2.879 
0.583 2.266 2.266 
0.334 2.508 2.508 
0.434 1.708 1.708 
0.300 2.408 2.408 
0.500 1.521 1.521 
0.300 2.440 2.440 
0.400 1.926 1.926 
0.484 2.014 2.014 
0.552 1.237 1.237 
0.584 1.805 1.805 
0.417 2.551 2.551 
0.251 3.097 3.097 
0.267 2.496 2.496 
0.300 2.659 2.659 
0.534 1.915 1.915 
0.300 1.488 1.488 
0.534 1.794 1.794 
0.300 1.302 1.302 
0.568 3.272 3.272 
0.350 1.861 1.861 
0.283 1.979 1.979 
0.301 2.211 2.211 
0.450 1.762 1.762 
0.384 2.441 2.441 
0.350 2.660 2.660 
0.534 2.388 2.388 
0.434 2.254 2.254 
0.417 2.966 2.966 
0.568 2.407 2.407 
0.318 2.889 2.889 
0.500 2.791 2.791 
0.500 1.926 1.926 
0.351 1.576 1.576 
0.434 2.036 2.036 
0.235 1.674 1.674 
0.218 1.631 1.631 
0.417 1.555 1.555 
0.517 2.277 2.277 
0.583 1.554 1.554 
0.250 3.896 3.896 
0.434 3.119 3.119 
0.384 1.926 1.926 
0.200 2.298 2.298 
0.334 1.620 1.620 
0.267 3.525 3.525 
0.517 1.947 1.947 
0.333 2.243 2.243 
0.417 3.721 3.721 
0.267 2.387 2.387 
0.450 2.408 2.408 
0.301 2.091 2.091 
0.467 1.784 1.784 
0.484 2.737 2.737 
0.501 1.456 1.456 
0.385 2.618 2.618 
0.234 3.995 4.223 
0.300 1.335 1.335 
0.566 1.149 1.149 
0.267 1.369 1.369 
0.535 1.105 1.105 
0.418 1.248 1.248 
0.601 1.062 1.062 
0.234 2.288 2.288 
0.384 2.090 2.090 
0.250 2.375 2.375 
0.584 3.348 3.348 
0.199 2.026 2.026 
0.517 3.065 3.065 
0.534 2.604 2.604 
0.551 2.277 2.277 
0.233 2.003 2.003 
0.367 2.475 2.475 
0.300 2.356 2.356 
0.517 2.715 2.715 
0.367 1.643 1.643 
0.567 1.533 1.533 
0.283 2.476 2.476 
0.300 3.307 3.307 
0.266 2.998 2.998 
0.250 3.536 3.536 
0.551 3.175 3.175 
0.434 3.645 3.645 
0.417 1.619 1.619 
0.267 3.185 3.185 
0.551 3.667 3.667 
0.451 1.521 1.521 
0.350 2.079 2.079 
0.400 2.516 2.516 
0.367 1.817 1.817 
0.234 2.987 2.987 
0.300 2.495 2.495 
0.250 3.764 3.764 
0.284 3.984 4.251 
0.301 3.492 3.492 
0.368 2.309 2.309 
0.217 2.439 2.439 
0.567 2.001 2.001 
0.584 1.291 1.291 
0.399 1.642 1.642 
0.400 1.499 1.499 
0.333 1.861 1.861 
0.567 1.882 1.882 
0.349 1.795 1.795 
0.251 2.200 2.200 
0.517 2.166 2.166 
0.351 2.658 2.658 
0.300 3.032 3.032 
0.367 2.256 2.256 
0.234 2.124 2.124 
0.251 1.665 1.665 
0.584 1.775 1.775 
0.584 1.501 1.501 
0.435 3.198 3.198 
0.233 3.756 3.756 
0.300 3.678 3.678 
0.350 1.652 1.652 
0.533 2.188 2.188 
0.216 1.466 1.466 
0.216 1.685 1.685 
0.267 2.374 2.374 
0.467 1.948 1.948 
0.500 2.704 2.704 
0.467 2.704 2.704 
0.384 2.133 2.133 
0.417 2.681 2.681 
0.318 2.431 2.431 
0.501 2.901 2.901 
0.283 2.944 2.944 
0.484 1.795 1.795 
0.283 2.245 2.245 
0.350 2.200 2.200 
0.450 2.045 2.045 
0.517 2.386 2.386 
0.235 2.824 2.824 
0.567 3.754 3.754 
0.517 1.872 1.872 
0.401 3.392 3.392 
0.383 1.882 1.882 
0.383 3.547 3.547 
0.318 3.404 3.404 
0.401 1.991 1.991 
0.400 3.766 3.766 
0.533 1.423 1.423 
0.517 2.923 2.923 
0.467 2.102 2.102 
0.351 2.035 2.035 
0.534 3.031 3.031 
0.418 3.065 3.065 
0.350 3.120 3.120 
0.584 2.221 2.221 
0.551 1.828 1.828 
0.417 2.693 2.693 
0.451 1.763 1.763 
0.434 1.489 1.489 
0.284 1.969 1.969 
0.317 2.047 2.047 
0.384 1.620 1.620 
0.300 3.338 3.338 
0.533 1.345 1.345 
0.284 1.883 1.883 
0.300 3.798 3.798 
0.268 2.625 2.625 
0.300 2.276 2.276 
0.384 3.086 3.086 
0.334 2.540 2.540 
0.568 2.134 2.134 
0.367 1.413 1.413 
0.284 2.539 2.539 
0.567 2.244 2.244 
0.600 2.365 2.365 
0.384 2.058 2.058 
0.250 3.994 5.995 
0.300 1.335 1.335 
0.368 2.298 2.298 
0.434 2.769 2.769 
0.300 2.112 2.112 
0.450 1.817 1.817 
0.484 1.937 1.937 
0.284 1.587 1.587 
0.251 3.841 3.841 
0.317 1.751 1.751 
0.334 1.773 1.773 
0.367 3.548 3.548 
0.400 2.418 2.418 
0.234 1.532 1.532 
0.316 1.556 1.556 
0.518 1.149 1.149 
0.217 1.390 1.390 
0.568 1.325 1.325 
0.501 1.685 1.685 
0.400 1.160 1.160 
0.433 1.751 1.751 
0.300 1.838 1.838 
0.384 2.648 2.648 
0.583 2.342 2.342 
0.417 1.665 1.665 
0.417 1.127 1.127 
0.300 1.555 1.555 
0.401 2.670 2.670 
0.450 3.010 3.010 
0.467 1.662 1.662 
0.367 2.541 2.541 
0.350 3.350 3.350 
0.600 1.280 1.280 
0.217 1.872 1.872 
0.551 2.606 2.606 
0.567 3.502 3.502 
0.518 1.674 1.674 
0.249 3.982 5.992 
0.301 1.357 1.357 
0.334 2.156 2.156 
0.468 1.993 1.993 
0.250 1.948 1.948 
0.484 4.007 6.003 
0.250 2.080 2.080 
0.468 1.958 1.958 
0.400 3.217 3.217 
0.517 3.141 3.141 
0.483 4.005 6.002 
0.568 1.522 1.522 
0.551 2.911 2.911 
0.334 1.652 1.652 
