<><><><><><><><> 
Begin: 18-Sep-2014 15:19:05 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s13 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.419 2.419 
0.534 1.193 1.193 
0.567 1.971 1.971 
0.250 1.171 1.171 
0.567 1.138 1.138 
0.450 1.805 1.805 
0.234 1.314 1.314 
0.318 1.817 1.817 
0.417 1.533 1.533 
0.584 1.521 1.521 
0.584 1.992 1.992 
0.266 1.598 1.598 
0.585 1.697 1.697 
0.585 2.330 2.330 
0.400 2.714 2.714 
0.517 2.342 2.342 
0.266 2.366 2.366 
0.367 2.298 2.298 
0.568 1.127 1.127 
0.517 1.904 1.904 
0.583 1.423 1.423 
0.467 1.510 1.510 
0.218 2.037 2.037 
0.534 3.099 3.099 
0.584 2.178 2.178 
0.467 1.763 1.763 
0.501 1.653 1.653 
0.501 2.090 2.090 
0.367 2.103 2.103 
0.467 3.129 3.129 
0.267 1.413 1.413 
0.484 3.152 3.152 
0.216 3.611 3.611 
0.317 3.461 3.461 
0.216 2.375 2.375 
0.234 1.621 1.621 
0.534 3.994 3.994 
0.483 2.354 2.354 
0.333 1.402 1.402 
0.584 1.621 1.621 
0.217 1.631 1.631 
0.383 1.851 1.851 
0.350 2.179 2.179 
0.500 2.791 2.791 
0.517 1.533 1.533 
0.284 1.597 1.597 
0.400 1.520 1.520 
0.383 1.576 1.576 
0.467 1.992 1.992 
0.483 1.784 1.784 
0.501 1.314 1.314 
0.317 3.637 3.637 
0.467 0.975 0.975 
0.468 1.335 1.335 
0.266 1.324 1.324 
0.250 1.565 1.565 
0.401 2.616 2.616 
0.583 1.610 1.610 
0.334 2.507 2.507 
0.434 1.785 1.785 
0.285 1.434 1.434 
0.501 3.995 5.996 
0.301 1.335 1.335 
0.401 2.649 2.649 
0.484 3.710 3.710 
0.551 1.862 1.862 
0.584 2.420 2.420 
0.417 2.925 2.925 
0.251 1.983 1.983 
0.266 1.686 1.686 
0.301 1.665 1.665 
0.535 1.718 1.718 
0.301 3.744 3.744 
0.534 1.423 1.423 
0.301 1.949 1.949 
0.567 1.630 1.630 
0.350 1.138 1.138 
0.284 1.664 1.664 
0.300 2.430 2.430 
0.450 1.151 1.151 
0.384 1.138 1.138 
0.350 2.747 2.747 
0.533 1.696 1.696 
0.433 3.819 3.819 
0.417 2.551 2.551 
0.568 3.549 3.549 
0.317 1.686 1.686 
0.501 1.983 1.983 
0.500 1.510 1.510 
0.350 1.171 1.171 
0.434 1.401 1.401 
0.234 3.240 3.240 
0.233 2.825 2.825 
0.417 1.893 1.893 
0.518 2.846 2.846 
0.583 1.237 1.237 
0.250 1.369 1.369 
0.434 2.276 2.276 
0.383 1.817 1.817 
0.200 1.204 1.204 
0.334 2.497 2.497 
0.266 1.466 1.466 
0.518 2.792 2.792 
0.334 1.434 1.434 
0.418 1.739 1.739 
0.267 1.401 1.401 
0.450 1.445 1.445 
0.300 1.161 1.161 
0.467 1.619 1.619 
0.483 1.237 1.237 
0.501 1.609 1.609 
0.384 2.440 2.440 
0.234 2.004 2.004 
0.300 3.359 3.359 
0.567 2.517 2.517 
0.267 3.831 3.831 
0.534 1.259 1.259 
0.417 1.838 1.838 
0.601 2.177 2.177 
0.234 1.532 1.532 
0.384 2.912 2.912 
0.250 1.577 1.577 
0.584 1.849 1.849 
0.200 4.004 6.002 
0.517 1.314 1.314 
0.534 1.225 1.225 
0.551 1.641 1.641 
0.233 1.061 1.061 
0.367 3.995 5.986 
0.300 1.466 1.466 
0.516 4.006 6.003 
0.383 1.762 1.762 
0.567 1.336 1.336 
0.268 1.193 1.193 
0.300 3.317 3.317 
0.267 2.189 2.189 
0.251 1.041 1.041 
0.552 1.839 1.839 
0.434 1.445 1.445 
0.417 1.302 1.302 
0.267 1.073 1.073 
0.550 1.423 1.423 
0.451 1.904 1.904 
0.350 1.586 1.586 
0.400 1.357 1.357 
0.367 1.051 1.051 
0.234 1.050 1.050 
0.300 1.193 1.193 
0.251 1.619 1.619 
0.284 0.810 0.810 
0.300 0.985 0.985 
0.367 1.051 1.051 
0.216 1.084 1.084 
0.568 1.630 1.630 
0.583 2.343 2.343 
0.400 2.713 2.713 
0.400 2.177 2.177 
0.334 1.959 1.959 
0.567 1.805 1.805 
0.350 1.522 1.522 
0.251 2.035 2.035 
0.518 1.489 1.489 
0.350 1.664 1.664 
0.300 2.266 2.266 
0.367 3.996 4.300 
0.249 1.411 1.411 
0.250 2.079 2.079 
0.584 3.350 3.350 
0.584 2.485 2.485 
0.435 2.398 2.398 
0.232 1.697 1.697 
0.301 2.004 2.004 
0.350 1.915 1.915 
0.535 2.145 2.145 
0.201 1.686 1.686 
0.217 1.439 1.439 
0.268 1.011 1.011 
0.467 1.294 1.294 
0.500 1.804 1.804 
0.467 1.662 1.662 
0.383 1.185 1.185 
0.417 1.543 1.543 
0.317 2.446 2.446 
0.501 2.532 2.532 
0.284 1.010 1.010 
0.483 2.499 2.499 
0.284 1.337 1.337 
0.350 1.326 1.326 
0.451 3.354 3.354 
0.517 1.552 1.552 
0.234 2.125 2.125 
0.567 3.118 3.118 
0.518 1.016 1.016 
0.401 1.033 1.033 
0.383 1.423 1.423 
0.384 2.097 2.097 
0.317 1.783 1.783 
0.400 2.607 2.607 
0.400 2.552 2.552 
0.534 2.294 2.294 
0.517 1.087 1.087 
0.467 1.338 1.338 
0.350 1.326 1.326 
0.534 1.450 1.450 
0.418 1.127 1.127 
0.338 1.522 1.522 
0.584 0.987 0.987 
0.551 2.791 2.791 
0.417 1.315 1.315 
0.451 0.946 0.946 
0.434 1.011 1.011 
0.284 2.804 2.804 
0.318 1.066 1.066 
0.384 1.078 1.078 
0.300 1.544 1.544 
0.534 1.686 1.686 
0.283 1.414 1.414 
0.300 1.849 1.849 
0.267 1.131 1.131 
0.300 2.911 2.911 
0.383 1.142 1.142 
0.334 1.403 1.403 
0.567 1.423 1.423 
0.368 1.326 1.326 
0.283 1.979 1.979 
0.567 2.609 2.609 
0.600 2.641 2.641 
0.383 1.446 1.446 
0.250 1.151 1.151 
0.301 1.732 1.732 
0.367 0.953 0.953 
0.434 1.777 1.777 
0.300 2.303 2.303 
0.450 2.597 2.597 
0.484 1.728 1.728 
0.284 2.086 2.086 
0.250 2.109 2.109 
0.317 1.772 1.772 
0.334 2.662 2.662 
0.367 1.543 1.543 
0.400 1.152 1.152 
0.233 1.706 1.706 
0.301 1.239 1.239 
0.517 1.337 1.337 
0.217 2.424 2.424 
0.567 1.000 1.000 
0.501 1.836 1.836 
0.400 1.545 1.545 
0.434 1.174 1.174 
0.300 1.260 1.260 
0.383 1.011 1.011 
0.583 1.707 1.707 
0.417 2.152 2.152 
0.417 2.869 2.869 
0.300 1.500 1.500 
0.400 2.173 2.173 
0.450 2.914 2.914 
0.467 1.022 1.022 
0.367 2.142 2.142 
0.350 1.979 1.979 
0.601 1.478 1.478 
0.216 1.108 1.108 
0.551 1.151 1.151 
0.567 1.366 1.366 
0.517 1.511 1.511 
0.250 1.326 1.326 
0.300 1.262 1.262 
0.333 1.251 1.251 
0.468 1.728 1.728 
0.251 1.902 1.902 
0.484 1.055 1.055 
0.250 2.000 2.000 
0.468 1.499 1.499 
0.400 1.990 1.990 
0.517 1.934 1.934 
0.484 1.597 1.597 
0.567 1.423 1.423 
0.551 1.140 1.140 
0.334 1.297 1.297 
