<><><><><><><><> 
Begin: 26-Nov-2014 14:44:04 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s61 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.927 0.927 
0.534 0.897 0.897 
0.568 1.018 1.018 
0.250 0.700 0.700 
0.567 1.499 1.499 
0.451 0.920 0.920 
0.234 1.029 1.029 
0.317 0.711 0.711 
0.417 0.799 0.799 
0.583 1.291 1.291 
0.584 1.117 1.117 
0.267 1.018 1.018 
0.584 0.919 0.919 
0.584 1.566 1.566 
0.400 1.007 1.007 
0.518 1.073 1.073 
0.267 1.062 1.062 
0.367 1.445 1.445 
0.567 0.898 0.898 
0.518 0.821 0.821 
0.583 1.302 1.302 
0.467 0.602 0.602 
0.217 1.172 1.172 
0.550 0.843 0.843 
0.583 0.723 0.723 
0.467 0.865 0.865 
0.501 0.931 0.931 
0.501 1.565 1.565 
0.367 1.095 1.095 
0.467 1.040 1.040 
0.267 0.865 0.865 
0.483 1.521 1.521 
0.218 0.744 0.744 
0.317 0.931 0.931 
0.217 1.170 1.170 
0.250 0.810 0.810 
0.534 2.758 2.758 
0.483 2.068 2.068 
0.334 0.974 0.974 
0.584 1.215 1.215 
0.217 0.898 0.898 
0.383 1.149 1.149 
0.350 1.926 1.926 
0.501 1.017 1.017 
0.517 0.876 0.876 
0.283 1.040 1.040 
0.400 1.500 1.500 
0.384 1.238 1.238 
0.467 0.876 0.876 
0.484 1.006 1.006 
0.502 1.597 1.597 
0.317 0.843 0.843 
0.467 1.051 1.051 
0.467 0.853 0.853 
0.283 1.903 1.903 
0.250 1.117 1.117 
0.401 1.127 1.127 
0.583 1.094 1.094 
0.334 0.865 0.865 
0.433 0.745 0.745 
0.300 0.897 0.897 
0.500 1.039 1.039 
0.300 1.160 1.160 
0.400 0.831 0.831 
0.483 1.051 1.051 
0.551 0.843 0.843 
0.583 0.700 0.700 
0.417 1.336 1.336 
0.250 1.827 1.827 
0.268 2.037 2.037 
0.301 0.700 0.700 
0.534 1.162 1.162 
0.300 1.686 1.686 
0.534 1.194 1.194 
0.299 1.052 1.052 
0.568 1.106 1.106 
0.350 0.810 0.810 
0.284 1.533 1.533 
0.300 0.908 0.908 
0.450 1.279 1.279 
0.400 2.451 2.451 
0.350 0.941 0.941 
0.534 0.766 0.766 
0.433 1.029 1.029 
0.418 1.620 1.620 
0.567 1.685 1.685 
0.317 1.664 1.664 
0.502 1.850 1.850 
0.501 1.291 1.291 
0.350 1.128 1.128 
0.434 1.039 1.039 
0.233 2.978 2.978 
0.216 1.391 1.391 
0.417 1.258 1.258 
0.516 1.827 1.827 
0.584 0.853 0.853 
0.250 1.302 1.302 
0.434 0.843 0.843 
0.384 0.667 0.667 
0.201 0.995 0.995 
0.334 0.865 0.865 
0.267 1.530 1.530 
0.517 1.302 1.302 
0.333 0.832 0.832 
