<><><><><><><><> 
Begin: 26-Nov-2014 14:04:50 
0.416 0.995 0.995 
0.266 0.820 0.820 
0.450 0.832 0.832 
0.300 1.002 1.002 
0.467 1.850 1.850 
0.484 1.290 1.290 
0.501 1.694 1.694 
0.384 1.191 1.191 
0.234 2.547 2.547 
0.300 2.110 2.110 
0.567 1.389 1.389 
0.267 1.739 1.739 
0.534 0.974 0.974 
0.417 0.963 0.963 
0.600 1.279 1.279 
0.234 1.345 1.345 
0.384 2.986 2.986 
0.250 1.181 1.181 
0.584 1.411 1.411 
0.200 1.881 1.881 
0.518 0.984 0.984 
0.534 1.444 1.444 
0.551 2.361 2.361 
0.233 1.652 1.652 
0.366 1.465 1.465 
0.300 1.695 1.695 
0.518 1.596 1.596 
0.384 2.318 2.318 
0.567 1.421 1.421 
0.284 1.530 1.530 
0.300 0.962 0.962 
0.267 1.224 1.224 
0.250 3.543 3.543 
0.551 1.116 1.116 
0.434 1.171 1.171 
0.417 2.481 2.481 
0.267 1.509 1.509 
0.551 1.793 1.793 
0.450 1.334 1.334 
0.350 2.941 2.941 
0.401 1.509 1.509 
0.367 1.574 1.574 
0.234 1.858 1.858 
0.300 1.072 1.072 
0.250 1.378 1.378 
0.284 1.290 1.290 
0.301 2.264 2.264 
0.367 1.509 1.509 
0.217 1.552 1.552 
0.567 1.716 1.716 
0.584 1.213 1.213 
0.400 1.202 1.202 
0.400 1.257 1.257 
0.334 2.242 2.242 
0.566 1.345 1.345 
0.350 1.891 1.891 
0.250 1.312 1.312 
0.517 1.575 1.575 
0.351 1.979 1.979 
0.300 1.334 1.334 
0.367 3.072 3.072 
0.234 1.345 1.345 
0.250 0.918 0.918 
0.583 2.121 2.121 
0.584 0.984 0.984 
0.434 1.387 1.387 
0.234 1.225 1.225 
0.300 1.541 1.541 
0.350 1.017 1.017 
0.534 0.973 0.973 
0.216 0.744 0.744 
0.217 1.520 1.520 
0.267 1.016 1.016 
0.467 0.896 0.896 
0.501 1.050 1.050 
0.466 0.677 0.677 
0.384 1.432 1.432 
0.417 1.257 1.257 
0.317 1.268 1.268 
0.500 0.875 0.875 
0.284 1.258 1.258 
0.484 0.590 0.590 
0.283 1.104 1.104 
0.350 2.974 2.974 
0.450 1.847 1.847 
0.517 2.198 2.198 
0.234 2.088 2.088 
0.567 2.777 2.777 
0.517 0.733 0.733 
0.400 2.274 2.274 
0.383 1.300 1.300 
0.383 2.066 2.066 
0.334 0.962 0.962 
0.400 1.956 1.956 
0.400 0.875 0.875 
0.534 2.296 2.296 
0.517 0.896 0.896 
0.467 0.875 0.875 
0.350 2.099 2.099 
0.534 0.853 0.853 
0.417 0.951 0.951 
0.350 2.177 2.177 
0.584 1.367 1.367 
0.551 1.400 1.400 
0.417 1.104 1.104 
0.451 1.017 1.017 
0.434 1.486 1.486 
0.284 1.290 1.290 
0.317 1.225 1.225 
0.384 1.564 1.564 
0.300 1.728 1.728 
0.534 3.346 3.346 
0.284 1.028 1.028 
0.299 1.127 1.127 
0.267 2.110 2.110 
0.300 0.755 0.755 
0.384 1.334 1.334 
0.334 0.667 0.667 
0.566 1.552 1.552 
0.367 1.585 1.585 
0.284 1.180 1.180 
0.567 2.208 2.208 
0.601 1.138 1.138 
0.384 0.951 0.951 
0.250 1.782 1.782 
0.299 2.263 2.263 
0.367 0.995 0.995 
0.434 1.422 1.422 
0.300 1.924 1.924 
0.451 1.060 1.060 
0.484 0.820 0.820 
0.284 1.618 1.618 
0.250 1.214 1.214 
0.317 2.197 2.197 
0.334 1.126 1.126 
0.367 1.290 1.290 
0.401 1.213 1.213 
0.234 1.180 1.180 
0.301 1.246 1.246 
0.517 3.160 3.160 
0.217 1.104 1.104 
0.567 0.754 0.754 
0.500 0.678 0.678 
0.400 1.040 1.040 
0.434 0.853 0.853 
0.301 1.137 1.137 
0.384 0.634 0.634 
0.584 1.640 1.640 
0.417 0.984 0.984 
0.417 1.215 1.215 
0.299 0.776 0.776 
0.400 2.110 2.110 
0.451 1.061 1.061 
0.467 1.750 1.750 
0.367 1.542 1.542 
0.350 1.071 1.071 
0.601 1.377 1.377 
0.217 2.963 2.963 
0.550 1.268 1.268 
0.567 2.505 2.505 
0.517 1.748 1.748 
0.249 1.313 1.313 
0.300 0.930 0.930 
0.334 2.110 2.110 
0.467 1.115 1.115 
0.250 1.301 1.301 
0.484 2.000 2.000 
0.249 1.400 1.400 
0.467 0.809 0.809 
0.400 1.074 1.074 
0.517 1.267 1.267 
0.484 0.919 0.919 
0.567 0.623 0.623 
0.567 1.300 1.300 
0.334 0.755 0.755 
0.484 2.405 2.405 
0.284 1.246 1.246 
0.217 2.034 2.034 
0.501 1.127 1.127 
0.401 1.422 1.422 
0.400 2.011 2.011 
0.567 0.951 0.951 
0.450 1.257 1.257 
0.451 3.597 3.597 
0.550 1.235 1.235 
0.518 1.640 1.640 
0.434 0.962 0.962 
0.283 1.345 1.345 
0.300 1.290 1.290 
0.551 1.246 1.246 
0.217 1.289 1.289 
<><><><><><><><> 
RT (mean):  1.57 
Consistency:  0.11 
Self Consistency:  1.00 
<><><><><><><><> 
End: 26-Nov-2014 14:14:51 
