<><><><><><><><> 
Begin: 25-Jun-2014 14:09:53 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s01 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.003 1.716 1.716 
0.299 3.146 3.146 
0.267 2.491 2.491 
0.517 2.743 2.743 
0.517 3.113 3.113 
0.333 3.999 5.995 
0.551 1.793 1.793 
0.217 3.528 3.528 
0.334 3.396 3.396 
0.601 3.430 3.430 
0.334 2.852 2.852 
0.601 2.611 2.611 
0.401 3.071 3.071 
0.501 3.989 5.993 
0.601 2.600 2.600 
0.585 2.284 2.284 
0.334 3.987 4.114 
0.283 1.432 1.432 
0.350 1.421 1.421 
0.551 2.065 2.065 
0.601 3.037 3.037 
0.251 2.032 2.032 
0.549 2.840 2.840 
0.434 3.322 3.322 
0.349 2.108 2.108 
0.434 2.591 2.591 
0.250 3.638 3.638 
0.317 2.556 2.556 
0.217 2.896 2.896 
0.534 2.523 2.523 
0.267 3.333 3.333 
0.534 2.273 2.273 
0.234 2.415 2.415 
0.250 2.569 2.569 
0.384 1.726 1.726 
0.517 1.782 1.782 
0.267 1.737 1.737 
0.450 1.650 1.650 
0.516 2.087 2.087 
0.217 1.201 1.201 
0.417 1.956 1.956 
0.334 2.021 2.021 
0.449 2.186 2.186 
0.534 1.453 1.453 
0.283 2.447 2.447 
0.584 3.803 3.803 
0.567 1.618 1.618 
0.334 2.393 2.393 
0.301 1.694 1.694 
0.250 2.119 2.119 
0.551 2.272 2.272 
0.450 2.153 2.153 
0.551 3.945 3.945 
0.384 2.579 2.579 
0.501 3.454 3.454 
0.417 2.228 2.228 
0.334 2.698 2.698 
0.484 2.480 2.480 
0.250 2.109 2.109 
0.567 2.360 2.360 
0.417 2.556 2.556 
0.516 1.607 1.607 
0.300 1.878 1.878 
0.351 2.152 2.152 
0.500 1.661 1.661 
0.368 1.399 1.399 
0.300 2.262 2.262 
0.367 3.049 3.049 
0.567 1.246 1.246 
0.567 1.704 1.704 
0.233 1.880 1.880 
0.517 1.092 1.092 
0.567 1.322 1.322 
0.451 1.605 1.605 
0.317 1.092 1.092 
0.601 1.071 1.071 
0.317 1.366 1.366 
0.583 1.683 1.683 
0.217 2.044 2.044 
0.267 1.758 1.758 
0.551 2.798 2.798 
0.300 1.923 1.923 
0.417 2.459 2.459 
0.501 2.689 2.689 
0.484 1.551 1.551 
0.584 2.622 2.622 
0.484 3.091 3.091 
0.484 1.694 1.694 
0.450 2.524 2.524 
0.501 2.459 2.459 
0.400 1.891 1.891 
0.584 1.268 1.268 
0.534 1.955 1.955 
0.234 1.660 1.660 
0.517 1.803 1.803 
0.317 1.202 1.202 
0.500 1.956 1.956 
0.501 1.115 1.115 
0.234 1.093 1.093 
0.300 1.038 1.038 
0.601 1.463 1.463 
0.534 2.000 2.000 
0.434 2.175 2.175 
0.517 2.208 2.208 
0.350 1.704 1.704 
0.349 1.748 1.748 
0.234 1.639 1.639 
0.568 1.235 1.235 
0.234 0.951 0.951 
0.434 2.359 2.359 
0.534 2.338 2.338 
0.518 1.518 1.518 
0.317 1.704 1.704 
0.367 1.563 1.563 
0.217 2.196 2.196 
0.584 1.748 1.748 
0.334 1.344 1.344 
0.501 1.825 1.825 
0.300 1.442 1.442 
0.284 1.727 1.727 
0.551 1.169 1.169 
0.484 0.819 0.819 
0.250 1.345 1.345 
0.584 1.551 1.551 
0.384 1.749 1.749 
0.333 1.956 1.956 
0.384 1.485 1.485 
0.434 2.817 2.817 
0.483 2.250 2.250 
0.217 1.781 1.781 
0.350 1.944 1.944 
0.551 2.011 2.011 
0.567 2.514 2.514 
0.234 1.312 1.312 
0.317 1.345 1.345 
0.600 2.077 2.077 
0.217 2.197 2.197 
0.416 1.727 1.727 
0.601 1.540 1.540 
0.483 1.748 1.748 
0.283 2.972 2.972 
0.501 1.279 1.279 
0.199 1.169 1.169 
0.317 1.497 1.497 
0.367 1.715 1.715 
0.384 1.541 1.541 
0.217 1.683 1.683 
0.366 1.343 1.343 
0.400 2.152 2.152 
0.600 1.749 1.749 
0.601 1.388 1.388 
0.567 1.290 1.290 
0.267 1.923 1.923 
0.267 1.518 1.518 
0.384 2.261 2.261 
0.567 2.119 2.119 
0.551 2.240 2.240 
0.299 1.921 1.921 
0.234 2.741 2.741 
0.451 2.108 2.108 
0.367 2.283 2.283 
0.300 1.431 1.431 
0.200 1.780 1.780 
0.283 2.174 2.174 
0.584 2.154 2.154 
0.284 2.686 2.686 
0.600 2.513 2.513 
0.450 1.519 1.519 
0.502 2.097 2.097 
0.517 1.224 1.224 
0.334 2.371 2.371 
0.467 2.009 2.009 
0.301 1.979 1.979 
0.400 1.191 1.191 
0.234 1.005 1.005 
0.250 1.738 1.738 
0.601 1.060 1.060 
0.200 1.475 1.475 
0.350 1.967 1.967 
0.384 1.421 1.421 
0.234 2.415 2.415 
0.550 3.989 4.147 
0.317 2.228 2.228 
0.384 1.935 1.935 
0.267 1.771 1.771 
0.534 1.836 1.836 
0.499 2.523 2.523 
0.566 1.332 1.332 
0.601 1.856 1.856 
0.300 1.354 1.354 
0.601 1.792 1.792 
0.217 3.158 3.158 
0.551 1.998 1.998 
0.284 3.006 3.006 
0.284 2.624 2.624 
0.234 2.371 2.371 
0.367 1.748 1.748 
0.317 2.765 2.765 
0.268 1.989 1.989 
0.317 1.618 1.618 
0.217 1.901 1.901 
0.384 1.956 1.956 
0.384 1.496 1.496 
0.434 1.585 1.585 
0.400 2.031 2.031 
0.300 2.120 2.120 
0.584 1.180 1.180 
0.517 2.054 2.054 
0.201 2.491 2.491 
0.367 1.934 1.934 
0.467 3.147 3.147 
0.250 2.754 2.754 
0.434 2.481 2.481 
0.250 1.704 1.704 
0.484 1.803 1.803 
0.334 2.371 2.371 
0.233 1.245 1.245 
0.350 1.234 1.234 
0.267 1.540 1.540 
0.450 2.370 2.370 
0.484 1.595 1.595 
0.250 1.420 1.420 
0.567 1.661 1.661 
0.217 2.525 2.525 
0.233 1.607 1.607 
0.334 1.541 1.541 
0.367 1.595 1.595 
0.384 1.541 1.541 
0.317 1.060 1.060 
0.317 1.048 1.048 
0.217 1.300 1.300 
0.367 1.585 1.585 
0.550 1.562 1.562 
0.551 0.962 0.962 
0.584 1.616 1.616 
0.501 1.322 1.322 
0.317 0.951 0.951 
0.350 1.147 1.147 
0.384 1.387 1.387 
0.317 1.562 1.562 
0.367 1.125 1.125 
0.534 1.202 1.202 
0.517 0.852 0.852 
0.333 1.868 1.868 
0.334 1.662 1.662 
0.317 1.542 1.542 
0.300 1.017 1.017 
0.300 1.978 1.978 
0.400 1.706 1.706 
0.233 1.322 1.322 
0.334 1.191 1.191 
0.517 1.760 1.760 
0.350 2.056 2.056 
0.450 2.544 2.544 
0.417 1.213 1.213 
0.267 2.174 2.174 
0.234 1.792 1.792 
0.551 2.152 2.152 
0.451 2.568 2.568 
0.234 3.823 3.823 
0.533 1.245 1.245 
0.368 1.071 1.071 
0.350 1.343 1.343 
0.250 1.225 1.225 
0.417 2.240 2.240 
0.350 1.651 1.651 
0.601 1.912 1.912 
0.317 2.164 2.164 
0.467 2.262 2.262 
0.350 1.836 1.836 
0.467 1.823 1.823 
0.334 2.798 2.798 
0.334 1.278 1.278 
0.534 1.345 1.345 
0.350 1.738 1.738 
0.233 1.704 1.704 
0.434 2.077 2.077 
0.400 1.496 1.496 
0.200 1.935 1.935 
