<><><><><><><><> 
Begin: 25-Nov-2014 14:58:07 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s62 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.499 1.499 
0.534 1.193 1.193 
0.567 2.386 2.386 
0.250 1.203 1.203 
0.567 1.849 1.849 
0.451 2.167 2.167 
0.249 1.805 1.805 
0.318 2.188 2.188 
0.416 1.051 1.051 
0.584 2.187 2.187 
0.583 0.974 0.974 
0.267 2.352 2.352 
0.584 2.627 2.627 
0.584 1.356 1.356 
0.400 2.811 2.811 
0.518 3.230 3.230 
0.266 1.400 1.400 
0.367 3.128 3.128 
0.567 3.195 3.195 
0.517 1.018 1.018 
0.584 1.226 1.226 
0.468 1.970 1.970 
0.217 0.953 0.953 
0.550 2.637 2.637 
0.584 1.915 1.915 
0.466 1.106 1.106 
0.501 3.511 3.511 
0.500 2.944 2.944 
0.366 1.182 1.182 
0.467 3.546 3.546 
0.266 3.206 3.206 
0.483 2.080 2.080 
0.216 1.171 1.171 
0.316 3.349 3.349 
0.217 1.116 1.116 
0.234 1.390 1.390 
0.533 2.833 2.833 
0.483 2.386 2.386 
0.335 2.855 2.855 
0.585 3.250 3.250 
0.217 1.915 1.915 
0.383 2.507 2.507 
0.350 2.901 2.901 
0.517 2.222 2.222 
0.517 1.029 1.029 
0.283 1.104 1.104 
0.400 3.995 5.997 
0.384 1.160 1.160 
0.467 1.006 1.006 
0.484 1.674 1.674 
0.501 1.237 1.237 
0.318 1.434 1.434 
0.468 1.084 1.084 
0.467 0.908 0.908 
0.266 1.784 1.784 
0.250 1.390 1.390 
0.400 1.609 1.609 
0.584 1.521 1.521 
0.334 0.952 0.952 
0.434 3.501 3.501 
0.284 1.467 1.467 
0.501 3.557 3.557 
0.300 1.576 1.576 
0.400 1.991 1.991 
0.484 1.334 1.334 
0.551 1.007 1.007 
0.584 1.697 1.697 
0.417 1.128 1.128 
0.251 2.375 2.375 
0.267 1.893 1.893 
0.301 2.111 2.111 
0.534 1.664 1.664 
0.300 1.237 1.237 
0.534 2.167 2.167 
0.301 1.916 1.916 
0.568 1.685 1.685 
0.350 2.233 2.233 
0.284 1.291 1.291 
0.300 2.167 2.167 
0.451 0.909 0.909 
0.383 0.908 0.908 
0.350 0.985 0.985 
0.533 1.695 1.695 
0.433 1.302 1.302 
0.417 1.565 1.565 
0.567 1.837 1.837 
0.318 1.062 1.062 
0.500 1.827 1.827 
0.501 2.035 2.035 
0.351 1.335 1.335 
0.434 3.172 3.172 
0.234 0.733 0.733 
0.217 1.324 1.324 
0.417 1.543 1.543 
0.517 1.872 1.872 
0.583 1.380 1.380 
0.250 1.488 1.488 
0.434 1.105 1.105 
0.384 1.192 1.192 
0.200 1.816 1.816 
0.334 2.319 2.319 
0.267 1.773 1.773 
0.517 1.412 1.412 
0.333 1.729 1.729 
