<><><><><><><><> 
Begin: 25-Nov-2014 14:44:46 
0.416 3.621 3.621 
0.266 2.254 2.254 
0.450 1.039 1.039 
0.300 1.685 1.685 
0.468 2.725 2.725 
0.483 1.674 1.674 
0.501 2.550 2.550 
0.384 1.784 1.784 
0.235 1.193 1.193 
0.300 1.500 1.500 
0.567 1.258 1.258 
0.267 1.192 1.192 
0.534 2.092 2.092 
0.417 1.148 1.148 
0.601 3.994 5.997 
0.234 1.063 1.063 
0.384 2.999 2.999 
0.250 3.807 3.807 
0.583 2.693 2.693 
0.200 3.426 3.426 
0.517 1.488 1.488 
0.534 2.548 2.548 
0.551 1.314 1.314 
0.233 1.489 1.489 
0.367 0.974 0.974 
0.300 2.495 2.495 
0.518 1.521 1.521 
0.367 2.976 2.976 
0.567 1.554 1.554 
0.267 1.685 1.685 
0.316 2.156 2.156 
0.266 2.934 2.934 
0.251 1.073 1.073 
0.550 1.148 1.148 
0.434 1.412 1.412 
0.417 2.036 2.036 
0.267 1.992 1.992 
0.550 1.182 1.182 
0.450 3.162 3.162 
0.350 2.649 2.649 
0.401 0.514 0.514 
0.367 1.291 1.291 
0.233 1.794 1.794 
0.299 1.457 1.457 
0.250 1.871 1.871 
0.283 1.685 1.685 
0.301 1.313 1.313 
0.368 1.204 1.204 
0.216 2.134 2.134 
0.567 3.162 3.162 
0.584 2.396 2.396 
0.400 1.795 1.795 
0.400 1.598 1.598 
0.334 1.357 1.357 
0.567 3.062 3.062 
0.351 2.441 2.441 
0.251 1.248 1.248 
0.517 1.390 1.390 
0.350 2.769 2.769 
0.301 0.920 0.920 
0.367 1.138 1.138 
0.234 1.051 1.051 
0.250 1.356 1.356 
0.584 1.313 1.313 
0.585 1.105 1.105 
0.434 1.150 1.150 
0.233 1.129 1.129 
0.301 3.853 3.853 
0.350 2.780 2.780 
0.534 1.750 1.750 
0.201 1.061 1.061 
0.217 1.006 1.006 
0.267 1.926 1.926 
0.467 1.762 1.762 
0.500 1.916 1.916 
0.467 2.977 2.977 
0.383 1.369 1.369 
0.418 1.193 1.193 
0.317 1.117 1.117 
0.501 2.966 2.966 
0.284 2.615 2.615 
0.483 2.222 2.222 
0.283 2.298 2.298 
0.350 1.609 1.609 
0.450 2.331 2.331 
0.517 3.020 3.020 
0.233 3.995 4.015 
0.567 1.563 1.563 
0.517 2.212 2.212 
0.401 2.035 2.035 
0.384 1.434 1.434 
0.384 1.148 1.148 
0.316 1.160 1.160 
0.401 1.203 1.203 
0.401 1.104 1.104 
0.534 1.006 1.006 
0.517 1.082 1.082 
0.467 2.791 2.791 
0.349 1.577 1.577 
0.533 2.725 2.725 
0.417 2.746 2.746 
0.350 1.236 1.236 
0.584 1.587 1.587 
0.551 2.517 2.517 
0.418 2.003 2.003 
0.451 2.704 2.704 
0.434 1.247 1.247 
0.284 2.079 2.079 
0.317 1.039 1.039 
0.384 2.887 2.887 
0.300 1.007 1.007 
0.534 1.630 1.630 
0.283 2.155 2.155 
0.300 2.427 2.427 
0.267 3.994 4.016 
0.300 1.040 1.040 
0.384 1.292 1.292 
0.334 1.203 1.203 
0.567 1.850 1.850 
0.368 4.004 6.001 
0.283 1.586 1.586 
0.567 1.106 1.106 
0.601 1.259 1.259 
0.384 1.477 1.477 
0.250 2.373 2.373 
0.301 1.531 1.531 
0.367 2.221 2.221 
0.434 1.478 1.478 
0.300 2.605 2.605 
0.450 2.199 2.199 
0.484 2.855 2.855 
0.285 1.554 1.554 
0.250 1.554 1.554 
0.318 1.204 1.204 
0.334 1.236 1.236 
0.367 1.159 1.159 
0.400 2.090 2.090 
0.234 1.062 1.062 
0.316 1.247 1.247 
0.518 1.061 1.061 
0.217 2.614 2.614 
0.567 2.047 2.047 
0.500 0.898 0.898 
0.401 1.828 1.828 
0.433 2.188 2.188 
0.301 1.028 1.028 
0.384 1.302 1.302 
0.585 1.498 1.498 
0.417 0.985 0.985 
0.417 1.346 1.346 
0.300 0.996 0.996 
0.400 2.976 2.976 
0.450 0.909 0.909 
0.467 2.867 2.867 
0.367 1.270 1.270 
0.351 1.937 1.937 
0.600 1.018 1.018 
0.217 1.171 1.171 
0.551 1.466 1.466 
0.567 1.948 1.948 
0.516 1.904 1.904 
0.250 0.875 0.875 
0.300 1.182 1.182 
0.334 1.740 1.740 
0.468 2.954 2.954 
0.251 1.227 1.227 
0.484 0.821 0.821 
0.250 1.914 1.914 
0.468 1.991 1.991 
0.400 0.864 0.864 
0.517 1.641 1.641 
0.484 1.314 1.314 
0.567 2.550 2.550 
0.551 1.675 1.675 
0.333 0.810 0.810 
0.484 0.919 0.919 
0.283 1.006 1.006 
0.217 1.357 1.357 
0.500 2.286 2.286 
0.400 1.937 1.937 
0.400 0.973 0.973 
0.567 3.139 3.139 
0.451 0.887 0.887 
0.450 1.236 1.236 
0.551 1.499 1.499 
0.517 1.313 1.313 
0.434 1.542 1.542 
0.283 1.235 1.235 
0.301 2.429 2.429 
0.551 1.925 1.925 
0.217 0.941 0.941 
<><><><><><><><> 
RT (mean):  1.85 
Consistency:  0.16 
Self Consistency:  0.78 
<><><><><><><><> 
End: 25-Nov-2014 14:56:12 
