<><><><><><><><> 
Begin: 25-Nov-2014 15:16:44 
0.417 1.347 1.347 
0.267 1.084 1.084 
0.451 3.545 3.545 
0.301 1.958 1.958 
0.467 1.225 1.225 
0.483 0.963 0.963 
0.501 1.400 1.400 
0.384 1.621 1.621 
0.234 3.293 3.293 
0.300 1.794 1.794 
0.567 1.531 1.531 
0.267 1.270 1.270 
0.534 1.335 1.335 
0.417 1.259 1.259 
0.601 1.117 1.117 
0.234 1.018 1.018 
0.384 1.641 1.641 
0.250 2.089 2.089 
0.584 1.291 1.291 
0.201 1.412 1.412 
0.517 2.035 2.035 
0.534 1.313 1.313 
0.551 1.751 1.751 
0.234 1.128 1.128 
0.367 1.762 1.762 
0.300 1.641 1.641 
0.517 0.821 0.821 
0.383 3.699 3.699 
0.567 0.842 0.842 
0.283 1.456 1.456 
0.301 2.506 2.506 
0.267 0.011 0.011 
0.251 0.011 0.011 
0.551 1.575 1.575 
0.434 3.994 4.092 
0.417 0.745 0.745 
0.266 1.553 1.553 
0.550 0.975 0.975 
0.451 1.160 1.160 
0.350 0.898 0.898 
0.400 0.547 0.547 
0.368 0.897 0.897 
0.233 2.210 2.210 
0.301 0.580 0.580 
0.250 2.265 2.265 
0.283 1.237 1.237 
0.300 0.777 0.777 
0.367 1.095 1.095 
0.217 0.854 0.854 
0.567 2.866 2.866 
0.584 0.788 0.788 
0.400 1.685 1.685 
0.400 1.587 1.587 
0.333 1.193 1.193 
0.567 2.367 2.367 
0.349 1.171 1.171 
0.251 0.930 0.930 
0.517 1.511 1.511 
0.351 1.423 1.423 
0.300 1.806 1.806 
0.368 1.663 1.663 
0.234 1.106 1.106 
0.250 1.094 1.094 
0.584 1.631 1.631 
0.584 1.007 1.007 
0.434 3.250 3.250 
0.234 1.543 1.543 
0.301 1.137 1.137 
0.350 0.941 0.941 
0.534 1.412 1.412 
0.216 1.313 1.313 
0.217 3.392 3.392 
0.267 1.128 1.128 
0.467 0.711 0.711 
0.501 0.689 0.689 
0.467 0.996 0.996 
0.384 1.117 1.117 
0.417 0.896 0.896 
0.316 1.280 1.280 
0.501 2.058 2.058 
0.284 1.139 1.139 
0.484 2.255 2.255 
0.283 1.018 1.018 
0.350 0.886 0.886 
0.451 1.303 1.303 
0.517 1.128 1.128 
0.234 0.887 0.887 
0.567 1.106 1.106 
0.517 1.740 1.740 
0.401 0.668 0.668 
0.384 3.470 3.470 
0.385 0.897 0.897 
0.333 2.835 2.835 
0.400 1.007 1.007 
0.400 1.238 1.238 
0.534 0.930 0.930 
0.518 1.357 1.357 
0.466 0.810 0.810 
0.351 2.716 2.716 
0.534 2.955 2.955 
0.417 1.205 1.205 
0.350 0.799 0.799 
0.583 2.693 2.693 
0.551 0.853 0.853 
0.417 1.039 1.039 
0.450 3.688 3.688 
0.434 2.331 2.331 
0.283 0.842 0.842 
0.317 1.280 1.280 
0.384 1.730 1.730 
0.300 2.298 2.298 
0.534 1.171 1.171 
0.284 1.051 1.051 
0.300 1.018 1.018 
0.284 1.182 1.182 
0.300 1.510 1.510 
0.383 1.018 1.018 
0.334 1.007 1.007 
0.567 0.963 0.963 
0.367 0.997 0.997 
0.283 1.117 1.117 
0.567 2.315 2.315 
0.600 0.738 0.738 
0.383 0.810 0.810 
0.251 2.088 2.088 
0.300 2.180 2.180 
0.367 1.531 1.531 
0.434 1.519 1.519 
0.300 0.957 0.957 
0.451 0.966 0.966 
0.484 1.041 1.041 
0.284 1.368 1.368 
0.250 2.102 2.102 
0.317 2.069 2.069 
0.334 1.062 1.062 
0.367 1.697 1.697 
0.401 2.781 2.781 
0.234 1.642 1.642 
0.301 1.981 1.981 
0.517 0.908 0.908 
0.217 1.937 1.937 
0.567 1.706 1.706 
0.501 1.084 1.084 
0.401 0.960 0.960 
0.434 2.122 2.122 
0.301 0.799 0.799 
0.384 1.170 1.170 
0.584 0.962 0.962 
0.417 1.226 1.226 
0.417 1.839 1.839 
0.300 1.183 1.183 
0.400 0.777 0.777 
0.450 0.919 0.919 
0.466 2.255 2.255 
0.366 2.014 2.014 
0.351 1.293 1.293 
0.602 1.412 1.412 
0.217 1.073 1.073 
0.551 1.695 1.695 
0.566 1.106 1.106 
0.518 2.363 2.363 
0.233 0.788 0.788 
0.301 1.292 1.292 
0.334 1.663 1.663 
0.467 1.412 1.412 
0.266 1.007 1.007 
0.484 1.314 1.314 
0.250 1.007 1.007 
0.468 1.490 1.490 
0.400 3.339 3.339 
0.518 1.292 1.292 
0.485 1.576 1.576 
0.567 1.784 1.784 
0.552 1.248 1.248 
0.334 0.942 0.942 
0.485 1.214 1.214 
0.283 1.828 1.828 
0.217 1.105 1.105 
0.501 1.389 1.389 
0.400 1.411 1.411 
0.400 3.512 3.512 
0.567 1.051 1.051 
0.451 2.383 2.383 
0.450 1.084 1.084 
0.551 1.433 1.433 
0.518 0.941 0.941 
0.434 2.069 2.069 
0.284 1.205 1.205 
0.300 1.378 1.378 
0.550 2.310 2.310 
0.217 1.281 1.281 
<><><><><><><><> 
RT (mean):  1.53 
Consistency:  0.13 
Self Consistency:  0.80 
<><><><><><><><> 
End: 25-Nov-2014 15:26:22 
