<><><><><><><><> 
Begin: 27-Sep-2014 13:09:56 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s32 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.993 4.705 
0.534 1.270 1.270 
0.567 0.897 0.897 
0.250 0.755 0.755 
0.568 0.876 0.876 
0.450 0.963 0.963 
0.249 1.029 1.029 
0.317 3.995 4.158 
0.417 0.875 0.875 
0.584 0.766 0.766 
0.584 0.679 0.679 
0.266 2.735 2.735 
0.585 0.877 0.877 
0.584 0.908 0.908 
0.400 0.799 0.799 
0.518 0.657 0.657 
0.267 0.733 0.733 
0.367 1.149 1.149 
0.567 0.723 0.723 
0.517 1.215 1.215 
0.584 0.657 0.657 
0.467 0.886 0.886 
0.217 0.952 0.952 
0.534 2.287 2.287 
0.583 2.549 2.549 
0.467 2.495 2.495 
0.500 1.411 1.411 
0.500 3.502 3.502 
0.367 1.225 1.225 
0.467 2.539 2.539 
0.267 1.357 1.357 
0.484 1.489 1.489 
0.217 1.095 1.095 
0.316 0.974 0.974 
0.217 1.291 1.291 
0.234 0.973 0.973 
0.534 0.985 0.985 
0.484 1.248 1.248 
0.334 1.084 1.084 
0.584 1.007 1.007 
0.216 1.139 1.139 
0.384 0.985 0.985 
0.351 1.007 1.007 
0.502 0.723 0.723 
0.518 0.788 0.788 
0.283 1.029 1.029 
0.401 1.050 1.050 
0.383 0.876 0.876 
0.467 0.963 0.963 
0.484 1.302 1.302 
0.501 1.029 1.029 
0.318 1.446 1.446 
0.467 0.941 0.941 
0.468 0.821 0.821 
0.266 1.281 1.281 
0.250 1.729 1.729 
0.400 0.974 0.974 
0.584 0.799 0.799 
0.334 1.138 1.138 
0.434 0.897 0.897 
0.284 1.118 1.118 
0.501 0.701 0.701 
0.300 0.963 0.963 
0.400 1.062 1.062 
0.484 1.456 1.456 
0.567 1.280 1.280 
0.584 1.007 1.007 
0.418 0.963 0.963 
0.251 1.270 1.270 
0.267 1.183 1.183 
0.300 1.117 1.117 
0.533 1.269 1.269 
0.301 1.182 1.182 
0.533 0.963 0.963 
0.300 1.138 1.138 
0.568 1.051 1.051 
0.350 0.865 0.865 
0.284 0.974 0.974 
0.300 0.897 0.897 
0.452 0.580 0.580 
0.399 0.712 0.712 
0.350 0.941 0.941 
0.533 0.668 0.668 
0.434 0.832 0.832 
0.417 1.608 1.608 
0.567 1.499 1.499 
0.317 1.916 1.916 
0.501 0.909 0.909 
0.500 1.138 1.138 
0.350 1.183 1.183 
0.434 1.686 1.686 
0.234 1.960 1.960 
0.233 3.984 5.991 
0.418 1.401 1.401 
0.517 2.253 2.253 
0.584 3.983 5.991 
0.251 2.025 2.025 
0.433 1.051 1.051 
0.384 2.464 2.464 
0.200 1.949 1.949 
0.334 1.215 1.215 
0.267 1.007 1.007 
0.517 0.810 0.810 
0.334 0.898 0.898 
