<><><><><><><><> 
Begin: 27-Sep-2014 12:19:41 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s32 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 3.993 5.995 
0.533 2.317 2.317 
0.568 1.847 1.847 
0.250 1.737 1.737 
0.567 1.629 1.629 
0.451 1.574 1.574 
0.234 1.661 1.661 
0.316 1.214 1.214 
0.417 1.422 1.422 
0.584 1.225 1.225 
0.584 1.859 1.859 
0.267 2.394 2.394 
0.584 1.269 1.269 
0.584 1.137 1.137 
0.401 1.137 1.137 
0.517 1.443 1.443 
0.266 1.978 1.978 
0.367 1.498 1.498 
0.567 1.247 1.247 
0.517 1.782 1.782 
0.584 1.400 1.400 
0.467 1.498 1.498 
0.217 1.324 1.324 
0.534 0.940 0.940 
0.584 1.158 1.158 
0.467 1.553 1.553 
0.502 0.996 0.996 
0.501 1.192 1.192 
0.367 1.378 1.378 
0.467 1.508 1.508 
0.267 1.925 1.925 
0.483 1.027 1.027 
0.217 1.246 1.246 
0.316 1.848 1.848 
0.217 1.170 1.170 
0.234 2.154 2.154 
0.534 1.804 1.804 
0.484 0.821 0.821 
0.334 1.269 1.269 
0.584 1.061 1.061 
0.218 1.268 1.268 
0.384 0.929 0.929 
0.350 0.897 0.897 
0.501 1.389 1.389 
0.517 1.170 1.170 
0.284 1.147 1.147 
0.400 0.689 0.689 
0.384 1.149 1.149 
0.467 2.045 2.045 
0.484 0.984 0.984 
0.501 0.995 0.995 
0.317 1.640 1.640 
0.467 1.324 1.324 
0.467 1.005 1.005 
0.267 1.903 1.903 
0.250 1.464 1.464 
0.401 1.378 1.378 
0.584 2.537 2.537 
0.334 0.995 0.995 
0.434 1.345 1.345 
0.284 2.460 2.460 
0.500 2.876 2.876 
0.300 2.580 2.580 
0.400 2.285 2.285 
0.484 1.235 1.235 
0.567 1.323 1.323 
0.584 1.705 1.705 
0.417 1.574 1.574 
0.251 1.673 1.673 
0.267 1.268 1.268 
0.300 0.744 0.744 
0.534 1.399 1.399 
0.300 2.657 2.657 
0.534 1.268 1.268 
0.300 2.307 2.307 
0.567 0.930 0.930 
0.350 1.181 1.181 
0.284 0.951 0.951 
0.300 1.695 1.695 
0.451 2.066 2.066 
0.384 1.171 1.171 
0.349 1.870 1.870 
0.534 1.203 1.203 
0.435 4.001 5.995 
0.417 2.732 2.732 
0.567 2.460 2.460 
0.317 1.553 1.553 
0.501 1.640 1.640 
0.501 1.005 1.005 
0.350 1.333 1.333 
0.434 1.837 1.837 
0.234 2.547 2.547 
0.217 1.400 1.400 
0.417 1.017 1.017 
0.517 1.815 1.815 
0.583 1.104 1.104 
0.250 2.077 2.077 
0.434 1.247 1.247 
0.384 1.891 1.891 
0.200 1.531 1.531 
0.334 1.115 1.115 
0.267 1.411 1.411 
0.517 1.585 1.585 
0.334 2.383 2.383 
