<><><><><><><><> 
Begin: 27-Jun-2014 16:48:53 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s04 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.543 1.543 
0.216 0.919 0.919 
0.501 1.325 1.325 
0.401 1.094 1.094 
0.500 1.323 1.323 
0.551 1.346 1.346 
0.500 1.061 1.061 
0.350 1.652 1.652 
0.267 1.106 1.106 
0.534 1.466 1.466 
0.384 0.875 0.875 
0.584 1.039 1.039 
0.418 0.777 0.777 
0.417 0.809 0.809 
0.600 1.084 1.084 
0.250 1.520 1.520 
0.467 1.017 1.017 
0.567 1.598 1.598 
0.400 2.254 2.254 
0.450 1.029 1.029 
0.299 1.062 1.062 
0.234 1.509 1.509 
0.467 1.312 1.312 
0.433 1.607 1.607 
0.568 0.832 0.832 
0.451 1.389 1.389 
0.300 1.040 1.040 
0.251 1.203 1.203 
0.434 1.083 1.083 
0.317 1.597 1.597 
0.267 0.952 0.952 
0.468 1.750 1.750 
0.250 1.116 1.116 
0.484 0.995 0.995 
0.484 1.641 1.641 
0.584 1.028 1.028 
0.217 1.061 1.061 
0.468 0.996 0.996 
0.534 0.952 0.952 
0.400 1.007 1.007 
0.200 1.522 1.522 
0.250 1.379 1.379 
0.417 0.941 0.941 
0.351 1.193 1.193 
0.234 0.952 0.952 
0.384 0.712 0.712 
0.451 0.985 0.985 
0.585 1.083 1.083 
0.468 1.094 1.094 
0.451 0.854 0.854 
0.234 1.543 1.543 
0.316 0.919 0.919 
0.383 1.291 1.291 
0.300 0.930 0.930 
0.216 1.039 1.039 
0.417 0.777 0.777 
0.433 0.733 0.733 
0.384 1.762 1.762 
0.583 1.379 1.379 
0.434 2.953 2.953 
0.383 0.920 0.920 
0.234 1.935 1.935 
0.517 1.018 1.018 
0.467 1.084 1.084 
0.384 0.700 0.700 
0.418 1.170 1.170 
0.300 0.930 0.930 
0.250 1.543 1.543 
0.601 0.722 0.722 
0.501 0.908 0.908 
0.600 1.281 1.281 
0.250 0.809 0.809 
0.318 1.171 1.171 
0.551 1.138 1.138 
0.284 1.794 1.794 
0.200 1.084 1.084 
0.267 2.242 2.242 
0.534 1.805 1.805 
0.384 1.828 1.828 
0.201 1.182 1.182 
0.334 2.320 2.320 
0.384 1.029 1.029 
0.483 1.313 1.313 
0.266 1.183 1.183 
0.284 2.101 2.101 
0.334 1.280 1.280 
0.350 1.051 1.051 
0.450 1.115 1.115 
0.418 1.007 1.007 
0.468 1.444 1.444 
0.450 1.258 1.258 
0.551 2.516 2.516 
0.400 1.215 1.215 
0.516 1.213 1.213 
0.350 1.400 1.400 
0.434 1.236 1.236 
0.583 0.985 0.985 
0.283 1.521 1.521 
0.266 1.783 1.783 
0.233 0.962 0.962 
0.533 1.117 1.117 
0.251 1.423 1.423 
0.568 1.082 1.082 
0.418 1.204 1.204 
0.317 1.805 1.805 
0.501 1.652 1.652 
0.584 1.892 1.892 
0.284 1.762 1.762 
0.350 1.367 1.367 
0.317 1.695 1.695 
0.367 1.565 1.565 
0.216 1.914 1.914 
0.217 2.058 2.058 
0.501 1.848 1.848 
0.217 1.903 1.903 
0.484 1.696 1.696 
0.435 3.030 3.030 
0.568 1.138 1.138 
0.234 2.778 2.778 
0.566 2.998 2.998 
0.518 0.963 0.963 
0.250 1.346 1.346 
0.300 2.657 2.657 
0.533 2.319 2.319 
0.384 2.036 2.036 
0.501 0.952 0.952 
0.535 2.472 2.472 
0.584 1.073 1.073 
0.334 2.342 2.342 
0.401 1.368 1.368 
0.401 0.843 0.843 
0.502 1.849 1.849 
0.267 1.313 1.313 
0.433 1.379 1.379 
0.367 1.094 1.094 
0.367 3.631 3.631 
0.450 2.548 2.548 
0.450 1.368 1.368 
0.551 1.543 1.543 
0.468 1.501 1.501 
0.501 1.564 1.564 
0.551 1.675 1.675 
0.567 2.920 2.920 
0.418 1.486 1.486 
0.468 1.520 1.520 
0.367 1.269 1.269 
0.234 2.964 2.964 
0.567 0.831 0.831 
0.450 2.253 2.253 
0.383 3.402 3.402 
0.535 3.785 3.785 
0.500 1.105 1.105 
0.266 1.312 1.312 
0.585 0.755 0.755 
0.285 0.755 0.755 
0.517 1.498 1.498 
0.550 1.839 1.839 
0.601 1.040 1.040 
0.267 1.094 1.094 
0.234 2.440 2.440 
0.533 1.083 1.083 
0.450 1.226 1.226 
0.333 0.929 0.929 
0.433 0.809 0.809 
0.283 1.084 1.084 
0.551 2.254 2.254 
0.601 0.942 0.942 
0.317 1.050 1.050 
0.234 1.050 1.050 
0.551 1.345 1.345 
0.316 1.172 1.172 
0.434 1.696 1.696 
0.400 1.083 1.083 
0.317 1.006 1.006 
0.284 1.597 1.597 
0.333 1.007 1.007 
0.584 0.974 0.974 
0.567 1.346 1.346 
0.518 2.702 2.702 
0.267 2.484 2.484 
0.217 1.213 1.213 
0.484 0.974 0.974 
0.451 2.866 2.866 
0.300 2.615 2.615 
0.317 1.357 1.357 
0.500 1.761 1.761 
0.250 0.843 0.843 
0.334 2.264 2.264 
0.268 1.302 1.302 
0.467 1.586 1.586 
0.418 0.853 0.853 
0.300 2.625 2.625 
0.583 0.940 0.940 
0.383 0.908 0.908 
0.517 1.061 1.061 
0.467 0.788 0.788 
0.601 0.875 0.875 
0.350 3.173 3.173 
0.467 0.897 0.897 
0.501 1.389 1.389 
0.318 1.805 1.805 
0.234 0.832 0.832 
0.434 0.635 0.635 
0.485 2.165 2.165 
0.367 1.083 1.083 
0.517 1.126 1.126 
0.418 1.718 1.718 
0.334 1.105 1.105 
0.300 0.975 0.975 
0.334 1.476 1.476 
0.517 1.456 1.456 
0.301 2.615 2.615 
0.434 2.253 2.253 
0.483 2.790 2.790 
0.351 1.433 1.433 
0.550 1.094 1.094 
0.467 1.632 1.632 
0.234 1.728 1.728 
0.350 3.110 3.110 
0.317 0.840 0.840 
0.283 3.008 3.008 
0.450 0.919 0.919 
0.368 3.239 3.239 
0.350 1.171 1.171 
0.434 0.755 0.755 
0.283 1.247 1.247 
0.500 1.433 1.433 
0.502 3.993 4.266 
0.384 3.884 3.884 
0.434 1.718 1.718 
0.534 1.160 1.160 
0.250 1.488 1.488 
0.552 0.776 0.776 
0.316 0.996 0.996 
0.533 0.853 0.853 
0.467 2.637 2.637 
0.250 1.258 1.258 
0.533 2.123 2.123 
0.284 0.973 0.973 
0.217 1.597 1.597 
0.317 1.170 1.170 
0.384 1.083 1.083 
0.283 1.225 1.225 
0.466 3.959 3.959 
0.468 1.182 1.182 
0.583 3.381 3.381 
0.267 1.772 1.772 
0.467 0.963 0.963 
0.266 3.084 3.084 
0.267 1.082 1.082 
0.433 1.729 1.729 
0.600 1.291 1.291 
0.316 1.641 1.641 
0.334 1.543 1.543 
0.501 0.995 0.995 
0.318 1.718 1.718 
0.567 0.930 0.930 
0.484 1.094 1.094 
0.484 0.930 0.930 
0.584 1.225 1.225 
0.451 1.137 1.137 
0.367 1.303 1.303 
0.433 1.553 1.553 
0.334 2.156 2.156 
0.534 2.691 2.691 
0.417 1.062 1.062 
0.551 0.919 0.919 
0.568 1.465 1.465 
0.217 1.039 1.039 
0.467 1.247 1.247 
0.516 0.984 0.984 
0.200 1.620 1.620 
0.517 0.941 0.941 
0.568 1.149 1.149 
0.250 1.083 1.083 
0.518 0.842 0.842 
0.266 0.908 0.908 
0.266 1.127 1.127 
0.234 3.008 3.008 
