<><><><><><><><> 
Begin: 27-Jun-2014 16:48:53 
0.384 0.951 0.951 
0.218 1.105 1.105 
0.217 1.444 1.444 
0.234 2.921 2.921 
0.484 2.112 2.112 
0.383 1.247 1.247 
0.567 1.071 1.071 
0.533 1.641 1.641 
0.217 2.232 2.232 
0.501 1.488 1.488 
0.267 1.848 1.848 
0.351 0.864 0.864 
0.267 1.171 1.171 
0.217 2.603 2.603 
0.284 0.952 0.952 
0.217 1.302 1.302 
<><><><><><><><> 
RT (mean):  1.49 
Consistency:  0.06 
Self Consistency:  0.76 
<><><><><><><><> 
End: 27-Jun-2014 16:58:21 
