<><><><><><><><> 
Begin: 27-Jun-2014 13:46:50 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s04 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.498 1.498 
0.215 1.412 1.412 
0.500 1.372 1.372 
0.400 1.181 1.181 
0.501 1.251 1.251 
0.551 1.194 1.194 
0.484 1.802 1.802 
0.350 1.817 1.817 
0.267 1.282 1.282 
0.534 1.929 1.929 
0.384 1.241 1.241 
0.584 2.592 2.592 
0.418 1.307 1.307 
0.418 1.320 1.320 
0.601 1.070 1.070 
0.250 1.677 1.677 
0.467 0.984 0.984 
0.568 1.414 1.414 
0.400 1.488 1.488 
0.434 1.634 1.634 
0.300 1.962 1.962 
0.234 1.573 1.573 
0.467 1.639 1.639 
0.434 1.617 1.617 
0.568 1.670 1.670 
0.450 1.454 1.454 
0.300 1.171 1.171 
0.251 1.039 1.039 
0.434 1.096 1.096 
0.316 1.951 1.951 
0.268 1.401 1.401 
0.467 0.921 0.921 
0.250 2.060 2.060 
0.483 1.295 1.295 
0.483 1.170 1.170 
0.584 1.038 1.038 
0.217 1.081 1.081 
0.467 1.403 1.403 
0.534 1.280 1.280 
0.400 1.235 1.235 
0.200 2.427 2.427 
0.250 1.151 1.151 
0.417 1.335 1.335 
0.349 1.532 1.532 
0.234 1.443 1.443 
0.385 1.611 1.611 
0.451 1.163 1.163 
0.584 1.206 1.206 
0.467 1.040 1.040 
0.450 1.119 1.119 
0.234 1.228 1.228 
0.317 1.163 1.163 
0.383 1.709 1.709 
0.300 1.075 1.075 
0.217 1.468 1.468 
0.417 1.152 1.152 
0.434 1.542 1.542 
0.384 1.436 1.436 
0.585 1.151 1.151 
0.450 1.219 1.219 
0.384 1.105 1.105 
0.234 2.064 2.064 
0.517 1.071 1.071 
0.467 1.738 1.738 
0.384 1.827 1.827 
0.417 1.990 1.990 
0.299 1.115 1.115 
0.250 2.154 2.154 
0.601 0.874 0.874 
0.501 1.147 1.147 
0.601 1.136 1.136 
0.249 2.776 2.776 
0.317 1.463 1.463 
0.551 1.946 1.946 
0.284 1.290 1.290 
0.200 2.601 2.601 
0.267 1.224 1.224 
0.534 1.202 1.202 
0.384 2.734 2.734 
0.199 1.356 1.356 
0.335 1.519 1.519 
0.383 1.759 1.759 
0.484 1.289 1.289 
0.267 1.049 1.049 
0.283 1.477 1.477 
0.334 1.334 1.334 
0.350 1.509 1.509 
0.450 1.137 1.137 
0.417 1.246 1.246 
0.468 1.060 1.060 
0.450 1.268 1.268 
0.551 1.256 1.256 
0.402 1.049 1.049 
0.517 1.562 1.562 
0.350 1.411 1.411 
0.433 1.269 1.269 
0.584 1.301 1.301 
0.283 1.738 1.738 
0.267 1.247 1.247 
0.234 0.896 0.896 
0.534 3.256 3.256 
0.250 3.267 3.267 
0.567 1.781 1.781 
0.416 1.281 1.281 
0.317 2.809 2.809 
0.501 2.000 2.000 
0.584 1.161 1.161 
0.284 1.246 1.246 
0.350 1.455 1.455 
0.317 1.235 1.235 
0.367 1.270 1.270 
0.217 2.296 2.296 
0.217 1.312 1.312 
0.500 1.487 1.487 
0.218 1.476 1.476 
0.484 1.203 1.203 
0.434 1.398 1.398 
0.568 1.454 1.454 
0.234 1.126 1.126 
0.567 0.830 0.830 
0.518 1.094 1.094 
0.250 1.269 1.269 
0.300 1.246 1.246 
0.534 1.662 1.662 
0.384 1.400 1.400 
0.500 0.995 0.995 
0.533 0.787 0.787 
0.584 2.318 2.318 
0.334 1.520 1.520 
0.400 1.158 1.158 
0.401 0.896 0.896 
0.501 1.989 1.989 
0.266 1.279 1.279 
0.434 1.104 1.104 
0.367 0.864 0.864 
0.367 1.354 1.354 
0.450 1.793 1.793 
0.450 1.869 1.869 
0.551 2.098 2.098 
0.467 0.973 0.973 
0.499 1.432 1.432 
0.550 1.115 1.115 
0.567 1.290 1.290 
0.417 1.563 1.563 
0.483 1.412 1.412 
0.367 1.323 1.323 
0.233 1.946 1.946 
0.567 2.186 2.186 
0.451 1.355 1.355 
0.384 1.268 1.268 
0.534 1.475 1.475 
0.501 2.253 2.253 
0.267 1.881 1.881 
0.584 1.158 1.158 
0.284 2.186 2.186 
0.518 2.088 2.088 
0.551 1.246 1.246 
0.601 2.295 2.295 
0.267 2.076 2.076 
0.234 2.229 2.229 
0.518 1.530 1.530 
0.450 1.837 1.837 
0.334 2.318 2.318 
0.434 2.864 2.864 
0.284 1.334 1.334 
0.551 2.099 2.099 
0.601 1.771 1.771 
0.317 2.000 2.000 
0.233 1.170 1.170 
0.566 2.175 2.175 
0.317 2.219 2.219 
0.434 2.459 2.459 
0.400 2.535 2.535 
0.316 1.892 1.892 
0.284 1.345 1.345 
0.317 1.247 1.247 
0.584 1.923 1.923 
0.567 1.257 1.257 
0.517 1.672 1.672 
0.267 1.858 1.858 
0.217 1.061 1.061 
0.484 0.973 0.973 
0.451 1.443 1.443 
0.300 1.651 1.651 
0.317 2.393 2.393 
0.500 1.552 1.552 
0.249 1.595 1.595 
0.334 2.788 2.788 
0.267 1.378 1.378 
0.467 1.137 1.137 
0.418 1.279 1.279 
0.299 2.077 2.077 
0.584 1.224 1.224 
0.385 1.628 1.628 
0.517 1.729 1.729 
0.467 1.803 1.803 
0.601 1.486 1.486 
0.350 1.038 1.038 
0.466 1.661 1.661 
0.501 1.040 1.040 
0.317 1.060 1.060 
0.234 1.562 1.562 
0.434 1.509 1.509 
0.484 1.464 1.464 
0.367 1.520 1.520 
0.517 1.717 1.717 
0.417 1.595 1.595 
0.334 1.454 1.454 
0.300 2.186 2.186 
0.333 1.749 1.749 
0.518 2.263 2.263 
0.300 2.831 2.831 
0.434 1.060 1.060 
0.484 1.343 1.343 
0.350 1.455 1.455 
0.551 2.054 2.054 
0.467 2.548 2.548 
0.234 1.082 1.082 
0.350 2.240 2.240 
0.317 1.739 1.739 
0.284 2.866 2.866 
0.450 1.684 1.684 
0.367 1.126 1.126 
0.350 1.881 1.881 
0.433 2.481 2.481 
0.284 2.218 2.218 
0.501 1.508 1.508 
0.501 1.793 1.793 
0.383 1.858 1.858 
0.434 1.169 1.169 
0.534 2.450 2.450 
0.250 1.224 1.224 
0.550 1.847 1.847 
0.317 2.099 2.099 
0.534 3.237 3.237 
0.467 0.875 0.875 
0.250 1.225 1.225 
0.534 2.960 2.960 
0.284 1.399 1.399 
0.217 2.240 2.240 
0.317 3.826 3.826 
0.384 0.973 0.973 
0.268 1.279 1.279 
0.467 3.028 3.028 
0.468 0.919 0.919 
0.584 1.454 1.454 
0.268 1.816 1.816 
0.467 1.542 1.542 
0.267 1.388 1.388 
0.267 1.351 1.351 
0.434 1.285 1.285 
0.601 1.768 1.768 
0.300 1.224 1.224 
0.334 1.322 1.322 
0.500 0.853 0.853 
0.317 2.459 2.459 
0.551 1.673 1.673 
0.484 0.787 0.787 
0.484 1.049 1.049 
0.583 3.990 4.059 
0.450 2.820 2.820 
0.367 1.050 1.050 
0.434 1.322 1.322 
0.334 1.531 1.531 
0.534 1.891 1.891 
0.417 2.614 2.614 
0.551 1.705 1.705 
0.567 1.126 1.126 
0.217 1.345 1.345 
0.466 1.279 1.279 
0.517 1.476 1.476 
0.200 3.924 3.924 
0.517 1.694 1.694 
0.567 1.269 1.269 
0.249 1.170 1.170 
0.518 1.192 1.192 
0.267 1.365 1.365 
0.266 1.694 1.694 
0.234 0.841 0.841 
