<><><><><><><><> 
Begin: 29-Sep-2014 08:14:18 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.997 4.003 5.864 
0.532 3.443 3.443 
0.567 3.991 4.442 
0.250 1.740 1.740 
0.567 2.997 2.997 
0.450 4.001 4.496 
0.234 2.538 2.538 
0.317 3.992 4.618 
0.417 4.002 4.071 
0.584 1.312 1.312 
0.584 2.898 2.898 
0.267 2.538 2.538 
0.584 4.003 4.666 
0.583 4.002 4.847 
0.401 1.377 1.377 
0.517 3.597 3.597 
0.267 3.981 3.981 
0.367 3.500 3.500 
0.568 3.991 4.408 
0.517 3.008 3.008 
0.584 1.882 1.882 
0.466 3.991 5.601 
0.217 3.193 3.193 
0.534 1.793 1.793 
0.584 3.629 3.629 
0.467 1.258 1.258 
0.500 4.001 5.568 
0.500 3.991 4.672 
0.367 3.347 3.347 
0.467 3.990 5.994 
0.267 1.968 1.968 
0.484 1.149 1.149 
0.216 1.378 1.378 
0.317 1.793 1.793 
0.217 1.487 1.487 
0.234 3.565 3.565 
0.534 2.209 2.209 
0.484 3.992 4.486 
0.333 1.805 1.805 
0.584 2.844 2.844 
0.217 2.166 2.166 
0.383 3.990 5.021 
0.350 2.440 2.440 
0.501 4.001 4.409 
0.517 1.487 1.487 
0.284 1.672 1.672 
0.400 2.165 2.165 
0.384 1.881 1.881 
0.467 3.991 5.569 
0.484 3.454 3.454 
0.501 1.914 1.914 
0.317 2.613 2.613 
0.468 2.789 2.789 
0.467 3.389 3.389 
0.267 3.991 5.995 
0.250 0.087 0.087 
0.400 3.662 3.662 
0.584 1.902 1.902 
0.334 1.509 1.509 
0.434 2.350 2.350 
0.284 2.712 2.712 
0.501 3.412 3.412 
0.300 2.352 2.352 
0.400 3.390 3.390 
0.484 2.375 2.375 
0.567 1.891 1.891 
0.584 1.630 1.630 
0.417 3.215 3.215 
0.251 2.548 2.548 
0.267 2.242 2.242 
0.300 1.738 1.738 
0.533 4.003 4.535 
0.299 4.004 4.525 
0.534 1.959 1.959 
0.300 3.116 3.116 
0.567 4.003 4.710 
0.349 2.690 2.690 
0.284 3.062 3.062 
0.300 2.658 2.658 
0.450 1.991 1.991 
0.384 1.914 1.914 
0.350 3.094 3.094 
0.534 3.991 4.235 
0.435 3.576 3.576 
0.417 2.985 2.985 
0.567 2.297 2.297 
0.317 1.871 1.871 
0.501 2.899 2.899 
0.500 1.487 1.487 
0.350 4.003 4.677 
0.434 2.089 2.089 
0.234 2.755 2.755 
0.216 3.849 3.849 
0.416 1.980 1.980 
0.517 2.001 2.001 
0.584 2.712 2.712 
0.250 1.509 1.509 
0.434 1.247 1.247 
0.384 3.282 3.282 
0.200 4.003 4.688 
0.334 1.192 1.192 
0.266 1.563 1.563 
0.517 3.139 3.139 
0.334 2.318 2.318 
