<><><><><><><><> 
Begin: 29-Sep-2014 09:14:45 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.851 3.851 
0.533 1.729 1.729 
0.568 3.470 3.470 
0.250 1.839 1.839 
0.567 1.433 1.433 
0.450 4.004 4.262 
0.234 2.188 2.188 
0.317 3.995 5.362 
0.417 1.072 1.072 
0.585 2.286 2.286 
0.585 3.896 3.896 
0.267 3.841 3.841 
0.584 1.477 1.477 
0.584 1.248 1.248 
0.401 1.794 1.794 
0.518 2.965 2.965 
0.267 3.985 5.159 
0.366 1.172 1.172 
0.568 0.744 0.744 
0.518 1.444 1.444 
0.585 1.697 1.697 
0.468 1.149 1.149 
0.217 2.801 2.801 
0.535 2.122 2.122 
0.584 1.314 1.314 
0.467 2.812 2.812 
0.500 1.609 1.609 
0.500 2.791 2.791 
0.367 2.648 2.648 
0.467 3.514 3.514 
0.268 3.995 5.350 
0.484 3.998 4.399 
0.217 3.809 3.809 
0.317 1.040 1.040 
0.216 2.911 2.911 
0.234 1.796 1.796 
0.534 1.335 1.335 
0.484 1.007 1.007 
0.334 1.368 1.368 
0.584 3.666 3.666 
0.217 1.511 1.511 
0.383 2.068 2.068 
0.350 1.182 1.182 
0.517 1.981 1.981 
0.517 1.533 1.533 
0.283 1.247 1.247 
0.401 1.270 1.270 
0.384 2.013 2.013 
0.467 3.579 3.579 
0.483 1.379 1.379 
0.500 1.926 1.926 
0.317 1.960 1.960 
0.467 1.937 1.937 
0.467 1.982 1.982 
0.266 3.995 4.223 
0.251 1.554 1.554 
0.400 1.588 1.588 
0.583 3.995 4.375 
0.333 1.248 1.248 
0.434 1.303 1.303 
0.284 1.818 1.818 
0.501 3.294 3.294 
0.301 1.105 1.105 
0.401 1.247 1.247 
0.484 1.358 1.358 
0.551 4.007 4.382 
0.585 1.577 1.577 
0.417 1.992 1.992 
0.250 1.270 1.270 
0.266 1.203 1.203 
0.301 2.374 2.374 
0.534 2.769 2.769 
0.299 1.894 1.894 
0.534 1.445 1.445 
0.301 3.886 3.886 
0.568 1.324 1.324 
0.350 3.984 4.000 
0.284 1.478 1.478 
0.300 1.161 1.161 
0.451 1.127 1.127 
0.384 1.532 1.532 
0.350 1.237 1.237 
0.534 1.302 1.302 
0.434 3.176 3.176 
0.418 3.262 3.262 
0.566 1.631 1.631 
0.318 1.236 1.236 
0.501 2.210 2.210 
0.501 1.893 1.893 
0.350 2.594 2.594 
0.434 0.996 0.996 
0.234 3.994 4.399 
0.218 2.365 2.365 
0.417 2.189 2.189 
0.518 2.320 2.320 
0.584 3.984 4.086 
0.250 3.995 4.246 
0.434 0.832 0.832 
0.384 4.006 4.006 
0.200 1.170 1.170 
0.333 3.316 3.316 
0.267 2.255 2.255 
0.517 1.182 1.182 
0.334 2.157 2.157 
