<><><><><><><><> 
Begin: 29-Sep-2014 09:41:37 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.561 2.561 
0.533 1.193 1.193 
0.567 1.292 1.292 
0.250 2.134 2.134 
0.567 1.040 1.040 
0.451 0.809 0.809 
0.233 1.588 1.588 
0.317 2.758 2.758 
0.418 3.841 3.841 
0.584 1.379 1.379 
0.584 0.962 0.962 
0.266 1.904 1.904 
0.584 1.170 1.170 
0.584 2.562 2.562 
0.400 1.083 1.083 
0.517 4.005 4.633 
0.267 1.084 1.084 
0.367 1.609 1.609 
0.568 1.105 1.105 
0.518 1.018 1.018 
0.584 2.627 2.627 
0.468 0.996 0.996 
0.218 1.149 1.149 
0.534 0.809 0.809 
0.584 2.276 2.276 
0.467 1.192 1.192 
0.502 3.996 4.234 
0.501 0.996 0.996 
0.367 0.974 0.974 
0.467 1.871 1.871 
0.266 3.218 3.218 
0.484 1.815 1.815 
0.217 1.084 1.084 
0.318 2.834 2.834 
0.216 1.128 1.128 
0.234 1.926 1.926 
0.534 1.314 1.314 
0.484 2.857 2.857 
0.334 1.149 1.149 
0.585 1.905 1.905 
0.217 1.270 1.270 
0.383 1.357 1.357 
0.350 3.721 3.721 
0.517 2.857 2.857 
0.518 1.379 1.379 
0.283 1.171 1.171 
0.401 3.994 4.191 
0.383 1.423 1.423 
0.467 1.171 1.171 
0.485 0.854 0.854 
0.502 0.668 0.668 
0.318 3.403 3.403 
0.468 1.674 1.674 
0.467 1.478 1.478 
0.266 0.963 0.963 
0.250 1.094 1.094 
0.401 1.499 1.499 
0.584 0.908 0.908 
0.334 0.690 0.690 
0.433 1.641 1.641 
0.300 1.542 1.542 
0.500 0.820 0.820 
0.301 1.554 1.554 
0.400 1.006 1.006 
0.484 1.193 1.193 
0.567 1.346 1.346 
0.584 1.281 1.281 
0.416 2.409 2.409 
0.250 1.029 1.029 
0.266 1.686 1.686 
0.300 0.832 0.832 
0.535 1.915 1.915 
0.301 1.214 1.214 
0.533 0.832 0.832 
0.300 1.040 1.040 
0.567 1.488 1.488 
0.350 1.555 1.555 
0.284 1.379 1.379 
0.300 1.160 1.160 
0.451 2.473 2.473 
0.399 1.806 1.806 
0.349 1.336 1.336 
0.534 1.445 1.445 
0.434 0.799 0.799 
0.417 3.075 3.075 
0.567 1.368 1.368 
0.318 0.798 0.798 
0.501 2.889 2.889 
0.500 1.116 1.116 
0.350 0.799 0.799 
0.434 1.707 1.707 
0.233 0.898 0.898 
0.217 1.739 1.739 
0.417 0.755 0.755 
0.517 2.691 2.691 
0.584 2.365 2.365 
0.250 1.881 1.881 
0.434 1.182 1.182 
0.383 0.985 0.985 
0.200 0.875 0.875 
0.334 1.401 1.401 
0.267 1.576 1.576 
0.517 2.177 2.177 
0.334 1.782 1.782 
