<><><><><><><><> 
Begin: 29-Sep-2014 08:47:49 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s38 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.999 5.515 
0.534 3.984 4.765 
0.567 1.357 1.357 
0.250 1.477 1.477 
0.567 2.014 2.014 
0.450 3.995 4.354 
0.234 1.488 1.488 
0.317 1.018 1.018 
0.417 3.996 3.996 
0.584 3.994 4.990 
0.585 2.168 2.168 
0.266 3.403 3.403 
0.584 4.006 4.338 
0.584 1.904 1.904 
0.400 1.795 1.795 
0.518 1.829 1.829 
0.267 1.488 1.488 
0.366 3.997 4.398 
0.567 1.084 1.084 
0.517 2.442 2.442 
0.584 1.225 1.225 
0.467 2.222 2.222 
0.217 1.378 1.378 
0.550 2.245 2.245 
0.583 1.618 1.618 
0.468 3.995 4.881 
0.501 2.429 2.429 
0.500 2.594 2.594 
0.367 3.984 4.360 
0.467 3.602 3.602 
0.267 2.659 2.659 
0.483 2.364 2.364 
0.217 1.402 1.402 
0.318 1.597 1.597 
0.217 2.189 2.189 
0.234 4.004 4.316 
0.533 1.433 1.433 
0.484 1.138 1.138 
0.334 1.259 1.259 
0.583 3.042 3.042 
0.217 3.993 4.015 
0.384 3.994 4.749 
0.351 2.178 2.178 
0.516 3.983 4.075 
0.517 1.665 1.665 
0.283 2.014 2.014 
0.400 2.003 2.003 
0.384 3.173 3.173 
0.466 3.984 4.185 
0.484 1.057 1.057 
0.500 2.091 2.091 
0.317 2.315 2.315 
0.483 1.959 1.959 
0.467 3.371 3.371 
0.268 2.254 2.254 
0.251 2.518 2.518 
0.401 2.451 2.451 
0.584 3.993 4.333 
0.334 2.080 2.080 
0.434 3.995 4.485 
0.300 2.199 2.199 
0.501 1.511 1.511 
0.300 3.109 3.109 
0.401 2.528 2.528 
0.484 3.163 3.163 
0.567 2.877 2.877 
0.584 2.703 2.703 
0.417 3.994 4.245 
0.266 1.412 1.412 
0.267 2.615 2.615 
0.300 1.938 1.938 
0.533 3.273 3.273 
0.300 2.145 2.145 
0.533 1.182 1.182 
0.301 3.996 4.015 
0.567 1.862 1.862 
0.350 2.069 2.069 
0.284 2.867 2.867 
0.300 2.868 2.868 
0.450 3.775 3.775 
0.384 4.006 4.919 
0.350 3.207 3.207 
0.534 3.995 4.190 
0.434 1.216 1.216 
0.417 2.288 2.288 
0.567 1.237 1.237 
0.317 1.762 1.762 
0.501 2.331 2.331 
0.501 1.872 1.872 
0.350 3.821 3.821 
0.434 3.994 5.865 
0.234 1.741 1.741 
0.233 3.981 4.514 
0.417 1.794 1.794 
0.517 3.480 3.480 
0.567 2.998 2.998 
0.250 1.478 1.478 
0.434 1.641 1.641 
0.384 4.005 4.350 
0.201 1.160 1.160 
0.333 1.554 1.554 
0.267 1.565 1.565 
0.517 1.662 1.662 
0.334 1.379 1.379 
