<><><><><><><><> 
Begin: 14-Nov-2014 14:07:19 
0.417 3.990 5.994 
0.267 2.065 2.065 
0.451 1.333 1.333 
0.301 1.617 1.617 
0.467 1.661 1.661 
0.484 1.529 1.529 
0.501 1.399 1.399 
0.384 1.498 1.498 
0.234 1.771 1.771 
0.300 2.164 2.164 
0.567 2.162 2.162 
0.267 1.311 1.311 
0.534 3.990 5.993 
0.417 4.000 5.993 
0.601 2.447 2.447 
0.234 1.814 1.814 
0.384 2.776 2.776 
0.250 1.235 1.235 
0.584 2.567 2.567 
0.200 1.332 1.332 
0.516 1.334 1.334 
0.535 1.345 1.345 
0.551 2.010 2.010 
0.234 2.917 2.917 
0.367 3.027 3.027 
0.300 1.028 1.028 
0.516 1.858 1.858 
0.384 2.339 2.339 
0.567 1.421 1.421 
0.267 1.640 1.640 
0.301 2.338 2.338 
0.266 2.274 2.274 
0.250 2.492 2.492 
0.551 2.273 2.273 
0.434 2.010 2.010 
0.418 1.355 1.355 
0.267 1.333 1.333 
0.551 3.027 3.027 
0.450 3.869 3.869 
0.350 1.158 1.158 
0.416 2.143 2.143 
0.367 2.153 2.153 
0.234 3.365 3.365 
0.300 2.307 2.307 
0.250 1.442 1.442 
0.284 1.343 1.343 
0.300 1.923 1.923 
0.367 1.824 1.824 
0.216 2.853 2.853 
0.567 0.983 0.983 
0.584 2.656 2.656 
0.400 0.929 0.929 
0.400 1.377 1.377 
0.335 1.486 1.486 
0.567 1.268 1.268 
0.350 1.574 1.574 
0.250 1.291 1.291 
0.517 3.136 3.136 
0.351 1.267 1.267 
0.300 2.120 2.120 
0.367 1.191 1.191 
0.234 2.108 2.108 
0.250 2.393 2.393 
0.583 3.988 5.993 
0.584 3.998 5.994 
0.434 1.509 1.509 
0.233 1.879 1.879 
0.300 1.267 1.267 
0.350 1.072 1.072 
0.534 1.180 1.180 
0.201 2.032 2.032 
0.218 1.464 1.464 
0.267 0.885 0.885 
0.467 1.027 1.027 
0.500 2.709 2.709 
0.467 1.694 1.694 
0.384 1.115 1.115 
0.417 0.994 0.994 
0.317 1.354 1.354 
0.501 2.415 2.415 
0.284 0.919 0.919 
0.484 1.269 1.269 
0.284 1.345 1.345 
0.350 1.421 1.421 
0.450 1.137 1.137 
0.517 2.022 2.022 
0.234 1.190 1.190 
0.567 1.746 1.746 
0.517 1.476 1.476 
0.400 1.246 1.246 
0.384 1.159 1.159 
0.384 1.409 1.409 
0.334 1.574 1.574 
0.399 1.005 1.005 
0.400 1.825 1.825 
0.534 2.121 2.121 
0.517 0.874 0.874 
0.467 0.863 0.863 
0.350 1.913 1.913 
0.534 1.345 1.345 
0.417 1.072 1.072 
0.349 1.661 1.661 
0.584 3.988 5.993 
0.551 1.464 1.464 
0.417 1.115 1.115 
0.449 2.875 2.875 
0.434 3.998 5.993 
0.284 1.487 1.487 
0.317 1.476 1.476 
0.384 0.820 0.820 
0.300 1.082 1.082 
0.534 1.081 1.081 
0.284 0.787 0.787 
0.300 1.803 1.803 
0.267 0.983 0.983 
0.300 1.312 1.312 
0.384 1.169 1.169 
0.334 1.771 1.771 
0.567 1.169 1.169 
0.367 1.126 1.126 
0.284 3.991 5.984 
0.567 3.738 3.738 
0.601 1.672 1.672 
0.383 3.266 3.266 
0.251 2.492 2.492 
0.300 3.869 3.869 
0.367 1.170 1.170 
0.434 1.050 1.050 
0.301 1.639 1.639 
0.450 3.990 5.993 
0.484 3.431 3.431 
0.284 4.002 6.004 
0.250 0.994 0.994 
0.317 1.180 1.180 
0.334 2.087 2.087 
0.367 1.235 1.235 
0.401 1.476 1.476 
0.233 1.497 1.497 
0.300 1.825 1.825 
0.516 1.147 1.147 
0.217 1.246 1.246 
0.567 2.468 2.468 
0.501 1.345 1.345 
0.400 1.879 1.879 
0.434 1.519 1.519 
0.300 1.464 1.464 
0.384 1.126 1.126 
0.584 2.503 2.503 
0.417 1.191 1.191 
0.417 1.747 1.747 
0.300 1.039 1.039 
0.400 3.497 3.497 
0.450 1.311 1.311 
0.467 1.366 1.366 
0.366 1.061 1.061 
0.350 2.677 2.677 
0.601 1.028 1.028 
0.217 1.028 1.028 
0.551 1.846 1.846 
0.567 1.902 1.902 
0.518 1.682 1.682 
0.249 3.005 3.005 
0.300 1.048 1.048 
0.333 1.082 1.082 
0.467 1.945 1.945 
0.250 0.961 0.961 
0.484 2.941 2.941 
0.250 1.573 1.573 
0.467 2.241 2.241 
0.399 1.946 1.946 
0.518 2.099 2.099 
0.483 1.584 1.584 
0.567 2.775 2.775 
0.567 1.202 1.202 
0.334 1.224 1.224 
0.484 1.563 1.563 
0.284 2.623 2.623 
0.216 0.754 0.754 
0.501 1.256 1.256 
0.400 1.159 1.159 
0.400 1.432 1.432 
0.567 1.716 1.716 
0.451 2.110 2.110 
0.451 1.541 1.541 
0.551 1.072 1.072 
0.518 1.945 1.945 
0.433 1.804 1.804 
0.284 3.988 5.983 
0.300 2.066 2.066 
0.551 1.060 1.060 
0.216 1.682 1.682 
<><><><><><><><> 
RT (mean):  1.82 
Consistency:  0.12 
Self Consistency:  1.00 
<><><><><><><><> 
End: 14-Nov-2014 14:19:37 
