<><><><><><><><> 
Begin: 18-Nov-2014 17:58:26 
0.417 0.886 0.886 
0.268 0.963 0.963 
0.450 2.286 2.286 
0.300 2.473 2.473 
0.468 1.281 1.281 
0.483 1.073 1.073 
0.496 1.062 1.062 
0.384 0.974 0.974 
0.234 1.335 1.335 
0.300 1.456 1.456 
0.566 1.116 1.116 
0.266 1.215 1.215 
0.533 0.733 0.733 
0.417 1.805 1.805 
0.601 1.280 1.280 
0.233 2.659 2.659 
0.384 1.258 1.258 
0.250 1.335 1.335 
0.584 0.930 0.930 
0.200 0.864 0.864 
0.517 2.375 2.375 
0.534 2.506 2.506 
0.550 1.368 1.368 
0.234 2.200 2.200 
0.368 1.007 1.007 
0.300 1.182 1.182 
0.518 1.499 1.499 
0.367 0.985 0.985 
0.568 1.499 1.499 
0.267 1.652 1.652 
0.301 1.029 1.029 
0.267 2.757 2.757 
0.250 3.283 3.283 
0.551 2.483 2.483 
0.434 1.531 1.531 
0.418 2.669 2.669 
0.266 1.270 1.270 
0.550 1.192 1.192 
0.450 1.083 1.083 
0.350 1.511 1.511 
0.400 1.192 1.192 
0.368 2.134 2.134 
0.234 1.072 1.072 
0.300 1.150 1.150 
0.250 1.576 1.576 
0.284 0.963 0.963 
0.300 2.966 2.966 
0.367 1.106 1.106 
0.216 1.269 1.269 
0.567 1.335 1.335 
0.584 1.663 1.663 
0.399 1.017 1.017 
0.400 1.401 1.401 
0.334 3.107 3.107 
0.567 1.214 1.214 
0.350 2.122 2.122 
0.250 1.258 1.258 
0.518 0.974 0.974 
0.366 1.542 1.542 
0.301 3.063 3.063 
0.367 1.160 1.160 
0.249 1.094 1.094 
0.250 2.243 2.243 
0.584 1.139 1.139 
0.584 1.181 1.181 
0.434 2.626 2.626 
0.233 0.876 0.876 
0.300 0.832 0.832 
0.350 0.722 0.722 
0.534 1.073 1.073 
0.216 3.874 3.874 
0.216 1.061 1.061 
0.266 1.018 1.018 
0.467 0.909 0.909 
0.500 1.981 1.981 
0.467 1.084 1.084 
0.377 1.193 1.193 
0.417 1.084 1.084 
0.317 1.521 1.521 
0.501 1.542 1.542 
0.284 1.193 1.193 
0.483 0.898 0.898 
0.283 1.280 1.280 
0.350 2.638 2.638 
0.452 1.170 1.170 
0.517 0.918 0.918 
0.234 1.488 1.488 
0.567 1.127 1.127 
0.518 2.035 2.035 
0.402 0.854 0.854 
0.383 1.499 1.499 
0.384 0.952 0.952 
0.333 1.599 1.599 
0.401 1.028 1.028 
0.400 0.974 0.974 
0.533 0.908 0.908 
0.517 1.455 1.455 
0.467 1.237 1.237 
0.350 1.641 1.641 
0.533 1.510 1.510 
0.417 1.543 1.543 
0.350 1.072 1.072 
0.583 1.072 1.072 
0.550 1.400 1.400 
0.418 2.385 2.385 
0.450 0.809 0.809 
0.434 1.205 1.205 
0.283 0.865 0.865 
0.317 0.985 0.985 
0.383 1.839 1.839 
0.300 1.062 1.062 
0.534 1.259 1.259 
0.284 2.255 2.255 
0.300 2.495 2.495 
0.268 2.068 2.068 
0.300 2.102 2.102 
0.384 1.348 1.348 
0.333 2.561 2.561 
0.568 3.994 5.997 
0.367 1.870 1.870 
0.283 0.810 0.810 
0.568 2.877 2.877 
0.601 1.105 1.105 
0.384 1.783 1.783 
0.250 2.888 2.888 
0.300 1.116 1.116 
0.368 2.648 2.648 
0.434 1.062 1.062 
0.300 0.854 0.854 
0.450 1.445 1.445 
0.483 1.938 1.938 
0.283 1.193 1.193 
0.250 2.090 2.090 
0.317 3.139 3.139 
0.334 0.842 0.842 
0.367 1.629 1.629 
0.400 0.788 0.788 
0.234 1.653 1.653 
0.301 1.335 1.335 
0.518 1.280 1.280 
0.216 0.843 0.843 
0.567 1.269 1.269 
0.501 1.368 1.368 
0.401 1.171 1.171 
0.434 3.151 3.151 
0.301 1.040 1.040 
0.383 3.644 3.644 
0.584 1.325 1.325 
0.417 1.160 1.160 
0.417 1.127 1.127 
0.300 1.575 1.575 
0.400 1.466 1.466 
0.451 1.302 1.302 
0.467 1.073 1.073 
0.367 1.445 1.445 
0.349 2.749 2.749 
0.600 1.532 1.532 
0.217 1.521 1.521 
0.551 1.203 1.203 
0.567 1.257 1.257 
0.517 1.586 1.586 
0.235 1.127 1.127 
0.301 1.357 1.357 
0.334 1.357 1.357 
0.467 1.664 1.664 
0.251 2.397 2.397 
0.484 1.259 1.259 
0.250 1.498 1.498 
0.467 2.222 2.222 
0.401 1.577 1.577 
0.518 0.984 0.984 
0.484 1.040 1.040 
0.568 1.040 1.040 
0.567 1.226 1.226 
0.334 1.674 1.674 
0.485 1.204 1.204 
0.284 2.223 2.223 
0.217 3.294 3.294 
0.501 1.128 1.128 
0.400 0.776 0.776 
0.400 1.159 1.159 
0.567 0.952 0.952 
0.451 1.312 1.312 
0.451 0.941 0.941 
0.552 0.931 0.931 
0.517 2.320 2.320 
0.434 1.007 1.007 
0.283 1.741 1.741 
0.300 1.193 1.193 
0.551 1.105 1.105 
0.217 1.006 1.006 
<><><><><><><><> 
RT (mean):  1.50 
Consistency:  -0.00 
Self Consistency:  0.90 
<><><><><><><><> 
End: 18-Nov-2014 18:08:05 
