<><><><><><><><> 
Begin: 18-Nov-2014 17:23:25 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s57 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.655 1.655 
0.533 1.083 1.083 
0.567 1.061 1.061 
0.251 1.652 1.652 
0.567 1.389 1.389 
0.451 1.171 1.171 
0.234 0.986 0.986 
0.317 1.914 1.914 
0.417 2.034 2.034 
0.584 0.995 0.995 
0.584 1.662 1.662 
0.267 1.073 1.073 
0.584 1.094 1.094 
0.585 2.309 2.309 
0.401 2.243 2.243 
0.517 0.941 0.941 
0.267 2.516 2.516 
0.367 1.259 1.259 
0.567 1.007 1.007 
0.517 1.925 1.925 
0.583 1.280 1.280 
0.468 1.051 1.051 
0.217 1.257 1.257 
0.550 1.094 1.094 
0.584 1.291 1.291 
0.467 0.973 0.973 
0.500 0.908 0.908 
0.501 1.532 1.532 
0.367 1.095 1.095 
0.467 1.335 1.335 
0.268 1.314 1.314 
0.484 1.247 1.247 
0.217 1.959 1.959 
0.316 1.050 1.050 
0.218 2.264 2.264 
0.234 1.586 1.586 
0.534 1.061 1.061 
0.484 1.740 1.740 
0.333 1.094 1.094 
0.585 1.194 1.194 
0.216 1.806 1.806 
0.383 1.127 1.127 
0.350 3.818 3.818 
0.501 1.642 1.642 
0.518 1.937 1.937 
0.284 2.823 2.823 
0.400 1.324 1.324 
0.383 1.707 1.707 
0.466 0.876 0.876 
0.484 0.975 0.975 
0.500 3.357 3.357 
0.317 1.510 1.510 
0.483 1.905 1.905 
0.468 1.576 1.576 
0.267 1.149 1.149 
0.251 1.291 1.291 
0.400 0.952 0.952 
0.585 1.499 1.499 
0.334 1.192 1.192 
0.434 1.050 1.050 
0.283 2.407 2.407 
0.501 1.017 1.017 
0.300 2.373 2.373 
0.400 2.910 2.910 
0.484 1.019 1.019 
0.567 2.779 2.779 
0.585 1.302 1.302 
0.417 1.061 1.061 
0.266 1.642 1.642 
0.267 1.838 1.838 
0.300 2.725 2.725 
0.533 1.204 1.204 
0.300 1.970 1.970 
0.534 1.269 1.269 
0.301 2.199 2.199 
0.567 2.593 2.593 
0.350 3.403 3.403 
0.284 1.422 1.422 
0.301 2.320 2.320 
0.450 1.455 1.455 
0.384 1.226 1.226 
0.350 0.876 0.876 
0.533 0.897 0.897 
0.433 0.985 0.985 
0.417 2.298 2.298 
0.567 1.585 1.585 
0.318 1.466 1.466 
0.501 1.247 1.247 
0.500 1.717 1.717 
0.350 2.331 2.331 
0.434 1.860 1.860 
0.234 1.335 1.335 
0.217 1.335 1.335 
0.418 1.586 1.586 
0.518 1.784 1.784 
0.584 1.203 1.203 
0.250 1.883 1.883 
0.433 1.247 1.247 
0.384 2.113 2.113 
0.201 1.794 1.794 
0.334 1.335 1.335 
0.268 1.827 1.827 
0.517 1.214 1.214 
0.333 1.664 1.664 
