<><><><><><><><> 
Begin: 18-Nov-2014 17:39:11 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s57 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.661 2.661 
0.534 1.729 1.729 
0.568 1.401 1.401 
0.251 1.651 1.651 
0.568 1.040 1.040 
0.451 1.039 1.039 
0.233 1.389 1.389 
0.317 1.181 1.181 
0.417 0.875 0.875 
0.584 1.149 1.149 
0.585 1.662 1.662 
0.267 1.357 1.357 
0.584 0.996 0.996 
0.584 0.865 0.865 
0.400 1.301 1.301 
0.517 2.309 2.309 
0.267 1.805 1.805 
0.367 1.226 1.226 
0.568 1.105 1.105 
0.517 1.204 1.204 
0.584 1.171 1.171 
0.468 2.430 2.430 
0.217 1.247 1.247 
0.534 1.455 1.455 
0.584 0.952 0.952 
0.468 0.952 0.952 
0.501 1.051 1.051 
0.501 0.930 0.930 
0.366 1.466 1.466 
0.467 1.773 1.773 
0.267 1.039 1.039 
0.483 1.597 1.597 
0.217 1.105 1.105 
0.318 2.298 2.298 
0.217 1.696 1.696 
0.234 1.171 1.171 
0.534 2.012 2.012 
0.484 1.138 1.138 
0.333 1.128 1.128 
0.584 1.751 1.751 
0.217 1.772 1.772 
0.384 0.908 0.908 
0.351 1.062 1.062 
0.517 1.324 1.324 
0.517 1.104 1.104 
0.284 2.002 2.002 
0.400 0.865 0.865 
0.383 3.020 3.020 
0.467 0.920 0.920 
0.485 1.585 1.585 
0.501 0.930 0.930 
0.318 2.013 2.013 
0.467 1.280 1.280 
0.467 1.007 1.007 
0.267 0.853 0.853 
0.250 2.833 2.833 
0.400 0.952 0.952 
0.583 2.813 2.813 
0.334 1.260 1.260 
0.434 1.411 1.411 
0.300 1.127 1.127 
0.500 1.073 1.073 
0.301 1.455 1.455 
0.400 1.127 1.127 
0.484 0.874 0.874 
0.567 1.072 1.072 
0.583 3.206 3.206 
0.418 1.346 1.346 
0.250 1.357 1.357 
0.267 1.105 1.105 
0.301 1.542 1.542 
0.535 0.919 0.919 
0.301 1.018 1.018 
0.534 1.029 1.029 
0.300 3.031 3.031 
0.567 1.007 1.007 
0.349 1.773 1.773 
0.284 1.226 1.226 
0.300 1.279 1.279 
0.451 1.028 1.028 
0.400 1.915 1.915 
0.350 1.291 1.291 
0.534 2.483 2.483 
0.433 1.072 1.072 
0.417 1.313 1.313 
0.567 2.210 2.210 
0.318 1.312 1.312 
0.501 1.357 1.357 
0.500 0.974 0.974 
0.350 1.596 1.596 
0.434 1.192 1.192 
0.234 1.084 1.084 
0.217 1.105 1.105 
0.416 1.302 1.302 
0.517 0.930 0.930 
0.584 0.963 0.963 
0.250 0.919 0.919 
0.434 1.827 1.827 
0.384 0.995 0.995 
0.216 2.407 2.407 
0.334 0.985 0.985 
0.268 1.248 1.248 
0.517 0.658 0.658 
0.334 2.758 2.758 
