<><><><><><><><> 
Begin: 18-Nov-2014 17:48:31 
0.417 2.156 2.156 
0.267 1.280 1.280 
0.450 1.938 1.938 
0.300 1.138 1.138 
0.468 1.619 1.619 
0.484 1.040 1.040 
0.501 0.908 0.908 
0.383 1.291 1.291 
0.233 1.051 1.051 
0.300 1.970 1.970 
0.567 0.996 0.996 
0.267 1.126 1.126 
0.534 1.269 1.269 
0.417 1.783 1.783 
0.600 1.084 1.084 
0.233 3.261 3.261 
0.384 0.996 0.996 
0.250 1.192 1.192 
0.584 0.963 0.963 
0.200 2.386 2.386 
0.517 1.402 1.402 
0.534 1.149 1.149 
0.550 1.302 1.302 
0.235 1.105 1.105 
0.367 1.718 1.718 
0.300 1.105 1.105 
0.517 0.897 0.897 
0.383 2.988 2.988 
0.567 1.181 1.181 
0.267 1.072 1.072 
0.300 0.941 0.941 
0.267 3.325 3.325 
0.250 1.521 1.521 
0.550 2.330 2.330 
0.433 1.061 1.061 
0.418 1.882 1.882 
0.267 1.543 1.543 
0.551 1.281 1.281 
0.450 1.138 1.138 
0.350 1.203 1.203 
0.401 1.324 1.324 
0.367 3.293 3.293 
0.233 1.105 1.105 
0.299 2.615 2.615 
0.250 1.095 1.095 
0.283 0.844 0.844 
0.300 0.995 0.995 
0.367 2.485 2.485 
0.216 1.051 1.051 
0.568 0.820 0.820 
0.584 2.101 2.101 
0.401 1.521 1.521 
0.401 2.451 2.451 
0.334 2.386 2.386 
0.567 0.875 0.875 
0.351 1.379 1.379 
0.251 1.006 1.006 
0.516 0.975 0.975 
0.351 0.996 0.996 
0.300 1.390 1.390 
0.368 1.007 1.007 
0.234 1.139 1.139 
0.251 1.138 1.138 
0.585 1.357 1.357 
0.583 0.975 0.975 
0.434 2.198 2.198 
0.234 0.985 0.985 
0.301 1.948 1.948 
0.349 2.724 2.724 
0.534 0.875 0.875 
0.216 1.368 1.368 
0.217 1.476 1.476 
0.266 0.975 0.975 
0.467 2.571 2.571 
0.501 2.167 2.167 
0.468 2.363 2.363 
0.383 1.707 1.707 
0.417 1.335 1.335 
0.318 1.850 1.850 
0.501 2.539 2.539 
0.283 2.900 2.900 
0.483 1.105 1.105 
0.284 1.291 1.291 
0.350 1.673 1.673 
0.451 1.072 1.072 
0.517 1.597 1.597 
0.234 1.051 1.051 
0.568 2.254 2.254 
0.518 1.116 1.116 
0.400 1.116 1.116 
0.384 1.171 1.171 
0.384 3.588 3.588 
0.333 1.018 1.018 
0.401 1.073 1.073 
0.400 1.608 1.608 
0.535 0.855 0.855 
0.517 0.941 0.941 
0.467 1.925 1.925 
0.350 1.050 1.050 
0.534 1.138 1.138 
0.418 0.864 0.864 
0.350 1.444 1.444 
0.583 1.083 1.083 
0.551 1.117 1.117 
0.418 1.029 1.029 
0.450 1.367 1.367 
0.434 1.619 1.619 
0.284 1.193 1.193 
0.317 1.116 1.116 
0.384 0.996 0.996 
0.300 1.148 1.148 
0.534 1.138 1.138 
0.284 1.116 1.116 
0.299 0.962 0.962 
0.267 1.302 1.302 
0.300 0.995 0.995 
0.384 2.045 2.045 
0.333 1.182 1.182 
0.567 1.663 1.663 
0.367 2.835 2.835 
0.283 1.215 1.215 
0.568 1.050 1.050 
0.600 1.662 1.662 
0.383 1.138 1.138 
0.249 1.018 1.018 
0.301 1.182 1.182 
0.368 0.974 0.974 
0.434 1.127 1.127 
0.300 1.225 1.225 
0.451 2.133 2.133 
0.484 3.840 3.840 
0.284 1.324 1.324 
0.251 3.217 3.217 
0.317 1.104 1.104 
0.334 1.369 1.369 
0.368 1.850 1.850 
0.401 3.338 3.338 
0.234 1.017 1.017 
0.301 1.653 1.653 
0.518 2.362 2.362 
0.216 1.171 1.171 
0.568 3.654 3.654 
0.500 2.376 2.376 
0.400 1.597 1.597 
0.434 1.281 1.281 
0.300 1.663 1.663 
0.384 0.864 0.864 
0.583 0.897 0.897 
0.417 0.853 0.853 
0.417 3.993 4.202 
0.300 1.335 1.335 
0.401 1.510 1.510 
0.451 1.094 1.094 
0.467 0.843 0.843 
0.367 1.610 1.610 
0.350 3.331 3.331 
0.601 1.269 1.269 
0.216 1.138 1.138 
0.551 1.149 1.149 
0.567 2.298 2.298 
0.517 3.075 3.075 
0.250 2.966 2.966 
0.300 1.642 1.642 
0.333 1.072 1.072 
0.482 0.996 0.996 
0.250 1.915 1.915 
0.485 2.265 2.265 
0.250 2.769 2.769 
0.467 1.160 1.160 
0.401 3.994 4.015 
0.518 1.182 1.182 
0.484 1.871 1.871 
0.567 1.247 1.247 
0.551 1.039 1.039 
0.333 1.753 1.753 
0.483 1.422 1.422 
0.284 1.905 1.905 
0.216 1.587 1.587 
0.501 2.375 2.375 
0.401 1.204 1.204 
0.400 1.357 1.357 
0.567 1.805 1.805 
0.451 1.927 1.927 
0.450 1.466 1.466 
0.551 1.083 1.083 
0.518 2.276 2.276 
0.434 1.555 1.555 
0.284 3.174 3.174 
0.301 1.751 1.751 
0.551 1.806 1.806 
0.216 1.159 1.159 
<><><><><><><><> 
RT (mean):  1.51 
Consistency:  0.20 
Self Consistency:  0.88 
<><><><><><><><> 
End: 18-Nov-2014 17:58:05 
