<><><><><><><><> 
Begin: 22-Oct-2014 13:45:23 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s35 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.556 1.556 
0.534 1.139 1.139 
0.567 1.324 1.324 
0.250 1.193 1.193 
0.567 1.380 1.380 
0.450 0.997 0.997 
0.234 2.133 2.133 
0.317 1.061 1.061 
0.417 1.576 1.576 
0.583 1.663 1.663 
0.585 1.390 1.390 
0.267 1.367 1.367 
0.584 1.313 1.313 
0.584 1.116 1.116 
0.401 1.707 1.707 
0.517 2.606 2.606 
0.267 1.182 1.182 
0.368 1.750 1.750 
0.567 1.346 1.346 
0.516 1.489 1.489 
0.585 1.631 1.631 
0.468 1.051 1.051 
0.217 1.674 1.674 
0.550 1.588 1.588 
0.583 3.984 3.999 
0.467 1.127 1.127 
0.502 1.521 1.521 
0.501 1.182 1.182 
0.367 1.893 1.893 
0.468 3.994 5.994 
0.266 0.831 0.831 
0.483 1.149 1.149 
0.216 1.258 1.258 
0.318 3.994 5.995 
0.217 0.919 0.919 
0.234 1.346 1.346 
0.533 1.751 1.751 
0.484 0.864 0.864 
0.334 0.931 0.931 
0.584 1.707 1.707 
0.216 1.357 1.357 
0.384 2.146 2.146 
0.349 2.517 2.517 
0.516 2.681 2.681 
0.518 1.072 1.072 
0.283 2.332 2.332 
0.400 1.181 1.181 
0.384 1.444 1.444 
0.467 1.839 1.839 
0.484 2.112 2.112 
0.501 1.587 1.587 
0.317 1.498 1.498 
0.468 1.073 1.073 
0.467 1.040 1.040 
0.266 1.935 1.935 
0.251 2.812 2.812 
0.400 1.094 1.094 
0.585 0.952 0.952 
0.333 1.477 1.477 
0.434 1.204 1.204 
0.284 2.934 2.934 
0.500 2.440 2.440 
0.301 1.335 1.335 
0.401 1.039 1.039 
0.484 1.127 1.127 
0.552 1.686 1.686 
0.583 1.586 1.586 
0.418 2.244 2.244 
0.266 2.517 2.517 
0.267 2.232 2.232 
0.300 1.520 1.520 
0.534 2.024 2.024 
0.300 1.609 1.609 
0.534 1.258 1.258 
0.301 3.075 3.075 
0.568 1.095 1.095 
0.350 1.751 1.751 
0.283 1.587 1.587 
0.301 1.553 1.553 
0.451 2.286 2.286 
0.384 1.040 1.040 
0.350 1.313 1.313 
0.534 1.050 1.050 
0.433 1.456 1.456 
0.418 2.428 2.428 
0.567 1.281 1.281 
0.317 2.364 2.364 
0.501 1.138 1.138 
0.501 1.248 1.248 
0.350 2.057 2.057 
0.434 2.506 2.506 
0.234 2.418 2.418 
0.218 1.455 1.455 
0.417 1.531 1.531 
0.517 3.294 3.294 
0.584 1.827 1.827 
0.251 2.221 2.221 
0.434 1.215 1.215 
0.384 2.223 2.223 
0.200 1.936 1.936 
0.334 1.905 1.905 
0.267 1.182 1.182 
0.517 3.994 5.998 
0.333 1.083 1.083 
