<><><><><><><><> 
Begin: 02-Oct-2014 14:26:13 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s13 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.389 2.389 
0.534 1.499 1.499 
0.568 1.346 1.346 
0.250 1.488 1.488 
0.567 1.367 1.367 
0.451 0.831 0.831 
0.250 1.378 1.378 
0.316 2.123 2.123 
0.417 1.422 1.422 
0.584 1.138 1.138 
0.584 2.090 2.090 
0.267 3.327 3.327 
0.585 1.083 1.083 
0.584 1.117 1.117 
0.401 2.144 2.144 
0.518 1.149 1.149 
0.250 1.170 1.170 
0.367 1.905 1.905 
0.568 1.531 1.531 
0.517 2.100 2.100 
0.584 1.476 1.476 
0.467 1.236 1.236 
0.216 1.214 1.214 
0.550 1.236 1.236 
0.583 2.275 2.275 
0.468 2.319 2.319 
0.501 2.865 2.865 
0.501 1.488 1.488 
0.366 1.795 1.795 
0.466 1.718 1.718 
0.267 1.258 1.258 
0.483 1.552 1.552 
0.217 3.314 3.314 
0.317 2.954 2.954 
0.217 2.144 2.144 
0.235 2.242 2.242 
0.534 2.832 2.832 
0.483 1.554 1.554 
0.334 1.903 1.903 
0.584 2.057 2.057 
0.217 1.947 1.947 
0.383 1.170 1.170 
0.351 1.696 1.696 
0.517 1.224 1.224 
0.517 1.422 1.422 
0.283 1.672 1.672 
0.400 2.527 2.527 
0.384 1.871 1.871 
0.467 2.504 2.504 
0.484 1.674 1.674 
0.500 2.177 2.177 
0.317 2.079 2.079 
0.467 1.893 1.893 
0.467 1.116 1.116 
0.267 1.640 1.640 
0.250 3.204 3.204 
0.400 1.509 1.509 
0.585 1.357 1.357 
0.334 2.035 2.035 
0.434 2.034 2.034 
0.285 2.232 2.232 
0.501 2.943 2.943 
0.300 1.697 1.697 
0.400 2.416 2.416 
0.484 1.980 1.980 
0.551 1.869 1.869 
0.584 2.373 2.373 
0.417 3.007 3.007 
0.250 2.045 2.045 
0.266 1.751 1.751 
0.300 3.510 3.510 
0.534 1.412 1.412 
0.301 1.259 1.259 
0.533 2.417 2.417 
0.300 2.165 2.165 
0.566 3.437 3.437 
0.335 3.805 3.805 
0.284 2.058 2.058 
0.300 2.464 2.464 
0.450 2.090 2.090 
0.384 1.521 1.521 
0.350 1.202 1.202 
0.534 2.254 2.254 
0.433 2.515 2.515 
0.418 1.684 1.684 
0.568 1.488 1.488 
0.317 2.735 2.735 
0.501 3.083 3.083 
0.500 2.341 2.341 
0.350 2.429 2.429 
0.434 3.621 3.621 
0.233 1.487 1.487 
0.218 1.902 1.902 
0.417 1.858 1.858 
0.517 1.214 1.214 
0.583 3.096 3.096 
0.251 3.611 3.611 
0.433 1.280 1.280 
0.384 2.090 2.090 
0.201 1.161 1.161 
0.334 2.746 2.746 
0.266 1.575 1.575 
0.518 1.422 1.422 
0.333 1.160 1.160 
