<><><><><><><><> 
Begin: 02-Oct-2014 14:11:21 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s13 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.999 1.879 1.879 
0.532 2.820 2.820 
0.567 3.138 3.138 
0.249 2.318 2.318 
0.567 2.566 2.566 
0.451 3.016 3.016 
0.234 1.847 1.847 
0.317 1.870 1.870 
0.417 1.410 1.410 
0.584 3.998 5.993 
0.584 1.071 1.071 
0.267 2.502 2.502 
0.583 1.540 1.540 
0.584 2.088 2.088 
0.400 1.607 1.607 
0.516 1.552 1.552 
0.267 2.175 2.175 
0.367 3.848 3.848 
0.567 2.820 2.820 
0.517 3.565 3.565 
0.584 3.999 5.993 
0.467 2.284 2.284 
0.217 2.765 2.765 
0.550 2.185 2.185 
0.584 3.750 3.750 
0.468 3.399 3.399 
0.501 1.945 1.945 
0.501 3.552 3.552 
0.367 3.989 5.983 
0.467 1.750 1.750 
0.267 2.939 2.939 
0.483 2.591 2.591 
0.217 2.777 2.777 
0.317 2.875 2.875 
0.216 1.890 1.890 
0.235 2.797 2.797 
0.534 2.766 2.766 
0.484 2.556 2.556 
0.334 1.616 1.616 
0.585 1.684 1.684 
0.217 1.792 1.792 
0.384 2.558 2.558 
0.350 3.388 3.388 
0.501 1.542 1.542 
0.517 3.476 3.476 
0.284 2.722 2.722 
0.401 2.372 2.372 
0.384 2.819 2.819 
0.467 1.813 1.813 
0.483 3.213 3.213 
0.501 1.890 1.890 
0.317 3.923 3.923 
0.468 2.699 2.699 
0.466 2.504 2.504 
0.267 2.789 2.789 
0.250 2.394 2.394 
0.401 3.348 3.348 
0.585 1.979 1.979 
0.334 3.049 3.049 
0.433 3.607 3.607 
0.300 3.793 3.793 
0.500 3.059 3.059 
0.299 2.153 2.153 
0.400 2.896 2.896 
0.484 3.989 5.995 
0.567 3.988 4.147 
0.585 1.082 1.082 
0.417 1.870 1.870 
0.251 3.082 3.082 
0.266 2.917 2.917 
0.300 1.552 1.552 
0.534 3.775 3.775 
0.300 3.715 3.715 
0.534 3.715 3.715 
0.300 1.935 1.935 
0.567 4.000 6.005 
0.334 3.017 3.017 
0.284 2.021 2.021 
0.300 2.480 2.480 
0.451 2.350 2.350 
0.384 2.110 2.110 
0.350 1.749 1.749 
0.533 4.000 4.114 
0.434 1.607 1.607 
0.417 1.771 1.771 
0.568 3.376 3.376 
0.317 3.791 3.791 
0.501 2.688 2.688 
0.501 2.144 2.144 
0.350 2.470 2.470 
0.434 2.918 2.918 
0.233 2.535 2.535 
0.217 1.661 1.661 
0.418 3.988 4.069 
0.517 1.311 1.311 
0.584 2.810 2.810 
0.250 2.076 2.076 
0.434 1.148 1.148 
0.383 1.267 1.267 
0.200 1.038 1.038 
0.333 3.017 3.017 
0.267 1.300 1.300 
0.517 2.208 2.208 
0.334 2.112 2.112 
