<><><><><><><><> 
Begin: 02-Oct-2014 15:07:26 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s13 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.291 1.291 
0.534 1.281 1.281 
0.567 1.411 1.411 
0.250 0.964 0.964 
0.568 1.727 1.727 
0.452 1.303 1.303 
0.234 1.247 1.247 
0.317 0.898 0.898 
0.417 0.810 0.810 
0.583 0.678 0.678 
0.585 1.007 1.007 
0.267 0.799 0.799 
0.584 0.865 0.865 
0.584 1.072 1.072 
0.400 0.667 0.667 
0.518 0.864 0.864 
0.266 0.667 0.667 
0.367 1.664 1.664 
0.568 0.756 0.756 
0.517 1.226 1.226 
0.584 1.007 1.007 
0.468 0.831 0.831 
0.216 2.221 2.221 
0.550 2.035 2.035 
0.568 0.886 0.886 
0.468 0.952 0.952 
0.501 1.094 1.094 
0.500 1.509 1.509 
0.366 1.213 1.213 
0.467 1.215 1.215 
0.267 1.673 1.673 
0.483 1.192 1.192 
0.216 1.334 1.334 
0.318 2.145 2.145 
0.217 1.729 1.729 
0.234 2.932 2.932 
0.534 1.279 1.279 
0.483 1.203 1.203 
0.333 0.940 0.940 
0.583 2.428 2.428 
0.217 1.465 1.465 
0.384 1.465 1.465 
0.350 1.072 1.072 
0.516 0.634 0.634 
0.517 1.433 1.433 
0.282 2.067 2.067 
0.400 0.831 0.831 
0.383 0.919 0.919 
0.467 1.390 1.390 
0.483 0.833 0.833 
0.500 1.731 1.731 
0.317 1.904 1.904 
0.468 1.017 1.017 
0.467 1.072 1.072 
0.267 1.740 1.740 
0.250 2.429 2.429 
0.400 1.095 1.095 
0.584 1.181 1.181 
0.334 2.144 2.144 
0.434 1.006 1.006 
0.284 1.368 1.368 
0.501 1.172 1.172 
0.301 2.626 2.626 
0.400 1.050 1.050 
0.484 1.050 1.050 
0.551 1.083 1.083 
0.585 1.498 1.498 
0.417 1.489 1.489 
0.266 1.246 1.246 
0.267 1.073 1.073 
0.300 0.831 0.831 
0.534 1.040 1.040 
0.300 0.952 0.952 
0.534 0.711 0.711 
0.300 0.722 0.722 
0.567 1.455 1.455 
0.334 1.116 1.116 
0.284 1.292 1.292 
0.300 0.886 0.886 
0.450 1.378 1.378 
0.384 0.689 0.689 
0.350 1.018 1.018 
0.535 1.269 1.269 
0.433 0.602 0.602 
0.417 1.039 1.039 
0.568 1.115 1.115 
0.318 1.017 1.017 
0.501 1.148 1.148 
0.501 0.952 0.952 
0.350 1.006 1.006 
0.434 1.423 1.423 
0.233 0.897 0.897 
0.217 0.908 0.908 
0.418 0.930 0.930 
0.517 0.668 0.668 
0.584 1.171 1.171 
0.250 1.050 1.050 
0.434 1.083 1.083 
0.384 1.269 1.269 
0.200 1.150 1.150 
0.333 0.908 0.908 
0.267 0.711 0.711 
0.517 0.799 0.799 
0.333 0.918 0.918 
