<><><><><><><><> 
Begin: 03-Oct-2014 16:11:04 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s24 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.170 1.170 
0.534 1.937 1.937 
0.567 2.363 2.363 
0.250 1.509 1.509 
0.567 1.772 1.772 
0.450 2.232 2.232 
0.234 2.341 2.341 
0.316 1.510 1.510 
0.418 2.177 2.177 
0.583 1.323 1.323 
0.584 1.172 1.172 
0.267 1.116 1.116 
0.585 0.941 0.941 
0.584 1.160 1.160 
0.400 1.378 1.378 
0.517 1.368 1.368 
0.267 1.258 1.258 
0.367 2.299 2.299 
0.567 1.379 1.379 
0.517 1.684 1.684 
0.584 1.225 1.225 
0.468 1.882 1.882 
0.217 1.281 1.281 
0.534 1.959 1.959 
0.583 1.127 1.127 
0.468 1.270 1.270 
0.500 1.106 1.106 
0.501 1.564 1.564 
0.366 0.962 0.962 
0.467 1.695 1.695 
0.266 1.379 1.379 
0.484 1.061 1.061 
0.217 1.990 1.990 
0.316 1.280 1.280 
0.216 1.585 1.585 
0.234 0.963 0.963 
0.533 3.183 3.183 
0.484 3.085 3.085 
0.334 1.335 1.335 
0.583 0.941 0.941 
0.216 1.093 1.093 
0.383 0.908 0.908 
0.350 1.389 1.389 
0.517 1.717 1.717 
0.518 1.072 1.072 
0.284 1.159 1.159 
0.400 1.138 1.138 
0.384 1.325 1.325 
0.467 1.357 1.357 
0.484 1.029 1.029 
0.501 1.116 1.116 
0.317 1.367 1.367 
0.468 0.973 0.973 
0.467 1.422 1.422 
0.267 0.996 0.996 
0.251 1.149 1.149 
0.400 1.171 1.171 
0.585 1.226 1.226 
0.334 1.051 1.051 
0.434 0.963 0.963 
0.300 1.061 1.061 
0.500 1.456 1.456 
0.301 1.313 1.313 
0.400 0.974 0.974 
0.484 1.039 1.039 
0.566 1.368 1.368 
0.583 1.215 1.215 
0.416 1.160 1.160 
0.251 1.073 1.073 
0.267 1.673 1.673 
0.301 1.335 1.335 
0.534 2.013 2.013 
0.300 1.236 1.236 
0.534 1.258 1.258 
0.301 1.653 1.653 
0.567 1.313 1.313 
0.334 1.411 1.411 
0.283 2.003 2.003 
0.301 1.477 1.477 
0.451 1.313 1.313 
0.384 1.007 1.007 
0.349 1.095 1.095 
0.533 0.766 0.766 
0.434 1.794 1.794 
0.417 1.039 1.039 
0.568 1.806 1.806 
0.318 1.084 1.084 
0.502 0.930 0.930 
0.500 0.776 0.776 
0.351 1.061 1.061 
0.434 1.127 1.127 
0.233 1.171 1.171 
0.216 1.279 1.279 
0.417 1.389 1.389 
0.517 0.907 0.907 
0.583 1.269 1.269 
0.250 2.472 2.472 
0.434 0.919 0.919 
0.384 2.845 2.845 
0.200 1.357 1.357 
0.334 0.996 0.996 
0.266 1.248 1.248 
0.518 1.072 1.072 
0.333 1.630 1.630 
