<><><><><><><><> 
Begin: 03-Oct-2014 16:01:23 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s24 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.181 1.181 
0.533 1.707 1.707 
0.567 2.187 2.187 
0.250 1.237 1.237 
0.566 1.336 1.336 
0.451 1.214 1.214 
0.249 2.057 2.057 
0.317 1.249 1.249 
0.417 2.472 2.472 
0.585 1.314 1.314 
0.583 1.083 1.083 
0.267 1.292 1.292 
0.584 1.268 1.268 
0.585 1.137 1.137 
0.401 1.388 1.388 
0.517 1.325 1.325 
0.266 1.870 1.870 
0.368 1.729 1.729 
0.567 2.188 2.188 
0.518 1.412 1.412 
0.585 1.323 1.323 
0.467 1.258 1.258 
0.217 2.462 2.462 
0.550 2.112 2.112 
0.584 1.378 1.378 
0.468 2.068 2.068 
0.501 1.881 1.881 
0.501 2.549 2.549 
0.367 1.314 1.314 
0.468 1.892 1.892 
0.267 1.367 1.367 
0.484 2.079 2.079 
0.216 1.258 1.258 
0.317 1.883 1.883 
0.217 1.062 1.062 
0.234 1.400 1.400 
0.534 1.171 1.171 
0.484 0.985 0.985 
0.334 1.422 1.422 
0.583 1.411 1.411 
0.217 1.816 1.816 
0.384 1.423 1.423 
0.350 1.325 1.325 
0.501 1.203 1.203 
0.517 0.952 0.952 
0.283 1.936 1.936 
0.401 1.138 1.138 
0.384 1.181 1.181 
0.467 1.182 1.182 
0.484 1.575 1.575 
0.501 1.127 1.127 
0.317 1.500 1.500 
0.468 1.149 1.149 
0.468 1.160 1.160 
0.268 1.762 1.762 
0.251 1.630 1.630 
0.401 2.725 2.725 
0.584 1.258 1.258 
0.334 2.200 2.200 
0.434 1.029 1.029 
0.300 0.941 0.941 
0.501 1.204 1.204 
0.300 2.353 2.353 
0.401 1.259 1.259 
0.483 1.521 1.521 
0.567 1.127 1.127 
0.584 1.674 1.674 
0.418 1.991 1.991 
0.251 1.292 1.292 
0.267 1.159 1.159 
0.301 1.554 1.554 
0.534 2.309 2.309 
0.300 1.291 1.291 
0.534 1.215 1.215 
0.300 1.040 1.040 
0.568 1.346 1.346 
0.350 1.182 1.182 
0.285 0.985 0.985 
0.300 1.280 1.280 
0.450 1.881 1.881 
0.400 1.346 1.346 
0.350 1.477 1.477 
0.535 1.323 1.323 
0.434 1.281 1.281 
0.418 1.280 1.280 
0.567 1.072 1.072 
0.316 1.313 1.313 
0.501 1.040 1.040 
0.500 0.996 0.996 
0.351 1.445 1.445 
0.434 1.532 1.532 
0.234 1.466 1.466 
0.233 1.204 1.204 
0.417 1.182 1.182 
0.517 1.389 1.389 
0.584 1.314 1.314 
0.250 1.970 1.970 
0.434 0.765 0.765 
0.384 0.821 0.821 
0.200 1.006 1.006 
0.333 1.268 1.268 
0.267 1.181 1.181 
0.517 1.576 1.576 
0.334 1.302 1.302 
