<><><><><><><><> 
Begin: 27-Oct-2014 14:08:32 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s19 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.132 2.132 
0.533 1.017 1.017 
0.567 1.542 1.542 
0.250 2.275 2.275 
0.568 1.433 1.433 
0.450 3.456 3.456 
0.234 1.323 1.323 
0.318 3.993 5.994 
0.417 3.041 3.041 
0.584 2.789 2.789 
0.584 2.646 2.646 
0.267 1.609 1.609 
0.584 1.608 1.608 
0.584 1.848 1.848 
0.400 1.958 1.958 
0.517 1.083 1.083 
0.267 1.422 1.422 
0.367 0.995 0.995 
0.567 1.926 1.926 
0.517 2.954 2.954 
0.584 1.204 1.204 
0.467 1.586 1.586 
0.217 1.803 1.803 
0.534 4.004 6.003 
0.584 3.743 3.743 
0.467 1.290 1.290 
0.501 1.717 1.717 
0.500 2.483 2.483 
0.367 1.476 1.476 
0.467 1.126 1.126 
0.267 1.093 1.093 
0.484 1.105 1.105 
0.218 1.336 1.336 
0.316 1.269 1.269 
0.217 1.608 1.608 
0.234 3.817 3.817 
0.533 2.877 2.877 
0.484 1.565 1.565 
0.334 0.962 0.962 
0.584 1.050 1.050 
0.217 1.160 1.160 
0.383 1.171 1.171 
0.350 1.236 1.236 
0.501 2.492 2.492 
0.517 1.794 1.794 
0.284 1.529 1.529 
0.400 2.791 2.791 
0.384 2.122 2.122 
0.467 1.488 1.488 
0.484 2.176 2.176 
0.501 1.444 1.444 
0.317 1.192 1.192 
0.467 2.768 2.768 
0.467 1.246 1.246 
0.267 1.170 1.170 
0.250 1.400 1.400 
0.400 1.313 1.313 
0.583 1.772 1.772 
0.334 1.893 1.893 
0.434 1.979 1.979 
0.284 3.567 3.567 
0.501 1.968 1.968 
0.300 2.482 2.482 
0.400 1.903 1.903 
0.484 3.161 3.161 
0.567 0.963 0.963 
0.584 2.013 2.013 
0.417 2.144 2.144 
0.250 1.729 1.729 
0.267 0.831 0.831 
0.299 1.192 1.192 
0.534 1.072 1.072 
0.300 1.640 1.640 
0.534 2.013 2.013 
0.299 1.214 1.214 
0.568 1.182 1.182 
0.350 2.811 2.811 
0.284 1.729 1.729 
0.301 1.532 1.532 
0.450 1.783 1.783 
0.384 2.199 2.199 
0.350 1.126 1.126 
0.534 0.963 0.963 
0.434 3.444 3.444 
0.417 1.017 1.017 
0.567 1.301 1.301 
0.317 0.984 0.984 
0.501 1.356 1.356 
0.501 1.432 1.432 
0.350 1.772 1.772 
0.434 1.379 1.379 
0.234 1.804 1.804 
0.217 1.412 1.412 
0.417 3.662 3.662 
0.517 1.171 1.171 
0.584 1.728 1.728 
0.250 3.501 3.501 
0.434 1.170 1.170 
0.384 4.001 4.081 
0.200 2.538 2.538 
0.334 2.067 2.067 
0.266 1.772 1.772 
0.517 1.673 1.673 
0.334 2.977 2.977 
