<><><><><><><><> 
Begin: 27-Oct-2014 14:43:23 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s19 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.085 2.085 
0.534 0.898 0.898 
0.567 0.886 0.886 
0.251 1.040 1.040 
0.567 0.723 0.723 
0.450 0.734 0.734 
0.234 1.008 1.008 
0.317 0.744 0.744 
0.416 1.096 1.096 
0.584 0.668 0.668 
0.584 0.810 0.810 
0.267 1.521 1.521 
0.584 1.226 1.226 
0.584 1.751 1.751 
0.400 1.467 1.467 
0.517 1.018 1.018 
0.267 0.690 0.690 
0.366 1.215 1.215 
0.568 0.887 0.887 
0.517 1.062 1.062 
0.584 1.116 1.116 
0.467 0.875 0.875 
0.217 1.062 1.062 
0.534 0.778 0.778 
0.583 0.657 0.657 
0.467 2.333 2.333 
0.500 0.820 0.820 
0.501 0.854 0.854 
0.367 0.909 0.909 
0.467 0.678 0.678 
0.266 1.160 1.160 
0.484 0.997 0.997 
0.217 1.270 1.270 
0.317 1.741 1.741 
0.217 1.325 1.325 
0.234 0.843 0.843 
0.534 1.258 1.258 
0.484 0.810 0.810 
0.334 0.985 0.985 
0.584 0.942 0.942 
0.217 1.171 1.171 
0.384 0.942 0.942 
0.350 1.193 1.193 
0.501 0.493 0.493 
0.517 0.942 0.942 
0.283 1.346 1.346 
0.400 0.853 0.853 
0.384 0.799 0.799 
0.467 1.303 1.303 
0.484 0.788 0.788 
0.500 0.678 0.678 
0.317 0.788 0.788 
0.468 0.800 0.800 
0.467 1.029 1.029 
0.267 0.898 0.898 
0.250 1.204 1.204 
0.400 1.598 1.598 
0.585 1.664 1.664 
0.334 0.974 0.974 
0.434 1.117 1.117 
0.284 0.909 0.909 
0.500 1.215 1.215 
0.300 0.994 0.994 
0.400 0.800 0.800 
0.484 0.952 0.952 
0.551 2.135 2.135 
0.584 1.040 1.040 
0.417 0.646 0.646 
0.250 0.996 0.996 
0.267 0.886 0.886 
0.300 1.183 1.183 
0.534 0.909 0.909 
0.301 0.723 0.723 
0.534 0.734 0.734 
0.300 0.723 0.723 
0.567 0.853 0.853 
0.350 0.800 0.800 
0.284 0.833 0.833 
0.300 0.755 0.755 
0.451 1.379 1.379 
0.383 1.423 1.423 
0.350 0.984 0.984 
0.534 1.030 1.030 
0.434 0.854 0.854 
0.418 2.276 2.276 
0.568 0.613 0.613 
0.316 0.810 0.810 
0.501 0.855 0.855 
0.500 0.733 0.733 
0.350 0.930 0.930 
0.434 0.581 0.581 
0.233 0.766 0.766 
0.218 0.832 0.832 
0.418 0.667 0.667 
0.517 0.602 0.602 
0.568 0.613 0.613 
0.250 0.963 0.963 
0.433 0.865 0.865 
0.384 0.963 0.963 
0.200 0.844 0.844 
0.334 0.678 0.678 
0.268 0.974 0.974 
0.517 0.875 0.875 
0.334 0.712 0.712 
