<><><><><><><><> 
Begin: 27-Oct-2014 14:58:48 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s19 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.602 1.602 
0.534 1.029 1.029 
0.567 1.051 1.051 
0.251 1.029 1.029 
0.568 1.117 1.117 
0.452 1.259 1.259 
0.233 0.886 0.886 
0.317 0.898 0.898 
0.418 0.931 0.931 
0.584 1.072 1.072 
0.584 0.767 0.767 
0.267 0.975 0.975 
0.583 0.920 0.920 
0.583 0.810 0.810 
0.401 0.974 0.974 
0.516 0.778 0.778 
0.267 0.854 0.854 
0.367 0.690 0.690 
0.567 0.777 0.777 
0.517 0.777 0.777 
0.584 1.029 1.029 
0.467 0.722 0.722 
0.217 1.248 1.248 
0.550 1.872 1.872 
0.584 1.335 1.335 
0.468 0.777 0.777 
0.501 0.701 0.701 
0.501 0.680 0.680 
0.367 0.812 0.812 
0.467 0.766 0.766 
0.267 1.872 1.872 
0.484 2.573 2.573 
0.217 1.906 1.906 
0.317 1.061 1.061 
0.217 0.930 0.930 
0.234 0.821 0.821 
0.534 0.810 0.810 
0.483 0.668 0.668 
0.334 1.577 1.577 
0.584 0.712 0.712 
0.217 0.996 0.996 
0.383 2.102 2.102 
0.351 1.193 1.193 
0.517 1.368 1.368 
0.518 0.865 0.865 
0.284 1.105 1.105 
0.401 1.182 1.182 
0.384 1.434 1.434 
0.467 0.723 0.723 
0.484 0.963 0.963 
0.501 0.842 0.842 
0.317 1.139 1.139 
0.467 1.106 1.106 
0.468 0.591 0.591 
0.267 0.831 0.831 
0.250 0.974 0.974 
0.400 0.876 0.876 
0.584 0.766 0.766 
0.334 0.832 0.832 
0.433 1.018 1.018 
0.300 0.909 0.909 
0.501 0.942 0.942 
0.300 0.832 0.832 
0.401 0.712 0.712 
0.483 0.700 0.700 
0.551 0.778 0.778 
0.584 1.555 1.555 
0.417 0.855 0.855 
0.251 0.733 0.733 
0.267 1.227 1.227 
0.301 1.237 1.237 
0.535 2.310 2.310 
0.300 2.037 2.037 
0.534 2.310 2.310 
0.300 0.777 0.777 
0.567 0.821 0.821 
0.350 0.920 0.920 
0.284 0.931 0.931 
0.300 1.097 1.097 
0.451 0.734 0.734 
0.384 0.668 0.668 
0.350 1.391 1.391 
0.534 1.707 1.707 
0.434 1.347 1.347 
0.418 0.986 0.986 
0.568 0.821 0.821 
0.317 0.854 0.854 
0.501 0.832 0.832 
0.501 0.831 0.831 
0.350 0.909 0.909 
0.434 0.766 0.766 
0.233 1.696 1.696 
0.217 1.390 1.390 
0.417 0.766 0.766 
0.517 0.788 0.788 
0.583 0.986 0.986 
0.250 1.007 1.007 
0.434 1.466 1.466 
0.384 0.942 0.942 
0.201 1.379 1.379 
0.333 0.941 0.941 
0.267 1.073 1.073 
0.518 0.908 0.908 
0.333 1.008 1.008 
