<><><><><><><><> 
Begin: 02-Oct-2014 12:56:35 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s31 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.043 2.043 
0.534 1.225 1.225 
0.567 0.657 0.657 
0.250 1.291 1.291 
0.575 0.962 0.962 
0.454 0.766 0.766 
0.234 0.843 0.843 
0.317 0.875 0.875 
0.417 1.050 1.050 
0.584 0.689 0.689 
0.583 0.700 0.700 
0.267 1.007 1.007 
0.584 1.411 1.411 
0.584 0.799 0.799 
0.401 0.985 0.985 
0.517 1.050 1.050 
0.267 2.343 2.343 
0.367 0.931 0.931 
0.568 1.193 1.193 
0.516 0.679 0.679 
0.584 0.743 0.743 
0.467 0.657 0.657 
0.217 0.809 0.809 
0.550 0.558 0.558 
0.568 0.624 0.624 
0.467 0.635 0.635 
0.500 0.558 0.558 
0.501 2.387 2.387 
0.367 0.875 0.875 
0.467 0.973 0.973 
0.267 0.952 0.952 
0.484 1.226 1.226 
0.216 1.477 1.477 
0.317 1.533 1.533 
0.217 0.844 0.844 
0.234 0.920 0.920 
0.534 1.204 1.204 
0.484 1.259 1.259 
0.334 0.832 0.832 
0.584 1.401 1.401 
0.218 0.974 0.974 
0.384 0.777 0.777 
0.350 0.689 0.689 
0.517 1.422 1.422 
0.517 1.084 1.084 
0.284 1.007 1.007 
0.400 0.657 0.657 
0.384 2.801 2.801 
0.467 1.127 1.127 
0.484 1.674 1.674 
0.501 1.476 1.476 
0.316 1.937 1.937 
0.468 1.849 1.849 
0.467 0.986 0.986 
0.267 0.733 0.733 
0.251 0.624 0.624 
0.401 0.843 0.843 
0.583 1.301 1.301 
0.334 0.558 0.558 
0.434 0.755 0.755 
0.284 0.908 0.908 
0.500 0.635 0.635 
0.301 1.028 1.028 
0.400 0.744 0.744 
0.483 0.865 0.865 
0.551 0.788 0.788 
0.585 0.700 0.700 
0.417 0.634 0.634 
0.251 1.072 1.072 
0.267 0.711 0.711 
0.300 0.602 0.602 
0.534 4.005 5.543 
0.300 0.941 0.941 
0.533 0.886 0.886 
0.299 0.755 0.755 
0.567 0.908 0.908 
0.350 0.558 0.558 
0.284 0.722 0.722 
0.301 0.886 0.886 
0.450 0.690 0.690 
0.399 0.810 0.810 
0.350 0.744 0.744 
0.533 0.613 0.613 
0.434 0.700 0.700 
0.418 0.591 0.591 
0.567 0.767 0.767 
0.316 1.434 1.434 
0.501 0.832 0.832 
0.501 0.657 0.657 
0.351 0.842 0.842 
0.433 1.783 1.783 
0.234 1.237 1.237 
0.233 0.733 0.733 
0.417 0.536 0.536 
0.517 0.777 0.777 
0.583 1.422 1.422 
0.250 0.875 0.875 
0.433 0.723 0.723 
0.384 0.755 0.755 
0.200 0.854 0.854 
0.333 1.084 1.084 
0.267 0.897 0.897 
0.516 1.072 1.072 
0.333 1.905 1.905 
