<><><><><><><><> 
Begin: 02-Oct-2014 12:16:09 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s31 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.973 2.973 
0.532 3.988 4.551 
0.567 2.033 2.033 
0.250 1.082 1.082 
0.566 3.104 3.104 
0.451 1.125 1.125 
0.233 1.399 1.399 
0.317 1.420 1.420 
0.417 1.486 1.486 
0.584 1.279 1.279 
0.584 1.410 1.410 
0.267 1.356 1.356 
0.584 1.738 1.738 
0.584 1.148 1.148 
0.401 0.940 0.940 
0.517 2.142 2.142 
0.267 1.727 1.727 
0.367 1.093 1.093 
0.567 2.437 2.437 
0.517 2.339 2.339 
0.584 2.121 2.121 
0.467 2.459 2.459 
0.217 1.464 1.464 
0.534 1.990 1.990 
0.584 2.668 2.668 
0.467 1.103 1.103 
0.501 1.520 1.520 
0.501 2.350 2.350 
0.367 1.868 1.868 
0.467 2.437 2.437 
0.267 2.723 2.723 
0.483 3.476 3.476 
0.217 0.984 0.984 
0.317 1.977 1.977 
0.217 2.229 2.229 
0.234 2.524 2.524 
0.534 2.799 2.799 
0.484 1.072 1.072 
0.334 2.417 2.417 
0.584 2.021 2.021 
0.216 1.836 1.836 
0.384 1.704 1.704 
0.350 1.081 1.081 
0.501 4.001 4.103 
0.517 1.225 1.225 
0.284 1.442 1.442 
0.401 1.083 1.083 
0.384 1.323 1.323 
0.467 1.071 1.071 
0.484 0.677 0.677 
0.500 0.940 0.940 
0.317 0.831 0.831 
0.467 0.885 0.885 
0.467 0.765 0.765 
0.268 0.907 0.907 
0.250 0.974 0.974 
0.400 0.972 0.972 
0.584 1.487 1.487 
0.334 1.519 1.519 
0.433 1.301 1.301 
0.284 0.951 0.951 
0.501 1.028 1.028 
0.300 1.202 1.202 
0.400 1.432 1.432 
0.484 0.754 0.754 
0.567 0.699 0.699 
0.584 0.754 0.754 
0.417 1.039 1.039 
0.251 1.017 1.017 
0.267 1.180 1.180 
0.300 1.016 1.016 
0.534 0.766 0.766 
0.299 0.830 0.830 
0.533 0.864 0.864 
0.300 2.616 2.616 
0.567 0.634 0.634 
0.334 1.630 1.630 
0.283 1.071 1.071 
0.299 1.005 1.005 
0.450 1.443 1.443 
0.384 3.630 3.630 
0.349 0.951 0.951 
0.534 0.885 0.885 
0.435 0.952 0.952 
0.416 2.721 2.721 
0.567 0.994 0.994 
0.317 0.896 0.896 
0.501 0.929 0.929 
0.500 1.018 1.018 
0.351 3.421 3.421 
0.434 0.984 0.984 
0.233 1.748 1.748 
0.216 0.962 0.962 
0.418 2.384 2.384 
0.517 0.951 0.951 
0.584 1.782 1.782 
0.250 1.749 1.749 
0.433 1.912 1.912 
0.384 2.501 2.501 
0.200 1.192 1.192 
0.334 3.365 3.365 
0.268 0.875 0.875 
0.517 1.016 1.016 
0.334 0.809 0.809 
