<><><><><><><><> 
Begin: 10-Nov-2014 12:05:26 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s51 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.693 3.693 
0.534 1.706 1.706 
0.567 1.957 1.957 
0.250 3.022 3.022 
0.567 2.799 2.799 
0.451 2.977 2.977 
0.233 3.227 3.227 
0.317 3.359 3.359 
0.417 2.746 2.746 
0.584 3.971 3.971 
0.584 2.658 2.658 
0.267 2.548 2.548 
0.584 2.845 2.845 
0.584 2.079 2.079 
0.401 3.993 4.836 
0.517 2.747 2.747 
0.267 2.374 2.374 
0.367 1.958 1.958 
0.567 1.915 1.915 
0.517 2.035 2.035 
0.584 2.144 2.144 
0.467 1.456 1.456 
0.217 1.925 1.925 
0.534 1.793 1.793 
0.584 1.795 1.795 
0.467 2.527 2.527 
0.501 1.914 1.914 
0.501 1.893 1.893 
0.367 2.604 2.604 
0.467 2.659 2.659 
0.267 2.243 2.243 
0.484 1.520 1.520 
0.217 1.893 1.893 
0.317 2.307 2.307 
0.217 2.133 2.133 
0.233 1.292 1.292 
0.534 1.772 1.772 
0.484 1.509 1.509 
0.334 2.112 2.112 
0.584 1.871 1.871 
0.217 2.319 2.319 
0.384 2.188 2.188 
0.350 3.577 3.577 
0.500 1.389 1.389 
0.517 2.506 2.506 
0.284 2.023 2.023 
0.401 2.112 2.112 
0.384 2.854 2.854 
0.467 2.887 2.887 
0.484 2.297 2.297 
0.501 3.238 3.238 
0.317 1.258 1.258 
0.467 1.882 1.882 
0.467 2.145 2.145 
0.267 2.133 2.133 
0.250 2.473 2.473 
0.400 2.627 2.627 
0.584 1.564 1.564 
0.334 2.188 2.188 
0.434 1.859 1.859 
0.283 2.144 2.144 
0.501 2.747 2.747 
0.300 1.861 1.861 
0.400 1.356 1.356 
0.484 1.554 1.554 
0.550 1.620 1.620 
0.584 2.199 2.199 
0.417 1.532 1.532 
0.250 1.959 1.959 
0.267 2.419 2.419 
0.300 2.189 2.189 
0.534 2.866 2.866 
0.300 1.575 1.575 
0.534 2.362 2.362 
0.300 2.232 2.232 
0.567 1.553 1.553 
0.334 2.703 2.703 
0.284 3.720 3.720 
0.300 1.783 1.783 
0.450 2.079 2.079 
0.383 2.221 2.221 
0.350 1.554 1.554 
0.534 1.783 1.783 
0.434 2.515 2.515 
0.417 2.002 2.002 
0.567 2.122 2.122 
0.317 1.773 1.773 
0.501 2.691 2.691 
0.501 2.779 2.779 
0.350 1.817 1.817 
0.434 1.783 1.783 
0.234 1.423 1.423 
0.217 1.488 1.488 
0.417 2.144 2.144 
0.517 1.521 1.521 
0.584 1.631 1.631 
0.250 2.495 2.495 
0.434 1.629 1.629 
0.383 1.476 1.476 
0.200 2.265 2.265 
0.334 1.443 1.443 
0.267 2.514 2.514 
0.517 2.352 2.352 
0.334 3.281 3.281 
