<><><><><><><><> 
Begin: 28-Nov-2014 13:42:06 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s62 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.994 5.998 
0.266 0.646 0.646 
0.600 0.691 0.691 
0.483 0.865 0.865 
0.400 0.843 0.843 
0.384 0.921 0.921 
0.234 0.547 0.547 
0.484 0.569 0.569 
0.217 0.723 0.723 
0.234 0.788 0.788 
0.416 0.757 0.757 
0.234 0.909 0.909 
0.534 0.777 0.777 
0.533 1.226 1.226 
0.484 0.789 0.789 
0.267 0.547 0.547 
0.467 0.975 0.975 
0.417 0.580 0.580 
0.584 0.679 0.679 
0.467 0.383 0.383 
0.518 0.471 0.471 
0.384 0.405 0.405 
0.368 0.515 0.515 
0.534 0.625 0.625 
0.234 0.515 0.515 
0.250 0.701 0.701 
0.267 3.374 3.374 
0.351 3.999 5.998 
0.534 0.931 0.931 
0.518 0.800 0.800 
0.233 1.029 1.029 
0.366 0.777 0.777 
0.417 1.042 1.042 
0.367 0.734 0.734 
0.467 0.416 0.416 
0.450 0.230 0.230 
0.317 0.406 0.406 
0.367 0.646 0.646 
0.216 0.953 0.953 
0.601 0.690 0.690 
0.267 0.482 0.482 
0.250 0.438 0.438 
0.350 1.161 1.161 
0.283 0.702 0.702 
0.401 0.723 0.723 
0.334 0.625 0.625 
0.584 0.657 0.657 
0.566 0.581 0.581 
0.216 1.269 1.269 
0.500 0.591 0.591 
0.317 0.789 0.789 
0.368 0.592 0.592 
0.417 0.581 0.581 
0.585 1.315 1.315 
0.366 1.304 1.304 
0.601 0.624 0.624 
0.317 0.668 0.668 
0.484 0.821 0.821 
0.466 1.215 1.215 
0.418 0.844 0.844 
0.484 0.843 0.843 
0.467 1.391 1.391 
0.267 1.576 1.576 
0.250 2.551 2.551 
0.601 0.569 0.569 
0.267 1.413 1.413 
0.217 0.789 0.789 
0.434 0.712 0.712 
0.551 0.483 0.483 
0.467 0.832 0.832 
0.283 1.096 1.096 
0.350 0.658 0.658 
0.383 0.625 0.625 
0.601 0.647 0.647 
0.268 1.183 1.183 
0.551 0.975 0.975 
0.467 0.986 0.986 
0.350 1.008 1.008 
0.284 0.011 0.011 
0.367 0.723 0.723 
0.400 1.381 1.381 
0.250 0.602 0.602 
0.433 0.931 0.931 
0.300 0.722 0.722 
0.351 0.887 0.887 
0.433 0.646 0.646 
0.300 0.920 0.920 
0.318 0.526 0.526 
0.450 0.635 0.635 
0.300 0.427 0.427 
0.534 0.548 0.548 
0.600 0.537 0.537 
0.500 0.624 0.624 
0.334 0.570 0.570 
0.434 1.162 1.162 
0.250 0.734 0.734 
0.567 1.369 1.369 
0.551 1.457 1.457 
0.533 0.657 0.657 
0.300 0.581 0.581 
0.434 0.844 0.844 
0.216 0.843 0.843 
0.368 2.278 2.278 
0.333 0.581 0.581 
