<><><><><><><><> 
Begin: 28-Nov-2014 13:32:15 
0.266 0.701 0.701 
0.267 0.855 0.855 
0.368 0.613 0.613 
0.234 0.537 0.537 
0.435 0.581 0.581 
0.384 0.635 0.635 
0.484 0.592 0.592 
0.484 0.482 0.482 
0.451 0.537 0.537 
0.217 0.460 0.460 
0.234 0.252 0.252 
0.334 0.395 0.395 
0.417 0.647 0.647 
0.467 0.657 0.657 
0.367 0.624 0.624 
0.534 0.482 0.482 
0.484 0.504 0.504 
0.585 0.428 0.428 
0.418 0.471 0.471 
0.335 0.460 0.460 
0.250 0.843 0.843 
0.452 0.635 0.635 
0.518 0.515 0.515 
0.368 0.657 0.657 
0.235 2.595 2.595 
0.301 2.257 2.257 
0.266 0.821 0.821 
0.316 0.898 0.898 
0.384 0.536 0.536 
0.418 1.051 1.051 
0.384 0.996 0.996 
0.551 0.624 0.624 
0.417 0.526 0.526 
0.584 0.788 0.788 
0.450 0.953 0.953 
0.585 0.624 0.624 
0.300 0.822 0.822 
0.467 0.547 0.547 
0.318 0.580 0.580 
0.467 0.537 0.537 
0.484 0.624 0.624 
0.234 0.734 0.734 
0.301 0.680 0.680 
0.300 0.515 0.515 
0.467 1.774 1.774 
0.534 0.821 0.821 
0.334 0.624 0.624 
0.517 0.547 0.547 
0.467 0.964 0.964 
0.200 0.602 0.602 
0.450 2.792 2.792 
0.350 0.997 0.997 
0.568 0.756 0.756 
0.201 1.314 1.314 
0.384 1.774 1.774 
0.367 0.778 0.778 
0.383 1.051 1.051 
0.517 0.669 0.669 
0.335 0.635 0.635 
0.517 0.537 0.537 
0.384 0.613 0.613 
0.216 0.679 0.679 
0.266 0.702 0.702 
0.485 1.425 1.425 
0.384 1.358 1.358 
0.266 1.785 1.785 
0.334 1.226 1.226 
0.450 0.832 0.832 
0.284 0.460 0.460 
0.501 1.839 1.839 
0.300 0.790 0.790 
0.567 2.081 2.081 
0.317 1.096 1.096 
0.517 0.493 0.493 
0.284 0.678 0.678 
0.317 0.570 0.570 
0.234 0.756 0.756 
0.434 0.646 0.646 
0.484 0.866 0.866 
0.418 0.602 0.602 
0.367 1.051 1.051 
0.467 0.625 0.625 
0.467 1.315 1.315 
0.468 0.011 0.011 
0.450 0.011 0.011 
0.584 0.635 0.635 
0.284 2.651 2.651 
0.483 0.833 0.833 
0.300 0.712 0.712 
0.251 0.515 0.515 
0.450 0.701 0.701 
0.384 0.778 0.778 
0.384 0.744 0.744 
0.468 0.668 0.668 
0.517 0.624 0.624 
0.350 0.877 0.877 
0.467 1.227 1.227 
0.367 2.158 2.158 
0.534 0.668 0.668 
0.534 0.766 0.766 
0.300 1.611 1.611 
0.450 0.779 0.779 
0.433 0.843 0.843 
0.418 0.011 0.011 
0.551 0.011 0.011 
0.316 0.011 0.011 
0.333 0.011 0.011 
0.250 0.011 0.011 
0.583 0.011 0.011 
0.467 0.011 0.011 
0.400 0.011 0.011 
0.451 0.011 0.011 
0.418 0.011 0.011 
0.467 0.011 0.011 
0.417 0.011 0.011 
0.485 0.011 0.011 
0.417 0.011 0.011 
0.601 0.011 0.011 
0.300 0.011 0.011 
0.250 0.011 0.011 
0.250 0.022 0.022 
0.234 0.011 0.011 
0.368 1.467 1.467 
0.384 1.446 1.446 
0.350 0.011 0.011 
0.502 0.011 0.011 
0.451 0.011 0.011 
0.517 0.011 0.011 
0.583 0.011 0.011 
0.584 0.011 0.011 
0.284 0.011 0.011 
0.250 2.432 2.432 
0.484 1.917 1.917 
0.234 1.282 1.282 
0.417 0.088 0.088 
0.417 0.011 0.011 
0.551 0.011 0.011 
0.401 0.011 0.011 
0.367 0.011 0.011 
0.468 0.011 0.011 
0.500 0.011 0.011 
0.417 0.296 0.296 
0.334 0.011 0.011 
0.267 0.011 0.011 
0.434 0.011 0.011 
0.300 0.011 0.011 
0.217 0.011 0.011 
0.501 0.011 0.011 
0.300 0.011 0.011 
0.383 0.011 0.011 
0.484 0.011 0.011 
0.350 0.055 0.055 
0.501 0.011 0.011 
0.367 0.011 0.011 
0.483 0.011 0.011 
0.484 0.011 0.011 
0.384 0.011 0.011 
0.216 0.011 0.011 
0.334 0.011 0.011 
0.367 0.011 0.011 
0.317 0.011 0.011 
0.284 0.011 0.011 
0.534 0.011 0.011 
0.367 0.011 0.011 
0.551 0.011 0.011 
0.367 0.011 0.011 
0.517 0.011 0.011 
0.367 0.602 0.602 
0.517 0.011 0.011 
0.501 0.011 0.011 
0.349 0.011 0.011 
0.284 0.011 0.011 
0.517 0.011 0.011 
0.584 0.011 0.011 
0.334 0.011 0.011 
0.467 0.011 0.011 
0.383 0.011 0.011 
0.534 0.011 0.011 
0.517 0.011 0.011 
0.267 0.011 0.011 
0.551 0.011 0.011 
0.601 0.011 0.011 
0.416 0.011 0.011 
0.551 0.011 0.011 
0.434 0.011 0.011 
0.266 0.011 0.011 
0.283 0.011 0.011 
0.368 0.011 0.011 
0.501 0.011 0.011 
0.534 0.066 0.066 
0.518 0.011 0.011 
<><><><><><><><> 
RT (mean):  0.64 
Consistency:  0.00 
Self Consistency:  0.52 
<><><><><><><><> 
End: 28-Nov-2014 13:37:31 
