<><><><><><><><> 
Begin: 28-Nov-2014 13:23:32 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s62 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.320 3.320 
0.265 1.697 1.697 
0.600 1.904 1.904 
0.484 1.018 1.018 
0.400 1.403 1.403 
0.384 2.630 2.630 
0.233 1.249 1.249 
0.468 2.280 2.280 
0.216 1.863 1.863 
0.235 1.687 1.687 
0.417 1.391 1.391 
0.235 3.102 3.102 
0.534 1.161 1.161 
0.533 1.183 1.183 
0.484 0.887 0.887 
0.267 0.986 0.986 
0.467 0.755 0.755 
0.417 0.668 0.668 
0.584 1.600 1.600 
0.467 0.690 0.690 
0.518 2.431 2.431 
0.384 1.282 1.282 
0.368 0.691 0.691 
0.533 0.844 0.844 
0.233 0.756 0.756 
0.251 3.002 3.002 
0.268 0.876 0.876 
0.351 2.476 2.476 
0.534 0.679 0.679 
0.517 2.354 2.354 
0.234 2.301 2.301 
0.367 2.454 2.454 
0.417 0.975 0.975 
0.367 0.921 0.921 
0.467 0.591 0.591 
0.451 0.789 0.789 
0.318 0.899 0.899 
0.383 0.614 0.614 
0.216 1.172 1.172 
0.601 0.766 0.766 
0.267 0.877 0.877 
0.250 0.976 0.976 
0.351 0.767 0.767 
0.284 1.545 1.545 
0.400 2.783 2.783 
0.333 1.172 1.172 
0.583 2.257 2.257 
0.567 1.040 1.040 
0.217 1.403 1.403 
0.501 0.942 0.942 
0.317 2.167 2.167 
0.368 3.582 3.582 
0.417 2.705 2.705 
0.584 2.267 2.267 
0.368 1.676 1.676 
0.600 1.381 1.381 
0.316 1.172 1.172 
0.484 3.472 3.472 
0.467 1.149 1.149 
0.418 1.117 1.117 
0.483 0.899 0.899 
0.468 3.154 3.154 
0.266 1.118 1.118 
0.251 1.106 1.106 
0.601 0.690 0.690 
0.267 0.810 0.810 
0.217 0.723 0.723 
0.434 1.807 1.807 
0.551 1.358 1.358 
0.467 0.865 0.865 
0.284 0.613 0.613 
0.350 0.733 0.733 
0.384 0.384 0.384 
0.601 0.712 0.712 
0.266 0.472 0.472 
0.551 0.624 0.624 
0.467 0.636 0.636 
0.350 0.766 0.766 
0.284 0.701 0.701 
0.368 0.942 0.942 
0.400 0.744 0.744 
0.250 0.559 0.559 
0.434 1.698 1.698 
0.300 0.909 0.909 
0.350 1.325 1.325 
0.433 0.899 0.899 
0.300 0.625 0.625 
0.317 0.953 0.953 
0.451 0.756 0.756 
0.316 0.821 0.821 
0.533 1.305 1.305 
0.600 1.205 1.205 
0.500 0.471 0.471 
0.334 0.537 0.537 
0.434 1.480 1.480 
0.251 0.558 0.558 
0.567 2.487 2.487 
0.551 0.680 0.680 
0.533 0.767 0.767 
0.300 1.588 1.588 
0.433 1.139 1.139 
0.216 0.833 0.833 
0.367 0.559 0.559 
0.334 0.756 0.756 
