<><><><><><><><> 
Begin: 28-Nov-2014 13:54:37 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s62 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.224 2.224 
0.267 0.624 0.624 
0.601 1.007 1.007 
0.484 0.536 0.536 
0.400 0.591 0.591 
0.384 0.569 0.569 
0.233 0.547 0.547 
0.467 0.657 0.657 
0.216 0.526 0.526 
0.234 1.106 1.106 
0.417 0.493 0.493 
0.233 0.700 0.700 
0.534 0.866 0.866 
0.534 0.536 0.536 
0.501 0.493 0.493 
0.267 0.788 0.788 
0.467 0.504 0.504 
0.417 0.964 0.964 
0.600 1.620 1.620 
0.467 0.910 0.910 
0.517 0.416 0.416 
0.385 0.471 0.471 
0.368 0.569 0.569 
0.534 0.493 0.493 
0.234 0.569 0.569 
0.250 0.504 0.504 
0.268 1.785 1.785 
0.367 0.570 0.570 
0.534 0.438 0.438 
0.517 0.580 0.580 
0.234 1.117 1.117 
0.366 0.406 0.406 
0.417 0.734 0.734 
0.368 0.592 0.592 
0.467 0.668 0.668 
0.450 3.021 3.021 
0.318 0.515 0.515 
0.383 0.439 0.439 
0.216 0.569 0.569 
0.601 0.307 0.307 
0.267 0.613 0.613 
0.250 0.537 0.537 
0.350 0.427 0.427 
0.284 0.460 0.460 
0.401 0.570 0.570 
0.333 0.428 0.428 
0.585 0.865 0.865 
0.568 0.515 0.515 
0.218 0.712 0.712 
0.500 0.558 0.558 
0.317 0.449 0.449 
0.368 0.460 0.460 
0.417 0.559 0.559 
0.583 1.063 1.063 
0.368 1.194 1.194 
0.601 0.637 0.637 
0.318 0.547 0.547 
0.484 0.723 0.723 
0.467 1.105 1.105 
0.418 0.362 0.362 
0.485 0.405 0.405 
0.467 0.482 0.482 
0.267 0.482 0.482 
0.251 0.460 0.460 
0.601 0.438 0.438 
0.268 0.690 0.690 
0.216 0.866 0.866 
0.433 3.987 5.987 
0.551 0.755 0.755 
0.468 0.668 0.668 
0.283 0.701 0.701 
0.351 0.406 0.406 
0.384 0.405 0.405 
0.601 0.263 0.263 
0.268 0.439 0.439 
0.550 0.482 0.482 
0.467 0.427 0.427 
0.351 1.062 1.062 
0.284 0.591 0.591 
0.367 0.559 0.559 
0.400 0.480 0.480 
0.250 0.464 0.464 
0.434 0.626 0.626 
0.300 0.464 0.464 
0.351 1.110 1.110 
0.434 1.666 1.666 
0.300 0.438 0.438 
0.317 0.525 0.525 
0.451 0.536 0.536 
0.301 1.040 1.040 
0.533 0.711 0.711 
0.601 1.819 1.819 
0.501 1.874 1.874 
0.334 0.460 0.460 
0.434 0.526 0.526 
0.250 0.602 0.602 
0.567 0.471 0.471 
0.550 0.395 0.395 
0.533 0.800 0.800 
0.300 0.778 0.778 
0.434 0.700 0.700 
0.217 1.107 1.107 
0.367 0.591 0.591 
0.334 0.461 0.461 
