1,8,1,2.3479
28,49,2,2.2521
56,6,2,2.1756
13,17,2,2.0012
32,4,2,2.121
30,53,2,1.7841
54,33,2,2.5243
44,41,2,2.0127
18,42,1,1.5106
26,37,1,1.6943
33,60,2,1.7067
55,25,2,1.2906
2,49,1,1.5208
19,31,1,1.7171
26,6,2,1.815
45,52,1,2.2105
8,7,2,1.597
37,58,1,2.7027
14,22,1,1.8152
10,47,1,1.9584
30,31,2,1.1374
42,3,2,1.5312
55,2,1,1.6728
48,58,2,1.9689
5,24,2,1.1923
55,12,1,1.7171
49,6,2,1.7935
31,32,1,2.5263
15,24,1,1.3235
26,54,2,1.1592
19,16,2,1.891
59,2,1,1.892
9,40,1,0.98417
15,13,1,1.7384
44,7,1,2.0237
37,9,2,2.3937
42,51,1,3.0059
30,3,1,2.2117
49,21,2,2.955
29,16,1,1.4207
18,32,1,1.3011
24,27,2,2.1545
55,57,1,1.1038
45,38,1,1.0508
40,6,2,1.2137
39,21,1,1.1266
13,32,1,1.2791
15,10,1,0.88589
20,24,1,1.3887
58,19,1,1.0282
25,16,2,1.0063
60,51,1,1.3012
35,5,1,1.1157
39,2,1,1.3129
35,37,1,1.0943
18,45,1,1.2261
58,20,1,1.4334
5,21,1,1.3451
17,51,2,1.0271
28,42,2,1.083
43,17,1,1.1813
7,49,1,1.3343
1,57,2,1.2798
23,35,1,1.0497
19,54,2,1.1591
41,25,2,0.96244
28,52,1,1.3788
18,20,1,1.2136
36,12,1,0.98448
53,45,2,0.98441
7,18,2,1.094
3,54,2,1.1491
11,13,2,1.4223
30,43,1,1.1155
25,35,2,0.88542
40,10,2,1.4548
41,26,2,1.0279
9,45,2,1.3997
39,46,1,1.1288
33,43,1,1.5093
59,45,2,1.455
33,49,1,1.4117
48,57,1,1.8486
58,24,1,1.1599
7,36,1,0.99504
30,45,2,2.3524
32,9,2,1.1375
3,4,2,2.5705
41,30,2,1.0281
25,29,1,3.0081
33,37,2,1.0825
24,18,2,1.5861
59,39,1,0.98424
6,34,1,1.2356
46,7,1,1.5426
40,29,1,1.3447
44,17,1,0.87494
52,37,1,1.6518
17,53,2,1.6089
58,30,2,1.1595
9,41,1,1.126
45,54,1,1.2357
41,28,2,0.94104
1,9,2,1.5087
28,4,1,1.3121
30,19,1,1.3676
26,35,2,0.97264
18,59,2,1.5412
49,30,2,1.0282
23,52,1,1.7053
21,44,2,1.1166
42,52,1,1.4553
30,4,1,1.4544
32,28,2,1.673
25,10,2,1.3452
48,56,2,1.2581
15,51,2,1.1606
42,29,1,1.6306
52,25,1,2.0236
19,60,2,1.8362
8,28,1,1.7283
40,53,2,1.3023
4,56,2,1.9358
28,20,1,1.7714
25,43,1,1.607
32,57,2,2.5371
21,24,1,1.5201
50,57,2,2.0679
56,38,2,1.9898
12,40,2,1.6301
21,16,1,1.5535
8,23,1,1.543
33,17,1,1.6286
21,10,2,2.0881
35,2,1,1.4
4,43,1,2.0337
2,46,2,1.8484
54,41,1,1.1812
45,58,1,1.4982
30,57,1,1.5541
52,10,1,2.8108
31,48,2,1.3013
50,43,2,1.4758
44,10,1,1.2591
28,60,1,1.4993
4,6,2,1.4426
22,44,2,1.0287
8,15,1,1.4005
3,6,1,1.192
21,22,2,1.7399
13,6,1,1.127
31,5,1,1.2469
33,38,1,1.356
12,2,2,1.5528
22,58,2,1.1587
7,1,1,1.2252
9,22,1,1.3566
54,28,1,1.6404
15,9,1,1.5641
29,41,1,2.5047
58,43,1,1.2684
57,44,2,1.225
19,4,1,1.4876
3,11,1,1.3238
60,44,2,1.3888
20,6,1,1.7169
35,8,2,1.3454
59,26,1,1.4655
38,25,1,1.1377
47,16,1,1.7384
6,48,2,1.3447
45,12,1,1.0392
13,34,1,1.0822
31,47,2,1.1036
55,49,1,1.6178
15,3,1,1.4883
20,30,2,0.9848
4,59,1,1.2689
25,3,2,1.4448
45,57,1,1.4222
12,34,2,1.3562
44,16,1,1.1484
40,11,1,1.3013
52,31,2,1.5523
28,27,1,1.3233
58,55,1,1.2357
32,14,2,1.1705
47,51,1,1.6073
22,3,2,0.99621
31,13,2,0.98363
25,19,2,1.3453
13,54,1,1.269
31,8,2,0.90902
38,57,2,1.0499
56,34,1,1.4754
21,54,2,1.0827
26,40,2,1.302
24,41,1,1.4881
42,31,1,1.5198
15,49,1,1.4437
50,17,1,1.3122
30,39,2,1.4764
24,56,2,1.4436
45,22,1,0.9735
18,58,1,1.7274
45,48,1,1.5525
1,36,2,1.1821
41,31,2,1.5097
28,35,2,1.2683
3,60,1,0.90705
26,50,2,1.2688
25,53,2,1.1265
50,60,1,1.2794
49,36,1,1.3015
50,54,1,1.2906
12,20,1,1.914
39,29,1,1.1815
26,14,2,1.4551
43,24,2,1.5526
38,1,2,1.2244
3,29,2,1.5874
26,33,2,1.2905
6,47,1,1.51
60,57,2,1.0828
21,45,2,1.0177
34,4,1,1.6848
29,26,1,1.4215
24,57,2,0.95297
58,34,1,1.5978
42,10,2,1.3784
43,34,1,1.335
48,11,1,0.87443
19,44,1,1.2909
26,1,2,1.0941
10,57,2,1.1474
29,48,2,0.96257
27,45,2,1.0623
28,14,1,1.0927
53,42,1,1.1595
20,54,2,0.96312
59,16,1,0.90786
43,35,2,1.0285
44,9,2,1.2473
36,59,2,1.2031
20,2,1,1.3021
58,44,1,1.5984
10,9,1,1.6424
36,60,2,0.941
8,58,2,1.3118
50,30,2,0.90779
45,32,1,1.2464
25,17,2,1.3778
18,49,1,1.3027
44,54,2,1.3126
39,56,1,1.2257
15,1,1,1.3447
9,23,1,1.0171
2,19,2,0.89677
60,24,1,1.2465
36,6,2,1.3128
