<><><><><><><><> 
Begin: 24-Sep-2014 11:09:52 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s18 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
0.999 4.002 4.060 
0.532 3.990 5.994 
0.567 3.542 3.542 
0.250 4.000 4.245 
0.567 2.086 2.086 
0.451 1.650 1.650 
0.233 1.072 1.072 
0.317 3.465 3.465 
0.417 1.410 1.410 
0.584 4.001 5.994 
0.584 4.001 4.037 
0.267 1.904 1.904 
0.584 2.379 2.379 
0.584 1.576 1.576 
0.400 2.923 2.923 
0.518 1.570 1.570 
0.267 3.776 3.776 
0.367 3.993 5.995 
0.567 2.918 2.918 
0.516 2.634 2.634 
0.583 3.540 3.540 
0.467 1.868 1.868 
0.217 1.542 1.542 
0.534 1.344 1.344 
0.584 1.837 1.837 
0.467 2.603 2.603 
0.501 1.268 1.268 
0.501 3.992 4.157 
0.367 3.410 3.410 
0.467 2.306 2.306 
0.267 3.104 3.104 
0.484 3.994 5.997 
0.217 2.405 2.405 
0.317 3.991 5.995 
0.217 2.768 2.768 
0.249 3.575 3.575 
0.533 3.989 5.994 
0.484 3.092 3.092 
0.334 1.814 1.814 
0.584 1.530 1.530 
0.217 3.990 5.993 
0.384 3.991 5.994 
0.350 1.946 1.946 
0.501 2.317 2.317 
0.517 3.995 4.102 
0.284 2.379 2.379 
0.400 3.992 4.209 
0.384 1.443 1.443 
0.467 3.704 3.704 
0.484 3.935 3.935 
0.499 1.584 1.584 
0.317 1.912 1.912 
0.468 1.901 1.901 
0.467 3.988 5.987 
0.268 1.263 1.263 
0.250 1.409 1.409 
0.400 2.663 2.663 
0.584 2.547 2.547 
0.334 4.001 6.004 
0.433 3.204 3.204 
0.284 3.998 6.004 
0.500 4.001 5.994 
0.300 2.021 2.021 
0.400 1.726 1.726 
0.484 2.930 2.930 
0.567 3.989 5.984 
0.584 3.836 3.836 
0.417 2.918 2.918 
0.250 1.433 1.433 
0.267 3.989 5.993 
0.300 1.639 1.639 
0.535 3.769 3.769 
0.300 4.001 4.332 
0.534 3.989 4.201 
0.300 3.990 5.994 
0.567 2.209 2.209 
0.334 4.000 6.005 
0.283 3.989 5.994 
0.300 3.998 5.993 
0.451 1.158 1.158 
0.384 1.443 1.443 
0.350 3.388 3.388 
0.534 4.001 5.994 
0.433 1.224 1.224 
0.417 1.475 1.475 
0.567 4.000 5.994 
0.317 1.422 1.422 
0.499 3.999 6.004 
0.501 3.028 3.028 
0.350 1.399 1.399 
0.434 3.005 3.005 
0.235 1.442 1.442 
0.217 3.192 3.192 
0.417 1.595 1.595 
0.517 3.870 3.870 
0.584 2.459 2.459 
0.250 2.328 2.328 
0.434 3.989 5.995 
0.384 2.458 2.458 
0.200 4.000 6.005 
0.334 4.000 4.639 
0.267 3.606 3.606 
0.517 3.825 3.825 
0.334 3.991 5.983 
0.417 3.989 5.994 
0.267 1.901 1.901 
0.451 1.292 1.292 
0.301 3.060 3.060 
0.467 2.153 2.153 
0.484 1.464 1.464 
0.501 3.334 3.334 
0.383 3.992 5.995 
0.234 2.635 2.635 
0.299 3.989 5.994 
0.567 3.999 5.994 
0.267 2.492 2.492 
0.534 1.082 1.082 
0.417 1.519 1.519 
0.601 4.000 5.995 
0.234 1.913 1.913 
0.384 3.991 5.986 
0.250 2.327 2.327 
0.584 2.951 2.951 
0.199 4.001 6.005 
0.517 2.679 2.679 
0.533 1.858 1.858 
0.551 2.043 2.043 
0.234 3.925 3.925 
0.367 3.992 5.993 
0.300 4.000 6.006 
0.517 2.996 2.996 
0.384 2.798 2.798 
0.567 1.247 1.247 
0.284 1.224 1.224 
0.316 1.411 1.411 
0.267 1.926 1.926 
0.250 2.087 2.087 
0.551 2.994 2.994 
0.434 1.268 1.268 
0.417 2.458 2.458 
0.266 3.116 3.116 
0.551 2.438 2.438 
0.449 1.093 1.093 
0.349 2.624 2.624 
0.401 1.192 1.192 
0.367 1.280 1.280 
0.234 3.651 3.651 
0.300 1.431 1.431 
0.250 2.515 2.515 
0.284 2.733 2.733 
0.300 3.990 5.994 
0.367 4.000 5.994 
0.217 1.257 1.257 
0.567 2.087 2.087 
0.584 1.498 1.498 
0.400 1.771 1.771 
0.400 3.988 5.995 
0.334 3.137 3.137 
0.567 2.178 2.178 
0.350 3.104 3.104 
0.250 2.295 2.295 
0.517 1.356 1.356 
0.351 2.306 2.306 
0.300 1.323 1.323 
0.366 2.054 2.054 
0.234 3.465 3.465 
0.250 3.082 3.082 
0.585 1.006 1.006 
0.584 3.443 3.443 
0.434 1.039 1.039 
0.234 2.754 2.754 
0.300 1.159 1.159 
0.350 2.240 2.240 
0.534 1.509 1.509 
0.201 2.104 2.104 
0.217 1.607 1.607 
0.266 1.225 1.225 
0.467 2.721 2.721 
0.500 1.312 1.312 
0.467 1.332 1.332 
0.384 3.203 3.203 
0.417 1.213 1.213 
0.317 2.286 2.286 
0.501 1.738 1.738 
0.284 1.235 1.235 
0.484 1.324 1.324 
0.284 3.990 5.983 
0.350 3.859 3.859 
0.451 1.115 1.115 
0.516 1.573 1.573 
0.233 3.388 3.388 
0.567 3.627 3.627 
0.517 2.808 2.808 
0.400 1.137 1.137 
0.383 1.400 1.400 
0.383 1.607 1.607 
0.334 2.045 2.045 
0.400 3.726 3.726 
0.400 4.000 6.004 
0.533 1.038 1.038 
0.517 1.716 1.716 
0.467 1.356 1.356 
0.350 4.000 5.994 
0.534 2.865 2.865 
0.417 3.410 3.410 
0.350 3.399 3.399 
0.584 1.607 1.607 
0.551 3.366 3.366 
0.417 2.459 2.459 
0.450 2.623 2.623 
0.433 4.001 5.994 
0.284 1.991 1.991 
0.317 2.623 2.623 
0.384 4.003 6.000 
0.300 1.750 1.750 
0.533 4.002 4.234 
0.283 3.016 3.016 
0.300 2.066 2.066 
0.267 1.234 1.234 
0.300 3.455 3.455 
0.384 3.988 5.983 
0.334 3.684 3.684 
0.567 1.344 1.344 
0.367 3.542 3.542 
0.284 3.640 3.640 
0.567 3.989 5.994 
0.601 1.651 1.651 
0.384 0.983 0.983 
0.251 1.595 1.595 
0.300 4.000 6.004 
0.367 2.656 2.656 
0.434 1.159 1.159 
0.300 1.366 1.366 
0.451 2.830 2.830 
0.484 2.044 2.044 
0.284 1.158 1.158 
0.250 1.049 1.049 
0.316 4.000 5.994 
0.334 2.395 2.395 
0.367 4.002 6.005 
0.401 2.077 2.077 
0.234 1.563 1.563 
0.300 4.001 4.060 
0.517 3.738 3.738 
0.217 1.628 1.628 
0.567 2.067 2.067 
0.501 2.557 2.557 
0.400 3.990 5.994 
0.434 1.957 1.957 
0.300 1.815 1.815 
0.384 4.001 5.995 
0.584 1.148 1.148 
0.417 1.388 1.388 
0.417 1.147 1.147 
0.300 1.563 1.563 
0.400 1.094 1.094 
0.452 1.476 1.476 
0.466 1.082 1.082 
0.367 1.214 1.214 
0.350 3.564 3.564 
0.601 2.339 2.339 
0.217 4.000 5.994 
0.551 4.001 6.003 
0.568 1.661 1.661 
0.517 2.274 2.274 
0.233 3.736 3.736 
0.301 1.672 1.672 
0.334 0.919 0.919 
0.467 4.000 6.005 
0.250 1.038 1.038 
0.484 2.011 2.011 
0.250 1.279 1.279 
0.467 1.071 1.071 
0.400 2.896 2.896 
0.518 3.990 5.993 
0.484 1.137 1.137 
0.566 2.033 2.033 
0.551 1.191 1.191 
0.334 3.389 3.389 
