<><><><><><><><> 
Begin: 24-Sep-2014 12:06:43 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s18 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.856 2.856 
0.533 1.336 1.336 
0.567 1.663 1.663 
0.251 1.805 1.805 
0.567 1.127 1.127 
0.450 1.149 1.149 
0.234 1.061 1.061 
0.318 0.831 0.831 
0.417 0.842 0.842 
0.584 0.788 0.788 
0.584 0.997 0.997 
0.267 1.127 1.127 
0.585 0.951 0.951 
0.583 1.182 1.182 
0.400 2.375 2.375 
0.518 2.036 2.036 
0.267 1.061 1.061 
0.367 1.017 1.017 
0.568 0.963 0.963 
0.517 1.378 1.378 
0.584 0.734 0.734 
0.467 0.831 0.831 
0.217 1.225 1.225 
0.550 0.843 0.843 
0.583 0.996 0.996 
0.466 1.763 1.763 
0.501 1.161 1.161 
0.501 1.094 1.094 
0.367 1.521 1.521 
0.468 2.625 2.625 
0.267 0.853 0.853 
0.484 1.948 1.948 
0.217 0.711 0.711 
0.318 0.996 0.996 
0.217 1.061 1.061 
0.249 1.172 1.172 
0.534 1.225 1.225 
0.484 1.302 1.302 
0.334 0.919 0.919 
0.584 0.832 0.832 
0.217 0.974 0.974 
0.384 1.018 1.018 
0.351 0.930 0.930 
0.517 0.941 0.941 
0.517 1.619 1.619 
0.284 1.018 1.018 
0.401 0.996 0.996 
0.384 1.084 1.084 
0.467 0.875 0.875 
0.484 1.522 1.522 
0.500 0.996 0.996 
0.317 0.886 0.886 
0.466 1.237 1.237 
0.467 2.330 2.330 
0.268 0.963 0.963 
0.250 0.941 0.941 
0.401 1.804 1.804 
0.584 1.007 1.007 
0.333 0.974 0.974 
0.433 1.400 1.400 
0.284 0.822 0.822 
0.500 2.681 2.681 
0.300 0.919 0.919 
0.401 1.783 1.783 
0.483 0.963 0.963 
0.551 1.050 1.050 
0.585 0.919 0.919 
0.418 1.040 1.040 
0.251 1.488 1.488 
0.267 1.423 1.423 
0.300 1.992 1.992 
0.535 0.865 0.865 
0.300 2.582 2.582 
0.534 1.861 1.861 
0.300 1.751 1.751 
0.568 1.652 1.652 
0.334 0.996 0.996 
0.284 1.313 1.313 
0.300 1.170 1.170 
0.450 1.761 1.761 
0.400 0.799 0.799 
0.350 1.139 1.139 
0.534 0.919 0.919 
0.434 3.204 3.204 
0.417 2.560 2.560 
0.567 2.046 2.046 
0.316 1.083 1.083 
0.500 2.154 2.154 
0.501 1.949 1.949 
0.350 1.718 1.718 
0.434 1.750 1.750 
0.234 1.827 1.827 
0.217 1.499 1.499 
0.417 0.919 0.919 
0.517 1.379 1.379 
0.583 1.007 1.007 
0.250 0.788 0.788 
0.434 1.094 1.094 
0.383 0.864 0.864 
0.200 1.325 1.325 
0.334 3.207 3.207 
0.266 1.400 1.400 
0.517 1.839 1.839 
0.333 1.510 1.510 
0.417 0.821 0.821 
0.268 1.182 1.182 
0.450 1.128 1.128 
0.301 2.178 2.178 
0.467 1.226 1.226 
0.483 3.348 3.348 
0.501 1.762 1.762 
0.384 1.916 1.916 
0.233 1.182 1.182 
0.300 0.678 0.678 
0.567 1.324 1.324 
0.266 0.876 0.876 
0.534 1.313 1.313 
0.417 1.007 1.007 
0.600 0.919 0.919 
0.234 1.215 1.215 
0.384 1.083 1.083 
0.250 0.842 0.842 
0.583 0.886 0.886 
0.200 1.357 1.357 
0.516 1.619 1.619 
0.534 1.948 1.948 
0.550 1.454 1.454 
0.233 1.072 1.072 
0.367 1.226 1.226 
0.300 1.225 1.225 
0.518 3.360 3.360 
0.367 1.203 1.203 
0.567 1.160 1.160 
0.283 1.456 1.456 
0.301 0.700 0.700 
0.266 0.843 0.843 
0.251 1.050 1.050 
0.551 1.490 1.490 
0.434 0.712 0.712 
0.417 2.058 2.058 
0.266 1.630 1.630 
0.550 0.952 0.952 
0.450 1.588 1.588 
0.350 0.985 0.985 
0.401 0.985 0.985 
0.367 0.974 0.974 
0.233 1.019 1.019 
0.300 1.083 1.083 
0.251 1.149 1.149 
0.283 1.161 1.161 
0.301 1.116 1.116 
0.368 1.127 1.127 
0.217 1.608 1.608 
0.567 1.193 1.193 
0.584 0.809 0.809 
0.400 0.809 0.809 
0.400 1.794 1.794 
0.334 1.500 1.500 
0.568 1.029 1.029 
0.350 2.461 2.461 
0.251 0.964 0.964 
0.518 2.068 2.068 
0.367 1.368 1.368 
0.301 3.238 3.238 
0.367 1.641 1.641 
0.234 0.973 0.973 
0.251 0.853 0.853 
0.584 1.892 1.892 
0.584 2.494 2.494 
0.434 0.853 0.853 
0.233 1.674 1.674 
0.300 2.395 2.395 
0.350 1.531 1.531 
0.534 1.126 1.126 
0.200 1.860 1.860 
0.217 3.031 3.031 
0.267 1.444 1.444 
0.467 0.887 0.887 
0.501 1.127 1.127 
0.467 1.870 1.870 
0.384 1.280 1.280 
0.417 0.812 0.812 
0.318 2.758 2.758 
0.501 0.886 0.886 
0.283 0.820 0.820 
0.484 1.225 1.225 
0.283 1.192 1.192 
0.351 0.951 0.951 
0.451 1.029 1.029 
0.517 3.425 3.425 
0.234 1.181 1.181 
0.568 1.083 1.083 
0.518 1.412 1.412 
0.401 0.755 0.755 
0.384 0.875 0.875 
0.384 1.894 1.894 
0.318 1.171 1.171 
0.401 0.995 0.995 
0.400 1.553 1.553 
0.535 1.187 1.187 
0.517 1.875 1.875 
0.467 1.422 1.422 
0.350 2.013 2.013 
0.534 1.071 1.071 
0.418 0.975 0.975 
0.350 1.827 1.827 
0.583 2.723 2.723 
0.551 1.718 1.718 
0.417 1.192 1.192 
0.450 1.159 1.159 
0.434 1.324 1.324 
0.284 2.899 2.899 
0.318 1.675 1.675 
0.384 1.806 1.806 
0.300 1.258 1.258 
0.534 1.116 1.116 
0.283 2.189 2.189 
0.299 1.235 1.235 
0.268 3.216 3.216 
0.299 2.101 2.101 
0.383 1.411 1.411 
0.334 1.335 1.335 
0.567 0.919 0.919 
0.367 0.974 0.974 
0.284 1.039 1.039 
0.567 0.962 0.962 
0.601 1.685 1.685 
0.384 1.378 1.378 
0.250 1.225 1.225 
0.301 1.827 1.827 
0.367 2.034 2.034 
0.434 1.367 1.367 
0.300 1.914 1.914 
0.451 1.095 1.095 
0.484 1.083 1.083 
0.285 1.795 1.795 
0.250 1.094 1.094 
0.316 0.963 0.963 
0.334 1.498 1.498 
0.367 0.897 0.897 
0.401 2.505 2.505 
0.234 2.649 2.649 
0.300 1.138 1.138 
0.517 1.192 1.192 
0.217 0.832 0.832 
0.568 1.729 1.729 
0.500 1.357 1.357 
0.401 0.995 0.995 
0.434 1.248 1.248 
0.301 1.170 1.170 
0.384 0.842 0.842 
0.584 1.498 1.498 
0.417 1.083 1.083 
0.417 1.203 1.203 
0.300 1.390 1.390 
0.401 2.691 2.691 
0.450 0.952 0.952 
0.468 1.105 1.105 
0.367 1.784 1.784 
0.350 1.063 1.063 
0.601 1.488 1.488 
0.217 1.073 1.073 
0.550 1.149 1.149 
0.567 1.784 1.784 
0.518 1.521 1.521 
0.234 1.246 1.246 
0.301 3.655 3.655 
0.334 0.822 0.822 
0.467 1.095 1.095 
0.250 1.248 1.248 
0.484 2.693 2.693 
0.250 1.958 1.958 
0.468 3.523 3.523 
0.400 1.936 1.936 
0.517 1.160 1.160 
0.484 1.083 1.083 
0.568 1.422 1.422 
0.566 1.859 1.859 
0.334 1.947 1.947 
