<><><><><><><><> 
Begin: 24-Sep-2014 11:40:49 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s18 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.371 3.371 
0.533 1.707 1.707 
0.567 1.784 1.784 
0.251 3.993 5.996 
0.567 1.126 1.126 
0.450 1.630 1.630 
0.249 1.488 1.488 
0.317 0.962 0.962 
0.417 1.292 1.292 
0.584 1.006 1.006 
0.584 4.004 6.001 
0.267 2.331 2.331 
0.583 1.193 1.193 
0.585 1.181 1.181 
0.400 0.896 0.896 
0.517 0.930 0.930 
0.267 1.467 1.467 
0.368 2.386 2.386 
0.567 1.115 1.115 
0.517 1.772 1.772 
0.584 3.993 5.996 
0.467 2.702 2.702 
0.217 0.799 0.799 
0.550 2.767 2.767 
0.584 1.520 1.520 
0.467 3.314 3.314 
0.500 1.214 1.214 
0.501 3.106 3.106 
0.366 1.105 1.105 
0.467 0.931 0.931 
0.267 0.832 0.832 
0.484 1.466 1.466 
0.217 2.276 2.276 
0.317 0.997 0.997 
0.217 1.107 1.107 
0.234 1.258 1.258 
0.534 1.073 1.073 
0.483 1.904 1.904 
0.335 1.433 1.433 
0.584 2.231 2.231 
0.217 1.642 1.642 
0.383 3.993 5.986 
0.351 2.591 2.591 
0.516 3.906 3.906 
0.518 1.761 1.761 
0.283 1.336 1.336 
0.401 2.516 2.516 
0.383 1.258 1.258 
0.466 2.560 2.560 
0.484 3.270 3.270 
0.501 2.943 2.943 
0.317 1.215 1.215 
0.483 1.642 1.642 
0.468 1.258 1.258 
0.267 1.947 1.947 
0.251 1.248 1.248 
0.400 1.619 1.619 
0.584 1.183 1.183 
0.333 1.662 1.662 
0.434 1.290 1.290 
0.285 3.939 3.939 
0.501 1.434 1.434 
0.301 1.149 1.149 
0.400 1.193 1.193 
0.483 3.993 4.048 
0.551 1.347 1.347 
0.583 1.696 1.696 
0.417 1.477 1.477 
0.266 2.408 2.408 
0.267 0.995 0.995 
0.300 2.604 2.604 
0.535 3.929 3.929 
0.300 2.657 2.657 
0.534 1.236 1.236 
0.301 1.149 1.149 
0.568 1.346 1.346 
0.349 3.984 5.990 
0.284 3.085 3.085 
0.300 1.006 1.006 
0.450 2.002 2.002 
0.400 2.594 2.594 
0.350 3.972 3.972 
0.535 3.000 3.000 
0.434 3.998 5.997 
0.417 1.620 1.620 
0.568 0.930 0.930 
0.318 1.805 1.805 
0.501 1.094 1.094 
0.500 2.604 2.604 
0.350 3.710 3.710 
0.433 2.670 2.670 
0.234 2.035 2.035 
0.217 2.560 2.560 
0.417 1.325 1.325 
0.517 2.078 2.078 
0.583 1.313 1.313 
0.250 1.412 1.412 
0.434 0.985 0.985 
0.384 1.444 1.444 
0.201 2.134 2.134 
0.334 1.106 1.106 
0.267 1.093 1.093 
0.518 1.378 1.378 
0.333 1.378 1.378 
0.417 1.040 1.040 
0.266 1.554 1.554 
0.450 1.301 1.301 
0.300 1.270 1.270 
0.467 2.233 2.233 
0.483 1.839 1.839 
0.501 2.648 2.648 
0.384 1.334 1.334 
0.234 1.138 1.138 
0.300 1.094 1.094 
0.567 1.401 1.401 
0.266 1.335 1.335 
0.533 3.282 3.282 
0.418 1.216 1.216 
0.601 3.699 3.699 
0.234 1.028 1.028 
0.383 3.993 5.996 
0.250 3.655 3.655 
0.584 1.137 1.137 
0.200 1.576 1.576 
0.517 1.816 1.816 
0.535 1.313 1.313 
0.550 1.346 1.346 
0.234 3.710 3.710 
0.367 1.117 1.117 
0.301 1.084 1.084 
0.518 1.773 1.773 
0.383 3.140 3.140 
0.567 2.353 2.353 
0.284 1.148 1.148 
0.300 1.149 1.149 
0.266 1.696 1.696 
0.250 2.639 2.639 
0.551 3.731 3.731 
0.434 2.614 2.614 
0.418 1.696 1.696 
0.266 0.985 0.985 
0.551 3.983 5.990 
0.450 2.366 2.366 
0.350 1.860 1.860 
0.401 1.094 1.094 
0.368 1.215 1.215 
0.233 1.226 1.226 
0.300 1.773 1.773 
0.250 1.411 1.411 
0.283 1.291 1.291 
0.300 1.686 1.686 
0.368 1.215 1.215 
0.217 1.357 1.357 
0.567 3.993 4.135 
0.585 1.018 1.018 
0.399 0.919 0.919 
0.401 1.128 1.128 
0.335 3.927 3.927 
0.567 2.122 2.122 
0.350 1.259 1.259 
0.250 1.531 1.531 
0.518 3.064 3.064 
0.350 1.608 1.608 
0.300 1.751 1.751 
0.366 1.782 1.782 
0.233 1.237 1.237 
0.250 1.981 1.981 
0.583 3.206 3.206 
0.585 2.888 2.888 
0.434 1.663 1.663 
0.233 0.985 0.985 
0.301 1.029 1.029 
0.349 2.692 2.692 
0.534 1.225 1.225 
0.216 1.149 1.149 
0.217 0.963 0.963 
0.268 3.994 4.102 
0.467 1.871 1.871 
0.501 3.108 3.108 
0.467 1.804 1.804 
0.384 2.844 2.844 
0.416 1.312 1.312 
0.317 1.520 1.520 
0.501 1.773 1.773 
0.283 2.231 2.231 
0.484 3.993 5.984 
0.283 1.203 1.203 
0.350 3.993 5.995 
0.451 3.108 3.108 
0.517 0.952 0.952 
0.234 2.244 2.244 
0.567 1.325 1.325 
0.517 1.258 1.258 
0.400 1.018 1.018 
0.383 1.225 1.225 
0.383 1.565 1.565 
0.333 3.983 5.990 
0.401 1.772 1.772 
0.399 0.908 0.908 
0.533 1.926 1.926 
0.518 2.046 2.046 
0.467 1.127 1.127 
0.350 1.073 1.073 
0.534 1.083 1.083 
0.417 2.514 2.514 
0.350 1.268 1.268 
0.584 1.061 1.061 
0.550 1.269 1.269 
0.418 3.631 3.631 
0.450 1.478 1.478 
0.434 0.842 0.842 
0.283 1.236 1.236 
0.316 1.082 1.082 
0.385 1.194 1.194 
0.299 1.237 1.237 
0.534 1.499 1.499 
0.283 1.586 1.586 
0.299 1.193 1.193 
0.267 1.094 1.094 
0.299 1.346 1.346 
0.384 3.863 3.863 
0.334 1.017 1.017 
0.568 1.006 1.006 
0.383 0.875 0.875 
0.283 2.231 2.231 
0.567 1.762 1.762 
0.600 2.068 2.068 
0.383 1.247 1.247 
0.251 1.663 1.663 
0.300 1.213 1.213 
0.368 1.324 1.324 
0.434 1.040 1.040 
0.300 1.094 1.094 
0.450 3.993 4.125 
0.483 1.247 1.247 
0.284 1.139 1.139 
0.251 2.364 2.364 
0.317 1.411 1.411 
0.334 1.138 1.138 
0.367 1.215 1.215 
0.401 1.902 1.902 
0.234 2.013 2.013 
0.301 1.270 1.270 
0.516 0.995 0.995 
0.217 1.204 1.204 
0.568 1.781 1.781 
0.501 3.162 3.162 
0.399 3.140 3.140 
0.433 2.036 2.036 
0.301 3.208 3.208 
0.383 1.422 1.422 
0.583 1.575 1.575 
0.417 3.884 3.884 
0.417 0.996 0.996 
0.300 1.411 1.411 
0.400 1.161 1.161 
0.451 2.342 2.342 
0.467 0.777 0.777 
0.367 1.490 1.490 
0.350 1.401 1.401 
0.601 1.137 1.137 
0.216 1.183 1.183 
0.551 2.494 2.494 
0.566 1.379 1.379 
0.517 1.083 1.083 
0.233 0.995 0.995 
0.301 2.166 2.166 
0.334 0.974 0.974 
0.467 2.288 2.288 
0.250 1.794 1.794 
0.484 4.006 6.001 
0.251 1.313 1.313 
0.467 1.301 1.301 
0.401 1.214 1.214 
0.517 1.401 1.401 
0.484 1.959 1.959 
0.568 1.160 1.160 
0.551 1.226 1.226 
0.334 1.652 1.652 
