<><><><><><><><> 
Begin: 06-Oct-2014 15:12:06 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s22 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.001 2.001 
0.534 0.853 0.853 
0.567 0.943 0.943 
0.250 1.346 1.346 
0.567 1.006 1.006 
0.451 1.061 1.061 
0.234 1.159 1.159 
0.323 1.071 1.071 
0.417 1.083 1.083 
0.584 0.820 0.820 
0.584 0.700 0.700 
0.267 1.072 1.072 
0.584 0.755 0.755 
0.585 0.700 0.700 
0.400 0.744 0.744 
0.517 1.040 1.040 
0.267 1.443 1.443 
0.367 0.831 0.831 
0.567 0.896 0.896 
0.517 0.810 0.810 
0.583 0.951 0.951 
0.468 0.799 0.799 
0.217 1.223 1.223 
0.535 1.143 1.143 
0.583 0.733 0.733 
0.467 1.356 1.356 
0.500 1.488 1.488 
0.501 1.609 1.609 
0.367 1.115 1.115 
0.468 0.886 0.886 
0.267 1.115 1.115 
0.483 0.984 0.984 
0.217 0.951 0.951 
0.317 1.105 1.105 
0.217 1.169 1.169 
0.234 0.831 0.831 
0.534 2.996 2.996 
0.484 2.788 2.788 
0.334 1.269 1.269 
0.584 1.017 1.017 
0.217 1.159 1.159 
0.383 1.323 1.323 
0.350 1.367 1.367 
0.516 1.389 1.389 
0.517 0.820 0.820 
0.283 1.214 1.214 
0.400 1.072 1.072 
0.384 1.083 1.083 
0.466 1.553 1.553 
0.484 1.094 1.094 
0.501 2.057 2.057 
0.318 1.454 1.454 
0.467 1.336 1.336 
0.468 1.554 1.554 
0.267 1.095 1.095 
0.251 1.127 1.127 
0.400 1.072 1.072 
0.584 1.215 1.215 
0.333 1.346 1.346 
0.434 0.876 0.876 
0.299 1.970 1.970 
0.501 1.389 1.389 
0.301 2.025 2.025 
0.401 1.773 1.773 
0.484 2.352 2.352 
0.567 2.942 2.942 
0.584 1.684 1.684 
0.418 1.718 1.718 
0.250 1.171 1.171 
0.266 1.279 1.279 
0.300 1.226 1.226 
0.534 1.269 1.269 
0.301 1.018 1.018 
0.534 1.050 1.050 
0.300 2.416 2.416 
0.568 0.864 0.864 
0.350 0.832 0.832 
0.284 1.499 1.499 
0.300 1.293 1.293 
0.450 0.995 0.995 
0.384 1.050 1.050 
0.349 1.072 1.072 
0.535 0.842 0.842 
0.434 0.908 0.908 
0.417 1.192 1.192 
0.567 1.072 1.072 
0.318 1.149 1.149 
0.501 0.789 0.789 
0.501 0.875 0.875 
0.350 0.940 0.940 
0.433 0.921 0.921 
0.234 1.423 1.423 
0.217 1.511 1.511 
0.417 1.444 1.444 
0.518 1.006 1.006 
0.584 0.940 0.940 
0.250 1.017 1.017 
0.434 0.788 0.788 
0.384 1.203 1.203 
0.201 1.225 1.225 
0.334 1.170 1.170 
0.267 1.421 1.421 
0.518 1.489 1.489 
0.334 1.335 1.335 
