<><><><><><><><> 
Begin: 06-Oct-2014 14:45:50 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s22 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.209 2.209 
0.533 1.574 1.574 
0.567 0.810 0.810 
0.250 1.695 1.695 
0.567 1.563 1.563 
0.452 1.467 1.467 
0.235 1.707 1.707 
0.318 1.838 1.838 
0.417 1.149 1.149 
0.584 1.782 1.782 
0.584 1.651 1.651 
0.267 1.848 1.848 
0.584 0.931 0.931 
0.584 0.985 0.985 
0.400 1.247 1.247 
0.517 1.334 1.334 
0.267 1.804 1.804 
0.367 1.093 1.093 
0.567 0.985 0.985 
0.517 1.006 1.006 
0.584 1.454 1.454 
0.467 0.799 0.799 
0.217 1.149 1.149 
0.534 1.466 1.466 
0.583 0.973 0.973 
0.467 0.744 0.744 
0.500 1.083 1.083 
0.501 1.137 1.137 
0.367 1.323 1.323 
0.467 1.367 1.367 
0.267 1.137 1.137 
0.484 2.722 2.722 
0.218 2.121 2.121 
0.317 2.898 2.898 
0.216 2.996 2.996 
0.250 1.738 1.738 
0.533 3.993 4.114 
0.484 1.501 1.501 
0.334 1.269 1.269 
0.584 1.980 1.980 
0.217 2.111 2.111 
0.383 1.444 1.444 
0.350 2.231 2.231 
0.516 1.224 1.224 
0.517 1.499 1.499 
0.283 3.162 3.162 
0.400 1.422 1.422 
0.384 1.301 1.301 
0.467 1.279 1.279 
0.484 1.083 1.083 
0.500 0.963 0.963 
0.317 1.084 1.084 
0.467 1.215 1.215 
0.468 1.334 1.334 
0.268 1.345 1.345 
0.250 1.639 1.639 
0.401 1.379 1.379 
0.585 1.674 1.674 
0.333 1.674 1.674 
0.433 1.474 1.474 
0.300 0.908 0.908 
0.500 0.875 0.875 
0.300 0.820 0.820 
0.401 1.521 1.521 
0.484 1.258 1.258 
0.567 1.094 1.094 
0.584 1.444 1.444 
0.416 2.713 2.713 
0.250 2.023 2.023 
0.267 1.259 1.259 
0.300 1.128 1.128 
0.534 2.024 2.024 
0.300 2.252 2.252 
0.534 1.359 1.359 
0.301 1.929 1.929 
0.567 2.407 2.407 
0.350 1.466 1.466 
0.284 2.189 2.189 
0.301 1.128 1.128 
0.451 1.522 1.522 
0.399 1.467 1.467 
0.350 1.279 1.279 
0.534 1.630 1.630 
0.434 1.401 1.401 
0.418 1.585 1.585 
0.567 1.466 1.466 
0.318 1.028 1.028 
0.501 1.324 1.324 
0.501 1.838 1.838 
0.350 2.624 2.624 
0.434 2.145 2.145 
0.234 1.071 1.071 
0.217 1.028 1.028 
0.418 1.292 1.292 
0.517 0.919 0.919 
0.584 0.907 0.907 
0.250 1.663 1.663 
0.434 1.303 1.303 
0.384 1.017 1.017 
0.200 0.973 0.973 
0.333 1.159 1.159 
0.266 1.585 1.585 
0.518 1.072 1.072 
0.333 1.303 1.303 
