<><><><><><><><> 
Begin: 06-Oct-2014 14:19:41 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s22 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.557 2.557 
0.534 1.749 1.749 
0.567 1.903 1.903 
0.250 1.291 1.291 
0.567 1.706 1.706 
0.450 1.454 1.454 
0.250 1.246 1.246 
0.317 0.973 0.973 
0.417 1.104 1.104 
0.584 1.104 1.104 
0.584 1.313 1.313 
0.266 1.728 1.728 
0.584 1.531 1.531 
0.584 1.006 1.006 
0.401 2.221 2.221 
0.517 1.411 1.411 
0.266 1.749 1.749 
0.368 1.356 1.356 
0.568 1.630 1.630 
0.518 1.870 1.870 
0.585 1.771 1.771 
0.467 1.225 1.225 
0.217 1.376 1.376 
0.534 1.478 1.478 
0.583 1.517 1.517 
0.467 1.258 1.258 
0.501 1.323 1.323 
0.501 1.456 1.456 
0.367 1.323 1.323 
0.467 1.226 1.226 
0.267 2.242 2.242 
0.484 2.199 2.199 
0.217 2.117 2.117 
0.316 0.899 0.899 
0.217 1.595 1.595 
0.233 1.204 1.204 
0.534 1.411 1.411 
0.484 1.116 1.116 
0.334 1.181 1.181 
0.584 1.422 1.422 
0.217 1.290 1.290 
0.383 0.995 0.995 
0.350 2.821 2.821 
0.517 1.017 1.017 
0.517 1.378 1.378 
0.284 1.116 1.116 
0.400 1.870 1.870 
0.384 1.488 1.488 
0.467 1.620 1.620 
0.484 1.415 1.415 
0.501 2.187 2.187 
0.317 1.127 1.127 
0.468 1.401 1.401 
0.467 1.006 1.006 
0.266 1.072 1.072 
0.251 1.160 1.160 
0.401 1.083 1.083 
0.585 0.952 0.952 
0.334 1.170 1.170 
0.435 1.192 1.192 
0.300 0.952 0.952 
0.501 1.258 1.258 
0.300 1.323 1.323 
0.401 1.159 1.159 
0.484 1.028 1.028 
0.567 1.301 1.301 
0.584 1.237 1.237 
0.417 1.455 1.455 
0.266 1.193 1.193 
0.266 0.930 0.930 
0.301 1.127 1.127 
0.533 1.050 1.050 
0.300 1.083 1.083 
0.534 1.258 1.258 
0.301 1.083 1.083 
0.567 1.475 1.475 
0.334 1.324 1.324 
0.284 2.548 2.548 
0.300 1.139 1.139 
0.450 1.608 1.608 
0.384 1.674 1.674 
0.350 1.466 1.466 
0.534 0.952 0.952 
0.434 0.931 0.931 
0.417 1.356 1.356 
0.567 1.684 1.684 
0.318 1.345 1.345 
0.501 0.919 0.919 
0.500 1.487 1.487 
0.350 1.783 1.783 
0.433 0.952 0.952 
0.233 1.684 1.684 
0.217 1.565 1.565 
0.417 1.049 1.049 
0.517 1.049 1.049 
0.584 0.864 0.864 
0.250 1.126 1.126 
0.434 1.357 1.357 
0.399 1.345 1.345 
0.200 1.291 1.291 
0.334 1.061 1.061 
0.266 1.477 1.477 
0.518 1.139 1.139 
0.334 1.400 1.400 
