<><><><><><><><> 
Begin: 01-Oct-2014 11:49:01 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s18 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.791 2.791 
0.533 3.216 3.216 
0.567 3.117 3.117 
0.251 2.679 2.679 
0.568 2.692 2.692 
0.451 1.728 1.728 
0.234 2.767 2.767 
0.317 2.406 2.406 
0.417 1.881 1.881 
0.583 1.072 1.072 
0.585 1.413 1.413 
0.267 1.367 1.367 
0.585 1.028 1.028 
0.584 1.412 1.412 
0.401 0.941 0.941 
0.517 1.477 1.477 
0.267 2.068 2.068 
0.367 1.597 1.597 
0.568 1.051 1.051 
0.517 1.061 1.061 
0.584 2.078 2.078 
0.467 2.690 2.690 
0.217 1.084 1.084 
0.550 1.477 1.477 
0.583 1.399 1.399 
0.467 0.940 0.940 
0.501 2.407 2.407 
0.500 1.006 1.006 
0.366 2.956 2.956 
0.467 1.455 1.455 
0.267 1.389 1.389 
0.484 0.984 0.984 
0.217 2.526 2.526 
0.318 0.995 0.995 
0.217 2.199 2.199 
0.250 2.122 2.122 
0.534 1.237 1.237 
0.483 2.560 2.560 
0.333 2.645 2.645 
0.584 1.881 1.881 
0.217 1.236 1.236 
0.384 1.773 1.773 
0.351 1.520 1.520 
0.517 1.302 1.302 
0.518 2.373 2.373 
0.283 1.202 1.202 
0.400 1.861 1.861 
0.383 2.428 2.428 
0.467 1.389 1.389 
0.484 1.816 1.816 
0.502 2.209 2.209 
0.317 2.439 2.439 
0.467 1.892 1.892 
0.468 2.681 2.681 
0.266 1.292 1.292 
0.251 1.280 1.280 
0.401 2.001 2.001 
0.584 2.220 2.220 
0.334 1.137 1.137 
0.434 1.039 1.039 
0.284 1.334 1.334 
0.501 2.626 2.626 
0.300 1.991 1.991 
0.400 1.478 1.478 
0.484 1.795 1.795 
0.551 1.411 1.411 
0.584 1.116 1.116 
0.417 1.127 1.127 
0.250 1.193 1.193 
0.266 3.324 3.324 
0.301 2.132 2.132 
0.533 2.253 2.253 
0.301 1.061 1.061 
0.533 1.160 1.160 
0.300 2.155 2.155 
0.567 1.159 1.159 
0.334 1.444 1.444 
0.283 1.084 1.084 
0.300 0.842 0.842 
0.451 1.082 1.082 
0.385 2.287 2.287 
0.350 1.159 1.159 
0.534 1.805 1.805 
0.434 3.281 3.281 
0.417 1.695 1.695 
0.567 1.510 1.510 
0.317 2.145 2.145 
0.500 1.171 1.171 
0.501 1.061 1.061 
0.350 2.067 2.067 
0.434 1.378 1.378 
0.234 1.564 1.564 
0.217 2.493 2.493 
0.418 2.516 2.516 
0.518 2.495 2.495 
0.583 1.105 1.105 
0.251 1.204 1.204 
0.434 1.739 1.739 
0.384 1.390 1.390 
0.201 1.127 1.127 
0.334 1.258 1.258 
0.267 0.941 0.941 
0.517 3.316 3.316 
0.334 1.128 1.128 
