<><><><><><><><> 
Begin: 01-Oct-2014 11:38:52 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s18 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.673 1.673 
0.533 1.531 1.531 
0.567 1.115 1.115 
0.250 1.017 1.017 
0.567 1.455 1.455 
0.450 0.974 0.974 
0.234 1.773 1.773 
0.317 1.929 1.929 
0.417 0.712 0.712 
0.584 0.722 0.722 
0.584 1.978 1.978 
0.266 1.027 1.027 
0.584 0.909 0.909 
0.585 1.684 1.684 
0.400 1.848 1.848 
0.518 2.088 2.088 
0.267 1.672 1.672 
0.367 1.323 1.323 
0.567 2.209 2.209 
0.518 2.196 2.196 
0.584 2.000 2.000 
0.467 1.050 1.050 
0.217 2.393 2.393 
0.534 1.180 1.180 
0.584 1.170 1.170 
0.467 2.087 2.087 
0.501 2.043 2.043 
0.500 1.083 1.083 
0.367 1.245 1.245 
0.467 2.219 2.219 
0.267 0.885 0.885 
0.484 1.267 1.267 
0.217 1.006 1.006 
0.317 0.809 0.809 
0.216 1.158 1.158 
0.233 1.081 1.081 
0.534 2.350 2.350 
0.483 0.831 0.831 
0.334 1.092 1.092 
0.584 1.192 1.192 
0.217 1.017 1.017 
0.383 1.027 1.027 
0.349 0.908 0.908 
0.516 1.640 1.640 
0.517 2.578 2.578 
0.284 0.896 0.896 
0.400 2.754 2.754 
0.383 1.902 1.902 
0.467 1.049 1.049 
0.483 1.399 1.399 
0.501 1.016 1.016 
0.317 2.372 2.372 
0.468 1.070 1.070 
0.467 1.726 1.726 
0.267 1.869 1.869 
0.250 1.356 1.356 
0.400 1.170 1.170 
0.585 2.623 2.623 
0.334 1.301 1.301 
0.434 2.263 2.263 
0.284 2.153 2.153 
0.501 1.061 1.061 
0.300 1.618 1.618 
0.401 0.952 0.952 
0.484 2.153 2.153 
0.567 2.514 2.514 
0.584 2.491 2.491 
0.417 2.361 2.361 
0.250 1.082 1.082 
0.267 1.399 1.399 
0.300 1.968 1.968 
0.534 1.300 1.300 
0.300 1.126 1.126 
0.533 1.006 1.006 
0.299 2.208 2.208 
0.567 1.860 1.860 
0.350 1.355 1.355 
0.284 1.355 1.355 
0.300 0.853 0.853 
0.451 1.203 1.203 
0.383 1.093 1.093 
0.349 2.601 2.601 
0.534 1.431 1.431 
0.434 2.427 2.427 
0.416 2.055 2.055 
0.567 2.657 2.657 
0.317 1.705 1.705 
0.501 1.410 1.410 
0.501 1.202 1.202 
0.350 0.951 0.951 
0.434 3.541 3.541 
0.234 0.985 0.985 
0.217 1.399 1.399 
0.417 1.453 1.453 
0.517 1.684 1.684 
0.584 2.621 2.621 
0.250 0.940 0.940 
0.434 1.136 1.136 
0.384 1.137 1.137 
0.200 1.629 1.629 
0.334 1.672 1.672 
0.267 3.114 3.114 
0.517 1.760 1.760 
0.334 1.028 1.028 
