<><><><><><><><> 
Begin: 01-Oct-2014 12:37:22 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s18 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.980 1.980 
0.534 3.850 3.850 
0.567 2.295 2.295 
0.251 1.444 1.444 
0.568 1.552 1.552 
0.451 0.941 0.941 
0.234 1.104 1.104 
0.317 2.352 2.352 
0.417 1.083 1.083 
0.583 0.941 0.941 
0.584 1.323 1.323 
0.266 2.668 2.668 
0.584 0.864 0.864 
0.584 1.290 1.290 
0.400 1.204 1.204 
0.517 0.875 0.875 
0.267 0.996 0.996 
0.367 1.465 1.465 
0.568 0.766 0.766 
0.517 1.127 1.127 
0.584 0.896 0.896 
0.468 2.319 2.319 
0.217 0.886 0.886 
0.550 0.941 0.941 
0.583 1.696 1.696 
0.467 2.023 2.023 
0.501 1.859 1.859 
0.501 1.400 1.400 
0.366 0.799 0.799 
0.467 1.456 1.456 
0.267 1.663 1.663 
0.483 0.843 0.843 
0.217 0.809 0.809 
0.317 1.969 1.969 
0.217 0.886 0.886 
0.234 1.039 1.039 
0.534 1.706 1.706 
0.483 0.984 0.984 
0.334 1.039 1.039 
0.585 2.922 2.922 
0.216 0.765 0.765 
0.384 1.312 1.312 
0.351 1.093 1.093 
0.501 0.941 0.941 
0.517 1.411 1.411 
0.284 1.378 1.378 
0.400 3.029 3.029 
0.384 1.116 1.116 
0.467 1.410 1.410 
0.484 0.951 0.951 
0.500 0.951 0.951 
0.317 1.630 1.630 
0.467 1.335 1.335 
0.467 0.809 0.809 
0.267 1.246 1.246 
0.250 2.265 2.265 
0.400 1.050 1.050 
0.583 2.110 2.110 
0.333 2.821 2.821 
0.434 2.089 2.089 
0.300 1.170 1.170 
0.501 1.751 1.751 
0.300 2.669 2.669 
0.401 3.215 3.215 
0.483 1.598 1.598 
0.566 1.968 1.968 
0.584 2.165 2.165 
0.417 3.073 3.073 
0.250 0.984 0.984 
0.267 0.897 0.897 
0.300 0.985 0.985 
0.534 1.050 1.050 
0.300 1.137 1.137 
0.533 2.067 2.067 
0.301 1.279 1.279 
0.567 1.695 1.695 
0.350 0.646 0.646 
0.283 1.083 1.083 
0.301 0.942 0.942 
0.451 1.345 1.345 
0.383 1.127 1.127 
0.350 1.838 1.838 
0.534 2.088 2.088 
0.433 1.465 1.465 
0.418 1.225 1.225 
0.567 1.117 1.117 
0.316 2.055 2.055 
0.501 1.072 1.072 
0.501 3.040 3.040 
0.351 0.942 0.942 
0.434 1.104 1.104 
0.233 1.541 1.541 
0.217 1.542 1.542 
0.418 1.575 1.575 
0.517 1.028 1.028 
0.584 1.247 1.247 
0.250 0.841 0.841 
0.434 1.171 1.171 
0.385 0.930 0.930 
0.201 1.454 1.454 
0.334 1.127 1.127 
0.266 1.007 1.007 
0.517 1.269 1.269 
0.334 2.252 2.252 
