<><><><><><><><> 
Begin: 20-Oct-2014 14:40:20 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s32 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.999 5.996 
0.534 3.994 5.985 
0.568 1.542 1.542 
0.250 2.692 2.692 
0.567 1.717 1.717 
0.451 3.917 3.917 
0.233 1.423 1.423 
0.318 1.466 1.466 
0.417 3.740 3.740 
0.585 1.761 1.761 
0.584 3.260 3.260 
0.267 1.246 1.246 
0.585 1.499 1.499 
0.584 1.280 1.280 
0.401 1.159 1.159 
0.516 1.225 1.225 
0.266 1.269 1.269 
0.368 1.170 1.170 
0.567 1.216 1.216 
0.518 1.159 1.159 
0.584 1.072 1.072 
0.467 1.083 1.083 
0.217 1.149 1.149 
0.551 1.138 1.138 
0.584 1.017 1.017 
0.468 1.050 1.050 
0.501 1.247 1.247 
0.501 0.985 0.985 
0.367 0.864 0.864 
0.467 1.269 1.269 
0.267 1.017 1.017 
0.485 0.953 0.953 
0.217 0.799 0.799 
0.318 0.985 0.985 
0.217 1.335 1.335 
0.250 1.171 1.171 
0.534 1.804 1.804 
0.484 1.160 1.160 
0.333 0.996 0.996 
0.584 1.191 1.191 
0.217 1.258 1.258 
0.383 1.203 1.203 
0.351 1.269 1.269 
0.517 1.434 1.434 
0.517 1.182 1.182 
0.284 1.247 1.247 
0.400 0.711 0.711 
0.384 1.248 1.248 
0.467 1.159 1.159 
0.483 0.996 0.996 
0.499 2.211 2.211 
0.317 1.039 1.039 
0.467 1.510 1.510 
0.466 1.084 1.084 
0.267 1.521 1.521 
0.250 1.072 1.072 
0.400 0.974 0.974 
0.584 1.007 1.007 
0.335 2.057 2.057 
0.434 1.324 1.324 
0.300 1.159 1.159 
0.500 2.539 2.539 
0.300 1.053 1.053 
0.400 0.996 0.996 
0.483 1.270 1.270 
0.551 2.221 2.221 
0.583 1.051 1.051 
0.418 0.985 0.985 
0.250 1.213 1.213 
0.268 1.127 1.127 
0.300 0.646 0.646 
0.534 1.062 1.062 
0.300 1.203 1.203 
0.534 0.844 0.844 
0.300 1.084 1.084 
0.567 1.028 1.028 
0.350 1.324 1.324 
0.284 0.974 0.974 
0.300 1.061 1.061 
0.451 0.766 0.766 
0.400 1.619 1.619 
0.349 1.236 1.236 
0.534 1.575 1.575 
0.434 0.690 0.690 
0.418 0.908 0.908 
0.568 1.183 1.183 
0.318 1.008 1.008 
0.500 1.641 1.641 
0.501 1.676 1.676 
0.350 1.829 1.829 
0.434 1.937 1.937 
0.234 2.363 2.363 
0.217 1.598 1.598 
0.418 1.237 1.237 
0.517 1.061 1.061 
0.584 1.270 1.270 
0.250 1.194 1.194 
0.434 0.920 0.920 
0.384 0.559 0.559 
0.199 0.964 0.964 
0.334 0.733 0.733 
0.268 0.745 0.745 
0.518 0.624 0.624 
0.334 1.084 1.084 
